General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Abdallah Sima,SEN,FW,21,2001,20.4,274,374,73.3,3603,688,142,182,78.0,84,116,72.4,8,17,47.1,1,2.2,1.3,-1.2,16,18,6,1,21
Abdoulaye Bamba,CIV,DF,32,1990,15.2,619,721,85.9,10973,3954,248,266,93.2,302,341,88.6,53,81,65.4,0,0.3,0.6,-0.3,4,46,6,3,36
Adrien Hunou,FRA,"MF,FW",28,1994,24.8,572,753,76.0,8441,2005,287,363,79.1,225,268,84.0,24,47,51.1,1,2.3,0.9,-1.3,18,38,12,1,62
Amine Salama,FRA,"FW,MF",22,2000,13.9,236,321,73.5,3246,780,133,171,77.8,72,99,72.7,8,11,72.7,1,1.5,1.9,-0.5,9,17,12,2,21
Antonin Bobichon,FRA,MF,26,1995,0.2,12,20,60.0,201,71,6,10,60.0,4,5,80.0,2,3,66.7,0,0.2,0.1,-0.2,1,5,1,0,4
Azzedine Ounahi,MAR,"MF,FW",22,2000,12.5,542,630,86.0,8826,2723,286,314,91.1,184,210,87.6,50,70,71.4,0,1.6,1.8,-1.6,17,70,12,1,87
Batista Mendy,FRA,"MF,DF",22,2000,31.8,1234,1432,86.2,22322,7144,471,532,88.5,608,670,90.7,112,161,69.6,0,1.2,1.8,-1.2,17,159,22,2,195
Cédric Hountondji,BEN,DF,28,1994,34.4,1251,1446,86.5,24457,8657,407,444,91.7,704,768,91.7,127,202,62.9,0,0.4,0.7,-0.4,4,50,3,0,84
Faouzi Ghoulam,ALG,DF,31,1991,5.3,233,329,70.8,4360,1945,101,114,88.6,97,128,75.8,31,71,43.7,0,0.8,0.5,-0.8,10,11,2,1,19
Farid El Melali,ALG,"DF,FW",25,1997,9.0,196,282,69.5,3348,952,95,125,76.0,80,107,74.8,15,27,55.6,0,0.2,0.3,-0.2,4,13,4,1,24
Halid Šabanović,BIH,DF,22,1999,7.1,228,280,81.4,3332,1097,135,147,91.8,69,93,74.2,12,22,54.5,0,0.0,0.1,0.0,2,20,4,1,20
Himad Abdelli,ALG,"MF,FW",22,1999,23.7,1043,1257,83.0,18273,4649,465,536,86.8,421,494,85.2,122,169,72.2,2,2.9,2.5,-0.9,36,124,26,8,151
Ibrahim Amadou,FRA,"DF,MF",29,1993,4.7,161,190,84.7,3021,1234,51,56,91.1,93,99,93.9,13,25,52.0,0,0.1,0.0,-0.1,1,4,0,0,5
