General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alexis Claude-Maurice,FRA,MF,25,1998,18,4,504,5.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.0,15,21,25,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.19,0.13,0.19
Aliou Badara Baldé,GUI,"FW,DF",20,2002,7,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,2,8,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Antoine Mendy,FRA,DF,19,2004,10,4,418,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,3,12,6,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
Badredine Bouanani,ALG,FW,18,2004,7,1,161,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,10,2,24,0.0,0.0,0.0,0.0,0.0,0.12,0.26,0.37,0.12,0.37
Bilal Brahimi,ALG,FW,23,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58
Dante,BRA,DF,39,1983,32,32,2843,31.6,1,1,2,1,0,0,5,1,0.9,0.9,1.0,2.0,13,185,6,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06
Daouda Traoré,FRA,MF,17,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34
Evann Guessand,CIV,FW,22,2001,34,14,1553,17.3,6,0,6,4,2,2,1,0,8.4,6.8,1.4,8.2,40,34,114,0.35,0.0,0.35,0.23,0.23,0.48,0.08,0.56,0.39,0.47
Gaëtan Laborde,FRA,"FW,MF",29,1994,34,22,1906,21.2,5,2,7,4,1,2,2,0,7.7,6.1,1.8,7.9,33,46,161,0.24,0.09,0.33,0.19,0.28,0.36,0.08,0.45,0.29,0.37
Hicham Boudaoui,ALG,MF,23,1999,29,17,1613,17.9,2,0,2,2,0,0,5,0,3.3,3.3,1.8,5.1,28,78,58,0.11,0.0,0.11,0.11,0.11,0.19,0.1,0.29,0.19,0.29
Jean-Clair Todibo,FRA,DF,23,1999,30,30,2651,29.5,0,2,2,0,0,0,2,1,0.6,0.6,1.6,2.2,32,150,11,0.0,0.07,0.07,0.0,0.07,0.02,0.06,0.08,0.02,0.08
Jeremie Boga,CIV,FW,26,1997,28,24,1998,22.2,6,6,12,6,0,0,1,0,4.3,4.3,4.2,8.5,107,64,170,0.27,0.27,0.54,0.27,0.54,0.19,0.19,0.38,0.19,0.38
Jordan Lotomba,SUI,DF,24,1998,28,21,1804,20.0,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2.0,36,52,40,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.1,0.04,0.1
Khéphren Thuram,FRA,MF,22,2001,27,25,2108,23.4,1,1,2,1,0,0,7,0,3.4,3.4,3.7,7.0,67,104,57,0.04,0.04,0.09,0.04,0.09,0.14,0.16,0.3,0.14,0.3
Marcin Bułka,POL,GK,23,1999,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
