General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Abdul Mumin,GHA,DF,25,1998,20,19,1694,18.8,1,0,1,1,0,0,5,1,0.4,0.4,0.3,0.7,6,38,4,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03
Alfonso Espino,URU,DF,31,1992,31,29,2507,27.9,0,1,1,0,0,0,9,0,1.0,1.0,2.8,3.8,41,113,89,0.0,0.04,0.04,0.0,0.04,0.04,0.1,0.14,0.04,0.14
Andrei Ratiu,ROU,"DF,MF",25,1998,12,6,630,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,28,19,25,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
Aridane Hernández,ESP,DF,34,1989,19,19,1690,18.8,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,0,21,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Bebé,CPV,"MF,FW",33,1990,19,0,212,2.4,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,17,6,24,0.85,0.0,0.85,0.42,0.42,0.61,0.09,0.7,0.28,0.37
Crespo,POR,MF,26,1996,15,4,527,5.9,0,0,0,0,0,0,4,0,0.1,0.1,1.0,1.1,13,30,20,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2
Cárdenas,ESP,GK,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Méndez,ESP,MF,19,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Lejeune,FRA,DF,32,1991,37,37,3327,37.0,3,1,4,3,0,0,5,0,3.3,3.3,0.7,4.0,15,114,4,0.08,0.03,0.11,0.08,0.11,0.09,0.02,0.11,0.09,0.11
Isaac Palazón Camacho,ESP,"MF,FW",28,1994,37,34,2791,31.0,4,1,5,2,2,2,8,0,5.9,4.4,1.9,6.3,40,128,152,0.13,0.03,0.16,0.06,0.1,0.19,0.06,0.25,0.14,0.2
Iván Balliu,ALB,DF,31,1992,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50,98,100,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1
Jorge de Frutos,ESP,"FW,MF",26,1997,36,14,1549,17.2,2,0,2,2,0,0,1,0,2.6,2.6,1.4,4.0,42,40,144,0.12,0.0,0.12,0.12,0.12,0.15,0.08,0.23,0.15,0.23
José Pozo,ESP,MF,27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kike Pérez,ESP,"MF,FW",26,1997,24,9,835,9.3,1,0,1,1,0,0,7,0,1.9,1.9,0.6,2.4,17,47,42,0.11,0.0,0.11,0.11,0.11,0.2,0.06,0.26,0.2,0.26
Pathé Ciss,SEN,MF,29,1994,31,16,1664,18.5,1,0,1,1,0,0,10,0,1.5,1.5,0.5,2.0,14,84,22,0.05,0.0,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11
