General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Agustín Rogel,URU,DF,24,1997,20,14,1426,15.8,0,1,1,0,0,0,7,0,0.8,0.8,0.0,0.8,1,23,2,0.0,0.06,0.06,0.0,0.06,0.05,0.0,0.05,0.05,0.05
Chidera Ejuke,NGA,"FW,MF",24,1998,20,9,890,9.9,0,3,3,0,0,0,0,0,1.5,1.5,1.3,2.7,38,39,67,0.0,0.3,0.3,0.0,0.3,0.15,0.13,0.28,0.15,0.28
Davie Selke,GER,FW,27,1995,13,3,282,3.1,1,1,2,0,1,1,1,0,1.2,0.4,0.9,1.3,3,5,22,0.32,0.32,0.64,0.0,0.32,0.39,0.28,0.66,0.14,0.41
Derry Scherhant,GER,"FW,MF",19,2002,10,2,285,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,4,1,16,0.32,0.0,0.32,0.32,0.32,0.06,0.03,0.1,0.06,0.1
Dodi Lukebakio,BEL,"FW,MF",24,1997,32,27,2397,26.6,11,3,14,6,5,5,8,0,8.6,4.7,4.4,9.1,96,42,178,0.41,0.11,0.53,0.23,0.34,0.32,0.16,0.49,0.18,0.34
Filip Uremović,CRO,DF,25,1997,22,21,1726,19.2,0,0,0,0,0,0,8,1,0.9,0.9,0.4,1.2,3,17,1,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06
Florian Niederlechner,GER,FW,31,1990,16,11,781,8.7,1,0,1,1,0,0,2,0,2.3,2.3,0.2,2.5,9,11,28,0.12,0.0,0.12,0.12,0.12,0.26,0.02,0.29,0.26,0.29
Ibrahim Maza,ALG,"MF,FW",16,2005,2,0,71,0.8,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,2,0,1,1.27,0.0,1.27,1.27,1.27,1.03,0.0,1.03,1.03,1.03
Ivan Šunjić,BIH,MF,25,1996,18,12,993,11.0,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,6,30,6,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
