General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alexis Mac Allister,ARG,MF,26-052,1998,23,21,1720,19.1,2,3,5,2,0,0,6,0,2.0,2.0,3.4,5.5,23,124,53,0.1,0.16,0.26,0.1,0.26,0.11,0.18,0.29,0.11,0.29
Alisson,BRA,GK,32-135,1992,16,16,1428,15.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Andrew Robertson,SCO,DF,30-340,1994,23,21,1718,19.1,0,0,0,0,0,0,3,1,0.5,0.5,3.3,3.8,43,127,68,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.2,0.03,0.2
Caoimhín Kelleher,IRL,GK,26-083,1998,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,NED,FW,25-283,1999,24,16,1370,15.2,8,3,11,8,0,0,4,0,5.5,5.5,3.5,8.9,38,43,207,0.53,0.2,0.72,0.53,0.72,0.36,0.23,0.59,0.36,0.59
Conor Bradley,NIR,DF,21-220,2003,10,2,322,3.6,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,16,12,17,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
Curtis Jones,ENG,MF,24-015,2001,20,10,955,10.6,3,3,6,3,0,0,3,1,3.4,3.4,0.4,3.8,13,61,49,0.28,0.28,0.57,0.28,0.57,0.32,0.04,0.36,0.32,0.36
Darwin Núñez,URU,FW,25-235,1999,19,7,847,9.4,4,2,6,4,0,0,6,0,3.4,3.4,1.0,4.4,19,18,60,0.43,0.21,0.64,0.43,0.64,0.36,0.11,0.47,0.36,0.47
Diogo Jota,POR,FW,28-072,1996,14,7,632,7.0,5,2,7,5,0,0,1,0,4.9,4.9,1.2,6.1,25,18,54,0.71,0.28,1.0,0.71,1.0,0.69,0.17,0.87,0.69,0.87
Dominik Szoboszlai,HUN,MF,24-112,2000,22,17,1548,17.2,3,2,5,3,0,0,6,0,5.6,5.6,3.4,9.1,55,86,87,0.17,0.12,0.29,0.17,0.29,0.33,0.2,0.53,0.33,0.53
Federico Chiesa,ITA,FW,27-112,1997,3,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52
Harvey Elliott,ENG,"MF,FW",21-316,2003,9,0,82,0.9,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.8,3,11,8,0.0,1.1,1.1,0.0,1.1,0.07,0.84,0.91,0.07,0.91
Ibrahima Konaté,FRA,DF,25-265,1999,18,17,1489,16.5,1,2,3,1,0,0,4,0,1.0,1.0,0.8,1.8,16,74,1,0.06,0.12,0.18,0.06,0.18,0.06,0.05,0.11,0.06,0.11
Jarell Quansah,ENG,DF,22-016,2003,5,2,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayden Danns,ENG,MF,19-029,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Gomez,ENG,DF,27-267,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
Kostas Tsimikas,GRE,DF,28-278,1996,11,3,365,4.1,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,9,40,16,0.0,0.25,0.25,0.0,0.25,0.02,0.24,0.26,0.02,0.26
Luis Díaz,COL,FW,28-032,1997,23,18,1516,16.8,8,2,10,8,0,0,2,0,6.8,6.8,2.1,8.9,62,68,158,0.47,0.12,0.59,0.47,0.59,0.41,0.12,0.53,0.41,0.53
Mohamed Salah,EGY,FW,32-244,1992,24,24,2119,23.5,22,14,36,16,6,6,1,0,18.4,13.7,9.5,23.2,100,95,303,0.93,0.59,1.53,0.68,1.27,0.78,0.4,1.19,0.58,0.99
Ryan Gravenberch,NED,MF,22-274,2002,24,24,2045,22.7,0,2,2,0,0,0,5,0,0.9,0.9,2.7,3.5,48,123,37,0.0,0.09,0.09,0.0,0.09,0.04,0.12,0.15,0.04,0.15
Trent Alexander-Arnold,ENG,DF,26-130,1998,23,21,1764,19.6,1,6,7,1,0,0,4,0,1.2,1.2,6.4,7.6,42,162,76,0.05,0.31,0.36,0.05,0.36,0.06,0.33,0.39,0.06,0.39
Virgil van Dijk,NED,DF,33-221,1991,24,24,2160,24.0,1,1,2,1,0,0,2,0,1.5,1.5,0.4,2.0,12,107,4,0.04,0.04,0.08,0.04,0.08,0.06,0.02,0.08,0.06,0.08
Vitezslav Jaros,CZE,GK,23-206,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wataru Endo,JPN,MF,32-005,1993,10,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
