General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Adama Traoré,ESP,"FW,MF",26,1996,16.6,45,2.71,37,0,3,2,3,0,4,0.24,2,0,0,2,0,0
Boubacar Traoré,MLI,MF,20,2001,4.6,6,1.32,6,0,0,0,0,0,2,0.44,2,0,0,0,0,0
Chem Campbell,WAL,"FW,MF",19,2002,0.8,2,2.43,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Connor Ronan,IRL,MF,24,1998,0.0,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Craig Dawson,ENG,DF,32,1990,15.7,6,0.38,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Daniel Bentley,ENG,GK,29,1993,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Daniel Podence,POR,"FW,MF",26,1995,19.7,69,3.51,46,9,3,8,2,1,3,0.15,2,0,1,0,0,0
Dexter Lembikisa,JAM,DF,18,2003,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Diego Costa,ESP,FW,33,1988,13.8,23,1.67,15,0,3,3,2,0,1,0.07,1,0,0,0,0,0
Gonçalo Guedes,POR,"FW,MF",25,1996,7.9,27,3.44,15,3,1,2,5,1,1,0.13,1,0,0,0,0,0
Hugo Bueno,ESP,DF,19,2002,14.6,30,2.06,22,7,0,1,0,0,1,0.07,1,0,0,0,0,0
Hwang Hee-chan,KOR,"FW,MF",26,1996,12.6,30,2.39,25,0,2,1,2,0,2,0.16,2,0,0,0,0,0
Jonny Castro,ESP,DF,28,1994,14.0,24,1.71,20,0,0,0,3,1,1,0.07,1,0,0,0,0,0
Joseph Hodge,IRL,MF,19,2002,1.9,2,1.02,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
José Sá,POR,GK,29,1993,36.0,1,0.03,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
João Gomes,BRA,MF,21,2001,7.3,14,1.93,9,0,1,2,2,0,2,0.28,1,0,0,1,0,0
João Moutinho,POR,MF,35,1986,19.8,66,3.34,49,14,0,2,1,0,3,0.15,3,0,0,0,0,0
Leander Dendoncker,BEL,MF,27,1995,2.4,4,1.68,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Mario Lemina,GAB,MF,28,1993,14.4,8,0.55,6,0,0,0,0,2,2,0.14,1,0,0,0,0,1
Matheus Cunha,BRA,FW,23,1999,10.7,21,1.96,16,1,1,1,2,0,0,0.0,0,0,0,0,0,0
Matheus Nunes,POR,MF,23,1998,27.4,59,2.15,49,2,4,2,2,0,5,0.18,3,0,2,0,0,0
Max Kilman,ENG,DF,25,1997,36.7,23,0.63,20,0,0,2,1,0,2,0.05,1,0,0,1,0,0
Morgan Gibbs-White,ENG,"FW,MF",22,2000,2.0,4,2.0,2,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Nathan Collins,IRL,DF,21,2001,20.2,10,0.5,7,0,1,0,2,0,0,0.0,0,0,0,0,0,0
Nélson Semedo,POR,DF,28,1993,29.2,35,1.2,28,0,0,4,3,0,3,0.1,3,0,0,0,0,0
Pablo Sarabia,ESP,"FW,MF",30,1992,8.5,31,3.65,21,5,0,5,0,0,0,0.0,0,0,0,0,0,0
Pedro Neto,POR,"FW,MF",22,2000,10.7,41,3.82,23,6,2,4,5,1,6,0.56,4,0,0,1,1,0
Rayan Aït-Nouri,ALG,DF,21,2001,12.0,23,1.93,14,2,4,1,2,0,0,0.0,0,0,0,0,0,0
Raúl Jiménez,MEX,FW,31,1991,9.4,18,1.92,12,0,1,3,2,0,2,0.21,1,0,0,1,0,0
Rúben Neves,POR,MF,25,1997,33.5,80,2.38,55,11,3,4,3,4,3,0.09,2,1,0,0,0,0
Sasa Kalajdzic,AUT,FW,25,1997,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toti Gomes,POR,DF,23,1999,10.9,9,0.82,9,0,0,0,0,0,1,0.09,1,0,0,0,0,0
