General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adama Traoré,ESP,"FW,MF",26,1996,16.6,2,19,7,36.8,1.14,0.42,0.11,0.29,15.0,0,0,0,1.4,1.4,0.07,0.6,0.6
Boubacar Traoré,MLI,MF,20,2001,4.6,0,3,0,0.0,0.66,0.0,0.0,,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Chem Campbell,WAL,"FW,MF",19,2002,0.8,0,2,0,0.0,2.43,0.0,0.0,,11.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Connor Ronan,IRL,MF,24,1998,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Craig Dawson,ENG,DF,32,1990,15.7,1,11,2,18.2,0.7,0.13,0.09,0.5,11.5,0,0,0,1.0,1.0,0.09,0.0,0.0
Daniel Bentley,ENG,GK,29,1993,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel Podence,POR,"FW,MF",26,1995,19.7,6,43,17,39.5,2.19,0.86,0.14,0.35,16.5,0,0,0,3.9,3.9,0.09,2.1,2.1
Dexter Lembikisa,JAM,DF,18,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Diego Costa,ESP,FW,33,1988,13.8,1,28,14,50.0,2.03,1.02,0.04,0.07,12.0,0,0,0,3.2,3.2,0.11,-2.2,-2.2
Gonçalo Guedes,POR,"FW,MF",25,1996,7.9,1,19,6,31.6,2.42,0.76,0.05,0.17,18.4,1,0,0,1.2,1.2,0.06,-0.2,-0.2
Hugo Bueno,ESP,DF,19,2002,14.6,0,4,1,25.0,0.27,0.07,0.0,0.0,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Hwang Hee-chan,KOR,"FW,MF",26,1996,12.6,3,18,7,38.9,1.43,0.56,0.17,0.43,15.0,0,0,0,2.9,2.9,0.16,0.1,0.1
Jonny Castro,ESP,DF,28,1994,14.0,1,9,2,22.2,0.64,0.14,0.11,0.5,24.1,0,0,0,0.3,0.3,0.03,0.7,0.7
Joseph Hodge,IRL,MF,19,2002,1.9,0,2,0,0.0,1.03,0.0,0.0,,11.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3
José Sá,POR,GK,29,1993,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
João Gomes,BRA,MF,21,2001,7.3,1,4,2,50.0,0.55,0.28,0.25,0.5,20.7,0,0,0,0.3,0.3,0.08,0.7,0.7
João Moutinho,POR,MF,35,1986,19.8,0,16,3,18.8,0.81,0.15,0.0,0.0,18.4,3,0,0,1.3,1.3,0.08,-1.3,-1.3
Leander Dendoncker,BEL,MF,27,1995,2.4,0,3,2,66.7,1.26,0.84,0.0,0.0,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7
Mario Lemina,GAB,MF,28,1993,14.4,0,9,2,22.2,0.62,0.14,0.0,0.0,27.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Matheus Cunha,BRA,FW,23,1999,10.7,2,26,7,26.9,2.42,0.65,0.08,0.29,19.4,0,0,0,2.0,2.0,0.08,0.0,0.0
Matheus Nunes,POR,MF,23,1998,27.4,1,28,9,32.1,1.02,0.33,0.04,0.11,17.6,1,0,0,2.4,2.4,0.09,-1.4,-1.4
Max Kilman,ENG,DF,25,1997,36.7,0,14,0,0.0,0.38,0.0,0.0,,10.1,0,0,0,1.3,1.3,0.1,-1.3,-1.3
Morgan Gibbs-White,ENG,"FW,MF",22,2000,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,11.5,0,0,0,0.7,0.7,0.24,-0.7,-0.7
Nathan Collins,IRL,DF,21,2001,20.2,0,3,0,0.0,0.15,0.0,0.0,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Nélson Semedo,POR,DF,28,1993,29.2,0,9,0,0.0,0.31,0.0,0.0,,20.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Pablo Sarabia,ESP,"FW,MF",30,1992,8.5,1,20,5,25.0,2.35,0.59,0.05,0.2,14.8,1,0,0,3.1,3.1,0.15,-2.1,-2.1
Pedro Neto,POR,"FW,MF",22,2000,10.7,0,17,3,17.6,1.59,0.28,0.0,0.0,20.7,1,0,0,1.1,1.1,0.06,-1.1,-1.1
Rayan Aït-Nouri,ALG,DF,21,2001,12.0,1,10,5,50.0,0.84,0.42,0.1,0.2,14.1,0,0,0,0.7,0.7,0.07,0.3,0.3
Raúl Jiménez,MEX,FW,31,1991,9.4,0,20,9,45.0,2.13,0.96,0.0,0.0,14.5,0,0,0,2.6,2.6,0.13,-2.6,-2.6
Rúben Neves,POR,MF,25,1997,33.5,6,63,13,20.6,1.88,0.39,0.05,0.23,26.7,11,3,3,5.2,2.8,0.04,0.8,0.2
Sasa Kalajdzic,AUT,FW,25,1997,0.5,0,1,0,0.0,2.0,0.0,0.0,,4.4,0,0,0,0.3,0.3,0.27,-0.3,-0.3
Toti Gomes,POR,DF,23,1999,10.9,1,5,2,40.0,0.46,0.18,0.2,0.5,9.9,0,0,0,0.4,0.4,0.08,0.6,0.6
