General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adama Traoré,ESP,"FW,MF",26,1996,34,1496,44,43.7,16.6,12,73,3,22,28,2,1.18,12,30,-18,-1.08,-0.66,17.6,30.2,-12.6,-0.76,-0.27
Boubacar Traoré,MLI,MF,20,2001,10,411,41,12.0,4.6,4,82,2,6,14,1,0.5,4,9,-5,-1.09,-0.44,3.2,7.6,-4.4,-0.97,-0.41
Chem Campbell,WAL,"FW,MF",19,2002,5,74,15,2.2,0.8,0,,0,5,15,9,0.0,0,2,-2,-2.43,-1.76,0.2,1.0,-0.8,-1.01,-0.42
Connor Ronan,IRL,MF,24,1998,1,1,1,0.0,0.0,0,,0,1,1,10,0.0,0,0,0,0.0,0.71,0.1,0.0,0.1,8.16,8.77
Conor Coady,ENG,"DF,MF",29,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,
Craig Dawson,ENG,DF,32,1990,17,1414,83,41.3,15.7,17,83,14,0,,1,1.41,16,18,-2,-0.13,0.99,14.8,25.2,-10.4,-0.66,-0.1
Daniel Bentley,ENG,GK,29,1993,2,180,90,5.3,2.0,2,90,2,0,,16,0.5,1,3,-2,-1.0,-0.31,1.9,5.1,-3.2,-1.62,-1.07
Daniel Podence,POR,"FW,MF",26,1995,32,1771,55,51.8,19.7,20,74,8,12,24,3,0.81,13,31,-18,-0.91,-0.42,20.7,28.3,-7.6,-0.39,0.46
Dexter Lembikisa,JAM,DF,18,2003,1,23,23,0.7,0.3,0,,0,1,23,1,0.0,0,1,-1,-3.91,-3.22,0.4,0.4,0.0,0.05,0.66
Diego Costa,ESP,FW,33,1988,23,1241,54,36.3,13.8,16,68,1,7,22,2,1.26,15,17,-2,-0.15,0.89,11.8,21.1,-9.3,-0.67,-0.11
Gonçalo Guedes,POR,"FW,MF",25,1996,13,707,54,20.7,7.9,8,71,1,5,27,4,0.77,4,12,-8,-1.02,-0.39,5.7,11.7,-6.0,-0.76,-0.2
Harvey Griffiths,ENG,MF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Hugo Bueno,ESP,DF,19,2002,21,1310,62,38.3,14.6,16,75,7,5,21,9,1.05,12,29,-17,-1.17,-0.74,13.3,23.0,-9.7,-0.67,-0.1
Hwang Hee-chan,KOR,"FW,MF",26,1996,27,1130,42,33.0,12.6,12,66,1,15,23,2,1.15,12,18,-6,-0.48,0.35,11.9,17.6,-5.7,-0.45,0.23
Jonny Castro,ESP,DF,28,1994,18,1261,70,36.9,14.0,14,84,9,4,22,8,1.0,8,20,-12,-0.86,-0.23,16.0,17.2,-1.1,-0.08,0.83
Joseph Hodge,IRL,MF,19,2002,6,175,29,5.1,1.9,1,58,0,5,23,11,1.17,1,5,-4,-2.06,-1.42,2.1,4.2,-2.1,-1.06,-0.48
José Sá,POR,GK,29,1993,36,3240,90,94.7,36.0,36,90,36,0,,2,1.11,30,55,-25,-0.69,0.31,34.9,54.7,-19.8,-0.55,1.07
