General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adama Traoré,ESP,"FW,MF",26,1996,16.6,494,491,1,0,3,0,81,1,0,0,0,0,325,2,27
Boubacar Traoré,MLI,MF,20,2001,4.6,149,146,0,0,0,0,1,0,0,0,0,0,118,3,2
Chem Campbell,WAL,"FW,MF",19,2002,0.8,32,31,1,0,0,0,4,0,1,1,0,0,23,0,1
Connor Ronan,IRL,MF,24,1998,0.0,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0
Craig Dawson,ENG,DF,32,1990,15.7,926,897,27,22,0,4,0,5,0,0,0,0,780,2,3
Daniel Bentley,ENG,GK,29,1993,2.0,80,52,28,5,0,0,0,0,0,0,0,0,61,0,0
Daniel Podence,POR,"FW,MF",26,1995,19.7,663,609,51,8,9,7,56,11,26,9,8,0,445,3,19
Dexter Lembikisa,JAM,DF,18,2003,0.3,13,12,1,0,0,0,1,1,0,0,0,0,10,0,2
Diego Costa,ESP,FW,33,1988,13.8,221,204,17,1,1,0,6,0,1,0,0,0,158,0,13
Gonçalo Guedes,POR,"FW,MF",25,1996,7.9,201,182,19,2,0,4,27,2,14,3,8,2,138,0,8
Hugo Bueno,ESP,DF,19,2002,14.6,679,536,140,9,0,0,60,113,18,2,16,0,547,3,21
Hwang Hee-chan,KOR,"FW,MF",26,1996,12.6,280,266,13,1,2,1,10,5,0,0,0,0,214,1,9
Jonny Castro,ESP,DF,28,1994,14.0,832,698,132,12,3,1,18,120,0,0,0,0,701,2,23
Joseph Hodge,IRL,MF,19,2002,1.9,100,96,2,0,0,0,1,2,0,0,0,0,80,2,4
José Sá,POR,GK,29,1993,36.0,1200,854,341,81,0,3,0,0,0,0,0,0,837,5,1
João Gomes,BRA,MF,21,2001,7.3,322,307,14,11,0,3,8,1,1,0,0,0,250,1,9
João Moutinho,POR,MF,35,1986,19.8,1057,936,116,55,7,6,59,3,34,10,15,0,850,5,20
Leander Dendoncker,BEL,MF,27,1995,2.4,99,96,3,3,0,2,1,0,0,0,0,0,86,0,5
Mario Lemina,GAB,MF,28,1993,14.4,651,645,5,5,1,4,3,0,0,0,0,0,566,1,9
Matheus Cunha,BRA,FW,23,1999,10.7,234,214,19,1,1,0,8,3,0,0,0,0,171,1,7
Matheus Nunes,POR,MF,23,1998,27.4,1028,994,31,14,6,33,43,8,9,3,4,0,818,3,23
Max Kilman,ENG,DF,25,1997,36.7,2107,2069,29,28,0,31,5,1,0,0,0,0,1748,9,20
Morgan Gibbs-White,ENG,"FW,MF",22,2000,2.0,95,88,7,2,0,1,8,1,4,0,3,0,75,0,2
Nathan Collins,IRL,DF,21,2001,20.2,1138,1112,23,17,0,9,0,6,0,0,0,0,1001,3,5
Nélson Semedo,POR,DF,28,1993,29.2,1499,1263,233,6,4,1,60,227,0,0,0,0,1211,3,34
Pablo Sarabia,ESP,"FW,MF",30,1992,8.5,365,324,39,8,2,3,46,3,28,18,5,0,252,2,15
Pedro Neto,POR,"FW,MF",22,2000,10.7,384,342,42,11,2,3,66,6,25,11,9,0,284,0,14
Rayan Aït-Nouri,ALG,DF,21,2001,12.0,578,487,89,5,0,2,21,81,3,1,2,0,470,2,18
Raúl Jiménez,MEX,FW,31,1991,9.4,198,173,25,0,1,2,5,4,0,0,0,0,140,0,5
Rúben Neves,POR,MF,25,1997,33.5,2106,1945,153,115,7,24,53,11,21,3,16,0,1730,8,30
Sasa Kalajdzic,AUT,FW,25,1997,0.5,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
Toti Gomes,POR,DF,23,1999,10.9,555,499,55,7,0,5,9,48,0,0,0,0,460,1,5
