General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Adama Traoré,ESP,"FW,MF",26,1996,16.6,14,7,7,4,3,4,9,44.4,5,8,1,7,3,17,17,0
Boubacar Traoré,MLI,MF,20,2001,4.6,12,5,4,5,3,3,7,42.9,4,4,2,2,7,19,1,0
Chem Campbell,WAL,"FW,MF",19,2002,0.8,2,1,1,1,0,0,1,0.0,1,2,0,2,1,3,0,0
Connor Ronan,IRL,MF,24,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Craig Dawson,ENG,DF,32,1990,15.7,9,6,6,3,0,4,7,57.1,3,31,23,8,12,21,74,2
Daniel Bentley,ENG,GK,29,1993,2.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,1
Daniel Podence,POR,"FW,MF",26,1995,19.7,27,17,13,9,5,6,32,18.8,26,19,0,19,7,34,6,0
Dexter Lembikisa,JAM,DF,18,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Diego Costa,ESP,FW,33,1988,13.8,3,1,3,0,0,2,9,22.2,7,6,1,5,2,5,17,0
Gonçalo Guedes,POR,"FW,MF",25,1996,7.9,8,6,4,3,1,5,8,62.5,3,4,0,4,1,9,2,0
Hugo Bueno,ESP,DF,19,2002,14.6,33,16,23,6,4,17,33,51.5,16,14,1,13,10,43,36,0
Hwang Hee-chan,KOR,"FW,MF",26,1996,12.6,20,9,7,8,5,6,20,30.0,14,18,2,16,5,25,5,0
Jonny Castro,ESP,DF,28,1994,14.0,33,15,22,10,1,17,38,44.7,21,26,5,21,14,47,28,2
Joseph Hodge,IRL,MF,19,2002,1.9,5,2,1,3,1,3,4,75.0,1,5,0,5,0,5,2,1
José Sá,POR,GK,29,1993,36.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,6
João Gomes,BRA,MF,21,2001,7.3,29,13,14,14,1,13,23,56.5,10,12,3,9,4,33,11,0
João Moutinho,POR,MF,35,1986,19.8,51,30,24,21,6,19,46,41.3,27,22,6,16,18,69,20,0
Leander Dendoncker,BEL,MF,27,1995,2.4,4,2,0,3,1,2,3,66.7,1,2,0,2,9,13,4,0
Mario Lemina,GAB,MF,28,1993,14.4,38,24,22,13,3,20,38,52.6,18,26,8,18,14,52,24,1
Matheus Cunha,BRA,FW,23,1999,10.7,7,4,0,5,2,2,10,20.0,8,15,3,12,9,16,11,0
Matheus Nunes,POR,MF,23,1998,27.4,67,43,36,22,9,28,61,45.9,33,35,4,31,16,83,35,2
Max Kilman,ENG,DF,25,1997,36.7,36,20,26,9,1,16,30,53.3,14,70,42,28,19,55,164,1
Morgan Gibbs-White,ENG,"FW,MF",22,2000,2.0,3,1,3,0,0,2,4,50.0,2,2,0,2,1,4,3,0
Nathan Collins,IRL,DF,21,2001,20.2,27,15,19,8,0,15,24,62.5,9,35,28,7,21,48,84,0
Nélson Semedo,POR,DF,28,1993,29.2,71,42,48,19,4,33,64,51.6,31,42,15,27,29,100,83,2
Pablo Sarabia,ESP,"FW,MF",30,1992,8.5,12,6,4,5,3,6,15,40.0,9,7,0,7,2,14,4,0
Pedro Neto,POR,"FW,MF",22,2000,10.7,11,6,4,2,5,7,17,41.2,10,5,1,4,4,15,4,0
Rayan Aït-Nouri,ALG,DF,21,2001,12.0,33,20,25,7,1,9,16,56.3,7,3,0,3,9,42,28,0
Raúl Jiménez,MEX,FW,31,1991,9.4,9,6,3,5,1,3,6,50.0,3,9,0,9,0,9,8,0
Rúben Neves,POR,MF,25,1997,33.5,79,43,31,33,15,32,76,42.1,44,59,22,37,50,129,85,1
Sasa Kalajdzic,AUT,FW,25,1997,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Toti Gomes,POR,DF,23,1999,10.9,15,9,11,4,0,9,13,69.2,4,16,8,8,11,26,51,0
