General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adama Traoré,ESP,"FW,MF",26,1996,16.6,715,18,102,253,379,56,715,111,56,50.5,34,30.6,462,4043,2113,85,41,25,59,27,556,157
Boubacar Traoré,MLI,MF,20,2001,4.6,185,6,51,110,26,2,185,9,4,44.4,4,44.4,90,529,267,4,3,0,3,3,104,2
Chem Campbell,WAL,"FW,MF",19,2002,0.8,47,1,6,19,23,5,47,5,3,60.0,2,40.0,39,303,70,2,6,1,3,5,36,10
Connor Ronan,IRL,MF,24,1998,0.0,4,0,0,3,1,0,4,1,1,100.0,0,0.0,1,4,2,0,0,0,0,0,3,1
Craig Dawson,ENG,DF,32,1990,15.7,1084,182,619,437,32,15,1084,4,3,75.0,0,0.0,628,2615,1323,5,3,0,5,2,748,1
Daniel Bentley,ENG,GK,29,1993,2.0,87,83,87,0,0,0,87,0,0,,0,,29,193,133,0,0,0,0,0,34,0
Daniel Podence,POR,"FW,MF",26,1995,19.7,889,11,120,328,456,70,889,61,24,39.3,34,55.7,528,2670,1229,43,28,20,49,30,622,148
Dexter Lembikisa,JAM,DF,18,2003,0.3,13,0,3,7,3,0,13,0,0,,0,,7,29,21,2,0,0,0,0,8,3
Diego Costa,ESP,FW,33,1988,13.8,335,19,37,140,161,59,335,10,5,50.0,5,50.0,180,1019,342,19,9,11,23,26,245,60
Gonçalo Guedes,POR,"FW,MF",25,1996,7.9,280,3,28,105,153,30,280,15,5,33.3,7,46.7,174,1303,644,20,12,7,17,7,199,54
Hugo Bueno,ESP,DF,19,2002,14.6,835,53,318,275,249,14,835,34,14,41.2,14,41.2,396,2714,1422,52,29,4,16,11,446,64
Hwang Hee-chan,KOR,"FW,MF",26,1996,12.6,425,13,66,178,188,38,425,32,13,40.6,13,40.6,222,1520,702,25,11,7,25,20,267,60
Jonny Castro,ESP,DF,28,1994,14.0,1003,53,342,444,227,13,1003,32,14,43.8,15,46.9,499,2623,1495,24,18,4,16,13,600,46
Joseph Hodge,IRL,MF,19,2002,1.9,118,5,26,56,36,4,118,0,0,,0,,56,174,89,1,2,0,1,2,77,5
José Sá,POR,GK,29,1993,36.0,1277,1153,1271,7,0,0,1277,2,2,100.0,0,0.0,731,4563,2991,0,0,0,4,0,585,0
João Gomes,BRA,MF,21,2001,7.3,409,19,118,212,80,5,409,19,8,42.1,7,36.8,185,922,416,7,6,1,7,5,223,8
João Moutinho,POR,MF,35,1986,19.8,1218,42,243,658,325,15,1218,15,8,53.3,7,46.7,615,2554,1350,23,23,0,14,7,769,32
Leander Dendoncker,BEL,MF,27,1995,2.4,128,6,33,75,21,5,128,2,1,50.0,1,50.0,60,205,77,1,0,0,2,2,77,3
Mario Lemina,GAB,MF,28,1993,14.4,794,67,292,430,81,4,794,18,11,61.1,3,16.7,414,1924,949,6,6,0,13,8,521,9
Matheus Cunha,BRA,FW,23,1999,10.7,372,14,66,170,147,45,372,39,26,66.7,8,20.5,195,1119,459,16,6,7,31,13,224,43
Matheus Nunes,POR,MF,23,1998,27.4,1354,64,325,656,397,52,1354,85,44,51.8,28,32.9,851,5513,2640,59,54,10,41,39,943,129
Max Kilman,ENG,DF,25,1997,36.7,2470,432,1460,952,75,26,2470,25,19,76.0,6,24.0,1443,7679,4615,30,15,2,15,9,1699,5
Morgan Gibbs-White,ENG,"FW,MF",22,2000,2.0,119,1,18,53,49,4,119,8,2,25.0,5,62.5,62,257,137,4,3,1,3,1,82,12
Nathan Collins,IRL,DF,21,2001,20.2,1339,208,801,500,45,13,1339,8,7,87.5,0,0.0,724,3470,1799,11,9,2,9,8,922,5
Nélson Semedo,POR,DF,28,1993,29.2,1858,139,589,837,451,29,1858,73,33,45.2,33,45.2,998,5308,2691,50,42,5,42,19,1087,147
Pablo Sarabia,ESP,"FW,MF",30,1992,8.5,450,9,68,189,199,22,450,12,2,16.7,9,75.0,267,1195,522,17,15,4,9,14,312,54
Pedro Neto,POR,"FW,MF",22,2000,10.7,517,6,61,166,298,46,517,54,18,33.3,30,55.6,325,2373,1181,37,24,18,29,13,363,111
Rayan Aït-Nouri,ALG,DF,21,2001,12.0,740,40,240,279,233,28,740,50,28,56.0,18,36.0,395,2260,1244,30,13,10,28,12,454,76
Raúl Jiménez,MEX,FW,31,1991,9.4,293,11,28,139,127,44,293,10,5,50.0,4,40.0,146,626,241,5,3,2,23,14,219,45
Rúben Neves,POR,MF,25,1997,33.5,2486,177,811,1307,394,25,2483,32,20,62.5,9,28.1,1318,6007,2980,28,29,1,22,13,1621,18
Sasa Kalajdzic,AUT,FW,25,1997,0.5,7,0,2,1,4,2,7,0,0,,0,,2,6,3,0,0,0,1,0,5,1
Toti Gomes,POR,DF,23,1999,10.9,688,86,313,278,100,15,688,16,9,56.3,6,37.5,332,1521,924,4,11,0,6,3,402,23
