General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Agustín Marchesín,ARG,GK,34,1988,19.0,635,447,184,53,0,1,0,0,0,0,0,0,449,4,0
Augusto Solari,ARG,MF,30,1992,2.9,125,122,1,0,0,0,3,1,0,0,0,0,94,2,4
Carles Pérez,ESP,"MF,FW",24,1998,23.8,689,679,8,1,4,6,36,4,2,2,0,0,564,2,12
Carlos Dominguez,ESP,DF,21,2001,1.2,34,34,0,0,0,0,0,0,0,0,0,0,28,0,1
Fernando Medrano,ESP,DF,22,2000,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Fran Beltrán,ESP,MF,23,1999,31.7,1816,1667,147,88,0,12,51,8,38,18,14,1,1604,2,19
Franco Cervi,ARG,"MF,DF",28,1994,21.0,874,771,99,12,1,1,113,43,44,9,27,0,620,4,30
Gabriel Veiga,ESP,MF,20,2002,25.5,742,705,31,11,6,3,27,7,2,1,1,0,552,6,17
Gonçalo Paciência,POR,"FW,MF",27,1994,7.4,168,164,3,0,1,7,6,1,0,0,0,0,98,1,8
Haris Seferović,SUI,FW,30,1992,9.9,218,196,21,0,4,1,21,1,0,0,0,0,134,1,8
Hugo Mallo,ESP,DF,31,1991,24.0,1427,1187,234,34,1,10,67,200,0,0,0,0,1094,6,29
Hugo Sotelo,ESP,MF,18,2003,0.2,23,23,0,0,0,0,0,0,0,0,0,0,20,0,0
Iago Aspas,ESP,FW,34,1987,31.9,1227,1146,75,23,15,15,45,11,23,8,6,0,936,6,33
Iván Villar,ESP,GK,25,1997,19.0,599,376,216,59,0,2,0,0,0,0,0,0,414,7,0
Javi Galán,ESP,DF,27,1994,35.1,2039,1600,427,56,2,19,162,344,27,15,7,0,1577,12,47
Joseph Aidoo,GHA,DF,26,1995,34.7,1766,1710,51,42,0,5,2,8,0,0,0,0,1525,5,13
Jørgen Strand Larsen,NOR,FW,22,2000,18.9,339,310,27,3,0,4,4,0,0,0,0,0,232,2,3
Kevin Vázquez,ESP,"DF,MF",29,1993,4.9,234,195,39,3,0,0,7,36,0,0,0,0,173,0,10
Luca de la Torre,USA,MF,24,1998,16.5,613,600,5,4,2,2,21,1,0,0,0,0,510,8,19
Miguel Rodríguez,ESP,"MF,FW",19,2003,2.8,91,90,1,1,0,0,13,0,0,0,0,0,60,0,5
Pablo Durán,ESP,"MF,DF",21,2001,0.4,21,21,0,0,0,0,1,0,0,0,0,0,14,0,0
Renato Tapia,PER,"MF,DF",27,1995,16.1,811,765,43,37,0,20,11,4,1,1,0,0,687,3,4
Unai Núñez,ESP,DF,25,1997,35.0,2023,1967,53,49,0,34,3,4,0,0,0,0,1744,3,11
Williot Swedberg,SWE,MF,18,2004,0.6,17,16,1,1,0,0,0,0,0,0,0,0,14,0,0
Óscar Mingueza,ESP,DF,23,1999,14.3,908,751,154,26,3,3,29,128,0,0,0,0,721,3,15
Óscar Rodríguez Arnaiz,ESP,MF,24,1998,19.7,1057,950,103,54,5,16,83,1,47,11,33,0,833,4,12
