General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Ashley Young,ENG,DF,37,1985,22.6,50,27,34,15,1,37,50,74.0,13,25,11,14,21,71,65,0
Bertrand Traoré,BFA,"FW,MF",26,1995,2.6,1,1,1,0,0,1,4,25.0,3,5,0,5,2,3,0,0
Boubacar Kamara,FRA,MF,22,1999,19.7,58,25,25,23,10,27,56,48.2,29,38,12,26,19,77,24,3
Calum Chambers,ENG,"DF,MF",27,1995,3.9,9,6,7,2,0,6,8,75.0,2,5,4,1,7,16,10,1
Cameron Archer,ENG,"FW,MF",21,2001,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Danny Ings,ENG,FW,30,1992,9.2,10,5,1,6,3,1,6,16.7,5,12,1,11,1,11,11,0
Diego Carlos,BRA,DF,29,1993,2.3,1,0,0,1,0,0,1,0.0,1,2,2,0,1,2,2,0
Douglas Luiz,BRA,MF,24,1998,32.5,72,42,31,32,9,29,63,46.0,34,36,7,29,40,112,27,2
Emi Buendía,ARG,"MF,FW",25,1996,26.8,52,23,20,20,12,21,74,28.4,53,20,2,18,20,72,17,0
Emiliano Martínez,ARG,GK,29,1992,34.9,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,23,1
Ezri Konsa,ENG,DF,24,1997,36.9,42,20,25,15,2,18,26,69.2,8,41,23,18,26,68,120,3
Jacob Ramsey,ENG,"MF,FW",21,2001,29.3,69,39,23,35,11,32,69,46.4,37,48,8,40,23,92,34,0
Jan Bednarek,POL,DF,26,1996,1.1,3,3,0,3,0,1,1,100.0,0,3,1,2,2,5,5,0
Jhon Durán,COL,"FW,MF",18,2003,1.5,2,2,0,1,1,1,4,25.0,3,0,0,0,2,4,2,0
John McGinn,SCO,"MF,FW",27,1994,29.9,66,36,27,29,10,34,71,47.9,37,43,4,39,24,90,19,0
Leander Dendoncker,BEL,MF,27,1995,7.7,19,9,11,6,2,11,22,50.0,11,19,4,15,10,29,12,0
Leon Bailey,JAM,"FW,MF",24,1997,21.9,14,6,6,7,1,5,20,25.0,15,13,0,13,6,20,12,0
Lucas Digne,FRA,DF,29,1993,16.7,30,12,20,9,1,20,33,60.6,13,18,5,13,18,48,45,0
Ludwig Augustinsson,SWE,DF,28,1994,0.9,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Matty Cash,POL,DF,24,1997,20.2,55,32,36,15,4,26,37,70.3,11,20,5,15,26,81,43,0
Morgan Sanson,FRA,MF,27,1994,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
Ollie Watkins,ENG,FW,26,1995,34.7,19,13,3,13,3,10,27,37.0,17,21,4,17,10,29,39,0
Philippe Coutinho,BRA,"MF,FW",30,1992,8.8,19,14,8,8,3,9,15,60.0,6,11,1,10,4,23,2,0
Robin Olsen,SWE,GK,32,1990,3.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
Tyrone Mings,ENG,DF,29,1993,35.0,15,7,10,5,0,9,20,45.0,11,40,21,19,54,69,163,2
Álex Moreno,ESP,DF,29,1993,14.8,23,14,15,5,3,13,36,36.1,23,18,3,15,7,30,37,2
