General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Ashley Young,ENG,DF,37,1985,22.6,1,15,3,20.0,0.66,0.13,0.07,0.33,25.1,0,0,0,0.5,0.5,0.03,0.5,0.5
Bertrand Traoré,BFA,"FW,MF",26,1995,2.6,2,9,3,33.3,3.48,1.16,0.22,0.67,16.4,0,0,0,0.7,0.7,0.08,1.3,1.3
Boubacar Kamara,FRA,MF,22,1999,19.7,0,4,1,25.0,0.2,0.05,0.0,0.0,29.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Calum Chambers,ENG,"DF,MF",27,1995,3.9,0,2,0,0.0,0.51,0.0,0.0,,21.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Cameron Archer,ENG,"FW,MF",21,2001,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Danny Ings,ENG,FW,30,1992,9.2,6,25,12,48.0,2.73,1.31,0.16,0.33,15.5,0,2,2,5.3,3.8,0.15,0.7,0.2
Diego Carlos,BRA,DF,29,1993,2.3,0,4,0,0.0,1.76,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Douglas Luiz,BRA,MF,24,1998,32.5,6,34,12,35.3,1.05,0.37,0.18,0.5,25.0,7,0,0,2.8,2.8,0.08,3.2,3.2
Emi Buendía,ARG,"MF,FW",25,1996,26.8,5,49,11,22.4,1.83,0.41,0.1,0.45,15.9,2,0,0,6.3,6.3,0.13,-1.3,-1.3
Emiliano Martínez,ARG,GK,29,1992,34.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ezri Konsa,ENG,DF,24,1997,36.9,0,8,0,0.0,0.22,0.0,0.0,,8.0,0,0,0,1.1,1.1,0.13,-1.1,-1.1
Jacob Ramsey,ENG,"MF,FW",21,2001,29.3,6,33,13,39.4,1.13,0.44,0.18,0.46,15.9,0,0,0,5.0,5.0,0.15,1.0,1.0
Jan Bednarek,POL,DF,26,1996,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jhon Durán,COL,"FW,MF",18,2003,1.5,0,7,2,28.6,4.63,1.32,0.0,0.0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6
John McGinn,SCO,"MF,FW",27,1994,29.9,1,42,11,26.2,1.4,0.37,0.02,0.09,23.6,0,0,0,2.4,2.4,0.06,-1.4,-1.4
Leander Dendoncker,BEL,MF,27,1995,7.7,0,2,0,0.0,0.26,0.0,0.0,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Leon Bailey,JAM,"FW,MF",24,1997,21.9,4,51,14,27.5,2.33,0.64,0.08,0.29,18.1,3,0,0,5.3,5.3,0.1,-1.3,-1.3
Lucas Digne,FRA,DF,29,1993,16.7,1,8,3,37.5,0.48,0.18,0.13,0.33,20.5,4,0,0,0.4,0.4,0.05,0.6,0.6
Ludwig Augustinsson,SWE,DF,28,1994,0.9,0,2,1,50.0,2.34,1.17,0.0,0.0,12.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Matty Cash,POL,DF,24,1997,20.2,0,7,1,14.3,0.35,0.05,0.0,0.0,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Morgan Sanson,FRA,MF,27,1994,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ollie Watkins,ENG,FW,26,1995,34.7,15,84,45,53.6,2.42,1.3,0.17,0.31,12.6,0,1,2,16.5,14.9,0.18,-1.5,-0.9
Philippe Coutinho,BRA,"MF,FW",30,1992,8.8,1,21,8,38.1,2.4,0.91,0.05,0.13,21.6,2,0,0,1.4,1.4,0.07,-0.4,-0.4
Robin Olsen,SWE,GK,32,1990,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tyrone Mings,ENG,DF,29,1993,35.0,1,7,2,28.6,0.2,0.06,0.14,0.5,12.1,0,0,0,1.2,1.2,0.17,-0.2,-0.2
Álex Moreno,ESP,DF,29,1993,14.8,0,13,3,23.1,0.88,0.2,0.0,0.0,18.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
