General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Ashley Young,ENG,DF,37,1985,29,2036,70,59.5,22.6,23,82,15,6,25,9,1.69,27,28,-1,-0.04,-0.43,25.9,32.0,-6.1,-0.27,-0.52
Bertrand Traoré,BFA,"FW,MF",26,1995,8,233,29,6.8,2.6,1,45,0,7,27,8,1.75,6,1,5,1.93,1.93,5.8,1.8,4.0,1.55,1.72
Boubacar Kamara,FRA,MF,22,1999,24,1777,74,52.0,19.7,21,83,14,3,14,0,1.63,28,30,-2,-0.1,-0.48,24.2,33.1,-8.9,-0.45,-0.81
Calum Chambers,ENG,"DF,MF",27,1995,14,353,25,10.3,3.9,2,90,2,12,14,22,2.07,4,4,0,0.0,-0.15,3.5,5.6,-2.1,-0.53,-0.53
Cameron Archer,ENG,"FW,MF",21,2001,6,49,8,1.4,0.5,0,,0,6,8,8,1.17,0,1,-1,-1.84,-2.0,0.2,0.4,-0.1,-0.25,-0.19
Danny Ings,ENG,FW,30,1992,18,824,46,24.1,9.2,8,80,3,10,19,1,1.33,9,13,-4,-0.44,-0.75,13.6,12.6,1.0,0.11,0.22
Diego Carlos,BRA,DF,29,1993,3,205,68,6.0,2.3,2,90,1,1,26,11,1.0,2,3,-1,-0.44,-0.61,3.6,1.9,1.7,0.74,0.85
Douglas Luiz,BRA,MF,24,1998,37,2927,79,85.6,32.5,33,86,23,4,23,1,1.57,46,33,13,0.4,1.86,43.3,41.5,1.7,0.05,0.78
Emi Buendía,ARG,"MF,FW",25,1996,38,2412,63,70.5,26.8,27,79,8,11,26,0,1.61,40,34,6,0.22,0.31,36.9,37.2,-0.3,-0.01,0.16
Emiliano Martínez,ARG,GK,29,1992,36,3139,87,91.8,34.9,36,87,34,0,,1,1.61,47,38,9,0.26,1.54,46.5,43.9,2.7,0.08,1.64
Ezri Konsa,ENG,DF,24,1997,38,3322,87,97.1,36.9,37,90,36,1,1,0,1.61,49,45,4,0.11,-0.81,47.8,51.1,-3.4,-0.09,-1.15
Filip Marshall,ENG,GK,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jacob Ramsey,ENG,"MF,FW",21,2001,35,2636,75,77.1,29.3,31,82,16,4,26,0,1.63,40,33,7,0.24,0.47,38.9,40.7,-1.9,-0.06,-0.02
James Wright,ENG,GK,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jan Bednarek,POL,DF,26,1996,3,100,33,2.9,1.1,1,45,0,2,28,10,1.33,0,1,-1,-0.9,-1.06,2.5,1.1,1.3,1.19,1.28
Jhon Durán,COL,"FW,MF",18,2003,12,136,11,4.0,1.5,0,,0,12,11,5,1.42,3,4,-1,-0.66,-0.83,1.7,3.8,-2.2,-1.45,-1.45
John McGinn,SCO,"MF,FW",27,1994,34,2693,79,78.7,29.9,30,86,22,4,26,1,1.59,36,31,5,0.17,0.17,39.4,38.0,1.4,0.05,0.5
Kadan Young,ENG,MF,16,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,
Lamare Bogarde,NED,"DF,MF",18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Leander Dendoncker,BEL,MF,27,1995,20,697,35,20.4,7.7,7,75,2,13,13,7,1.55,13,11,2,0.26,0.16,10.7,11.0,-0.4,-0.05,0.02
Leon Bailey,JAM,"FW,MF",24,1997,33,1967,60,57.5,21.9,26,70,4,7,21,0,1.61,27,32,-5,-0.23,-0.85,30.7,35.5,-4.8,-0.22,-0.38
Lucas Digne,FRA,DF,29,1993,28,1502,54,43.9,16.7,18,75,10,10,15,4,1.46,22,25,-3,-0.18,-0.56,19.9,25.7,-5.8,-0.35,-0.52
Ludwig Augustinsson,SWE,DF,28,1994,3,77,26,2.3,0.9,1,44,0,2,17,9,1.67,1,0,1,1.17,1.06,2.5,0.8,1.6,1.92,2.02
Marvelous Nakamba,ZIM,MF,28,1994,0,,,,,0,,0,0,,9,,,,,,,,,,,
Matty Cash,POL,DF,24,1997,26,1820,70,53.2,20.2,20,85,15,6,21,1,1.46,28,29,-1,-0.05,-0.39,28.7,27.4,1.3,0.06,0.26
Morgan Sanson,FRA,MF,27,1994,2,11,6,0.3,0.1,0,,0,2,6,11,3.0,0,1,-1,-8.18,-8.34,0.0,0.4,-0.4,-3.44,-3.39
Oliwier Zych,POL,GK,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ollie Watkins,ENG,FW,26,1995,37,3127,85,91.4,34.7,36,86,26,1,25,0,1.57,47,40,7,0.2,0.82,44.8,47.1,-2.3,-0.06,-0.07
Philippe Coutinho,BRA,"MF,FW",30,1992,20,788,39,23.0,8.8,7,72,1,13,22,2,1.1,9,9,0,0.0,-0.17,9.3,8.3,0.9,0.11,0.21
Robin Olsen,SWE,GK,32,1990,4,281,70,8.2,3.1,2,90,2,2,51,30,1.0,4,8,-4,-1.28,-1.54,3.7,8.6,-4.9,-1.56,-1.64
Seb Revan,ENG,DF,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
Sil Swinkels,NED,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Tim Iroegbunam,ENG,MF,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Tommi O'Reilly,ENG,MF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Travis Patterson,ENG,MF,16,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Tyrone Mings,ENG,DF,29,1993,35,3150,90,92.1,35.0,35,90,35,0,,1,1.74,50,40,10,0.29,1.95,48.8,48.0,0.9,0.02,1.05
