General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Ashley Young,ENG,DF,37,1985,22.6,1411,86,502,675,252,10,1411,22,8,36.4,10,45.5,701,3235,1554,29,20,4,18,5,767,33
Bertrand Traoré,BFA,"FW,MF",26,1995,2.6,114,0,8,41,66,13,114,4,1,25.0,3,75.0,81,462,246,9,3,5,8,7,89,28
Boubacar Kamara,FRA,MF,22,1999,19.7,1145,65,362,662,132,10,1145,35,16,45.7,12,34.3,622,2571,1173,16,11,1,20,14,713,8
Calum Chambers,ENG,"DF,MF",27,1995,3.9,245,30,119,96,32,2,245,0,0,,0,,139,794,540,6,4,0,2,1,149,2
Cameron Archer,ENG,"FW,MF",21,2001,0.5,15,0,1,8,7,3,15,1,1,100.0,0,0.0,15,114,72,3,1,1,2,3,13,3
Danny Ings,ENG,FW,30,1992,9.2,267,12,26,106,139,49,265,16,10,62.5,6,37.5,163,718,260,15,6,9,20,17,186,46
Diego Carlos,BRA,DF,29,1993,2.3,156,11,54,94,11,4,156,0,0,,0,,100,348,193,1,3,0,2,0,111,0
Douglas Luiz,BRA,MF,24,1998,32.5,2117,75,534,1161,442,19,2116,44,24,54.5,14,31.8,1142,6289,2913,48,39,4,36,33,1326,35
Emi Buendía,ARG,"MF,FW",25,1996,26.8,1336,38,202,634,516,93,1336,59,27,45.8,26,44.1,829,3957,1970,60,46,19,63,58,955,137
Emiliano Martínez,ARG,GK,29,1992,34.9,1479,1218,1463,17,0,0,1479,0,0,,0,,851,4474,2627,0,0,0,2,0,707,0
Ezri Konsa,ENG,DF,24,1997,36.9,2192,349,1280,850,70,22,2192,15,5,33.3,3,20.0,1375,6226,3596,7,9,0,15,5,1533,11
Jacob Ramsey,ENG,"MF,FW",21,2001,29.3,1245,57,238,609,422,85,1245,77,31,40.3,31,40.3,752,5322,2656,94,62,21,62,37,819,119
Jan Bednarek,POL,DF,26,1996,1.1,79,9,39,40,1,0,79,0,0,,0,,47,291,177,1,0,0,0,0,53,0
Jhon Durán,COL,"FW,MF",18,2003,1.5,57,3,3,26,29,6,57,2,1,50.0,1,50.0,33,205,123,4,5,1,8,3,41,13
John McGinn,SCO,"MF,FW",27,1994,29.9,1348,37,218,756,388,45,1348,70,45,64.3,14,20.0,804,4072,1799,34,35,8,58,35,888,66
Leander Dendoncker,BEL,MF,27,1995,7.7,365,21,102,219,46,7,365,5,3,60.0,2,40.0,171,852,271,1,6,1,8,3,207,2
Leon Bailey,JAM,"FW,MF",24,1997,21.9,813,16,91,283,456,89,813,112,41,36.6,55,49.1,521,4027,1706,85,33,38,48,53,561,182
Lucas Digne,FRA,DF,29,1993,16.7,1096,64,365,396,342,24,1096,18,3,16.7,11,61.1,552,2363,1262,29,14,2,16,12,625,89
Ludwig Augustinsson,SWE,DF,28,1994,0.9,51,3,19,15,17,2,51,1,0,0.0,1,100.0,29,180,27,0,2,0,0,0,21,3
Matty Cash,POL,DF,24,1997,20.2,1215,76,423,545,258,11,1215,33,16,48.5,9,27.3,610,3143,1677,42,33,4,24,7,652,57
Morgan Sanson,FRA,MF,27,1994,0.1,9,1,1,4,4,0,9,0,0,,0,,5,11,9,0,0,0,1,0,5,0
Ollie Watkins,ENG,FW,26,1995,34.7,927,47,86,365,488,164,925,65,18,27.7,36,55.4,475,2519,1164,50,24,32,82,39,684,196
Philippe Coutinho,BRA,"MF,FW",30,1992,8.8,500,2,34,259,213,24,500,34,14,41.2,15,44.1,309,1747,739,18,28,5,23,17,369,68
Robin Olsen,SWE,GK,32,1990,3.1,141,119,139,2,0,0,141,0,0,,0,,80,405,198,0,0,0,1,0,57,0
Tyrone Mings,ENG,DF,29,1993,35.0,2228,384,1276,877,81,21,2228,12,6,50.0,3,25.0,1379,7995,4556,20,21,3,8,7,1486,7
Álex Moreno,ESP,DF,29,1993,14.8,949,60,327,337,293,43,949,57,23,40.4,27,47.4,510,3260,1642,65,29,16,38,15,570,122
