General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Ashley Young,ENG,DF,37,1985,22.6,1188,945,235,57,2,12,42,172,6,2,1,2,897,8,28
Bertrand Traoré,BFA,"FW,MF",26,1995,2.6,75,72,2,0,0,2,5,1,1,1,0,0,59,1,5
Boubacar Kamara,FRA,MF,22,1999,19.7,941,907,34,32,2,10,1,0,0,0,0,0,798,0,20
Calum Chambers,ENG,"DF,MF",27,1995,3.9,207,191,13,4,0,1,4,9,0,0,0,0,157,3,1
Cameron Archer,ENG,"FW,MF",21,2001,0.5,12,11,1,1,0,0,1,0,0,0,0,0,8,0,1
Danny Ings,ENG,FW,30,1992,9.2,162,152,10,0,4,0,4,0,0,0,0,0,114,0,6
Diego Carlos,BRA,DF,29,1993,2.3,142,136,5,4,0,1,1,1,0,0,0,0,112,1,1
Douglas Luiz,BRA,MF,24,1998,32.5,1812,1593,216,120,6,10,106,6,89,53,13,1,1494,3,16
Emi Buendía,ARG,"MF,FW",25,1996,26.8,1020,954,63,7,11,7,18,7,5,2,0,1,787,3,38
Emiliano Martínez,ARG,GK,29,1992,34.9,1388,1043,340,128,1,5,0,0,0,0,0,0,1026,5,1
Ezri Konsa,ENG,DF,24,1997,36.9,1898,1806,88,60,1,6,4,18,0,0,0,0,1681,4,14
Jacob Ramsey,ENG,"MF,FW",21,2001,29.3,889,880,3,2,3,3,18,1,0,0,0,0,728,6,26
Jan Bednarek,POL,DF,26,1996,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1
Jhon Durán,COL,"FW,MF",18,2003,1.5,29,26,3,0,0,0,2,1,0,0,0,0,16,0,1
John McGinn,SCO,"MF,FW",27,1994,29.9,1028,965,56,25,11,10,50,1,25,18,0,0,805,7,20
Leander Dendoncker,BEL,MF,27,1995,7.7,284,278,5,4,0,0,2,1,0,0,0,0,248,1,5
Leon Bailey,JAM,"FW,MF",24,1997,21.9,547,507,40,4,4,5,96,10,18,13,0,0,337,0,31
Lucas Digne,FRA,DF,29,1993,16.7,927,749,177,23,0,4,77,142,12,5,4,0,696,1,23
Ludwig Augustinsson,SWE,DF,28,1994,0.9,43,34,9,1,0,0,5,8,0,0,0,0,26,0,0
Matty Cash,POL,DF,24,1997,20.2,1006,809,194,18,2,6,46,176,0,0,0,0,777,3,24
Morgan Sanson,FRA,MF,27,1994,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
Ollie Watkins,ENG,FW,26,1995,34.7,566,554,9,0,0,2,9,3,0,0,0,0,391,3,13
Philippe Coutinho,BRA,"MF,FW",30,1992,8.8,384,352,30,13,5,1,19,5,6,3,1,0,288,2,7
Robin Olsen,SWE,GK,32,1990,3.1,131,89,40,12,0,1,0,0,0,0,0,0,74,2,1
Tyrone Mings,ENG,DF,29,1993,35.0,1899,1811,85,64,1,15,3,6,0,0,0,0,1617,3,10
Álex Moreno,ESP,DF,29,1993,14.8,745,609,134,18,1,0,48,116,0,0,0,0,581,2,32
