General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Adam Marušić,MNE,DF,29,1992,30.7,8,1,0,22,14,1,17,38,30,0,0,0,175,29,25,53.7
Alessio Romagnoli,ITA,DF,27,1995,32.5,6,0,0,35,19,1,0,38,15,0,0,0,139,78,45,63.4
Ciro Immobile,ITA,FW,32,1990,24.7,3,0,0,21,24,21,5,1,5,3,0,0,52,14,33,29.8
Danilo Cataldi,ITA,MF,27,1994,21.3,5,0,0,12,20,0,44,24,16,0,0,0,159,1,5,16.7
Elseid Hysaj,ALB,DF,28,1994,22.2,3,0,0,19,14,2,16,20,23,0,1,0,132,24,24,50.0
Felipe Anderson,BRA,FW,29,1993,32.9,3,0,0,40,33,7,50,31,50,1,0,0,142,14,21,40.0
Ivan Provedel,ITA,GK,28,1994,37.9,1,0,0,0,5,0,0,0,0,0,0,0,78,3,1,75.0
Luca Pellegrini,ITA,DF,23,1999,2.0,3,0,0,5,1,0,15,7,0,0,0,0,12,3,7,30.0
Luis Alberto,ESP,MF,29,1992,27.1,4,0,0,15,13,2,147,9,29,0,0,0,162,8,13,38.1
Luka Romero,ARG,FW,17,2004,1.7,0,0,0,3,6,0,0,3,0,0,0,0,10,2,1,66.7
Luís Maximiano,POR,GK,23,1999,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Manuel Lazzari,ITA,DF,28,1993,20.9,8,0,0,15,39,0,36,18,21,0,0,1,90,9,14,39.1
Marco Bertini,ITA,MF,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marcos Antônio,BRA,MF,22,2000,6.6,2,0,0,9,15,0,0,11,6,0,0,0,42,0,4,0.0
Mario Gila,ESP,DF,21,2000,1.0,0,0,0,1,1,0,0,3,1,0,0,0,6,0,3,0.0
Matteo Cancellieri,ITA,FW,20,2002,2.8,4,0,0,14,10,5,7,1,4,1,0,0,14,4,3,57.1
Mattia Zaccagni,ITA,FW,27,1995,30.8,9,0,0,53,117,5,62,21,28,0,1,0,132,15,29,34.1
Matías Vecino,URU,MF,30,1991,18.8,6,0,0,27,10,2,1,16,27,0,0,0,107,31,22,58.5
Nicolò Casale,ITA,DF,24,1998,27.1,6,0,0,22,7,0,0,17,20,0,0,0,142,45,27,62.5
Patric,ESP,DF,29,1993,15.7,1,0,0,3,4,0,0,11,11,0,0,0,96,8,22,26.7
Pedro,ESP,FW,35,1987,21.1,1,0,0,26,30,5,34,6,24,1,0,0,89,1,5,16.7
Sergej Milinković-Savić,SRB,MF,27,1995,33.6,10,0,0,45,72,2,29,28,35,0,0,0,168,96,71,57.5
Toma Bašić,CRO,MF,25,1996,5.7,2,0,0,12,17,1,20,7,4,0,0,0,32,14,6,70.0
Ștefan Radu,ROU,FW,35,1986,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
