General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adam Marušić,MNE,DF,29,1992,30.7,0,16,7,43.8,0.52,0.23,0.0,0.0,24.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7
Alessio Romagnoli,ITA,DF,27,1995,32.5,2,13,5,38.5,0.4,0.15,0.15,0.4,11.9,0,0,0,1.4,1.4,0.11,0.6,0.6
Ciro Immobile,ITA,FW,32,1990,24.7,12,72,30,41.7,2.92,1.22,0.11,0.27,15.0,0,4,5,14.2,10.3,0.14,-2.2,-2.3
Danilo Cataldi,ITA,MF,27,1994,21.3,0,7,1,14.3,0.33,0.05,0.0,0.0,28.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Elseid Hysaj,ALB,DF,28,1994,22.2,1,4,2,50.0,0.18,0.09,0.25,0.5,20.8,0,0,0,0.2,0.2,0.04,0.8,0.8
Felipe Anderson,BRA,FW,29,1993,32.9,9,41,23,56.1,1.25,0.7,0.22,0.39,15.1,0,0,0,6.0,6.0,0.15,3.0,3.0
Ivan Provedel,ITA,GK,28,1994,37.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Luca Pellegrini,ITA,DF,23,1999,2.0,0,3,0,0.0,1.5,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Luis Alberto,ESP,MF,29,1992,27.1,6,45,17,37.8,1.66,0.63,0.11,0.29,23.2,4,1,2,4.4,2.7,0.06,1.6,2.3
Luka Romero,ARG,FW,17,2004,1.7,1,5,1,20.0,2.98,0.6,0.2,1.0,15.7,0,0,0,0.9,0.9,0.17,0.1,0.1
Luís Maximiano,POR,GK,23,1999,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Manuel Lazzari,ITA,DF,28,1993,20.9,0,6,2,33.3,0.29,0.1,0.0,0.0,17.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Marco Bertini,ITA,MF,19,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcos Antônio,BRA,MF,22,2000,6.6,1,3,1,33.3,0.45,0.15,0.33,1.0,18.3,0,0,0,1.2,1.2,0.41,-0.2,-0.2
Mario Gila,ESP,DF,21,2000,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Matteo Cancellieri,ITA,FW,20,2002,2.8,0,6,1,16.7,2.11,0.35,0.0,0.0,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Mattia Zaccagni,ITA,FW,27,1995,30.8,10,56,23,41.1,1.82,0.75,0.16,0.39,16.7,1,1,1,6.7,5.9,0.11,3.3,3.1
Matías Vecino,URU,MF,30,1991,18.8,2,26,5,19.2,1.38,0.27,0.08,0.4,18.5,0,0,0,2.5,2.5,0.1,-0.5,-0.5
Nicolò Casale,ITA,DF,24,1998,27.1,1,8,2,25.0,0.3,0.07,0.13,0.5,10.9,0,0,0,0.6,0.6,0.08,0.4,0.4
Patric,ESP,DF,29,1993,15.7,0,2,1,50.0,0.13,0.06,0.0,0.0,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Pedro,ESP,FW,35,1987,21.1,4,42,16,38.1,1.99,0.76,0.1,0.25,19.3,0,0,0,3.4,3.4,0.08,0.6,0.6
Sergej Milinković-Savić,SRB,MF,27,1995,33.6,9,64,19,29.7,1.91,0.57,0.14,0.47,17.3,8,0,0,6.8,6.8,0.11,2.2,2.2
Toma Bašić,CRO,MF,25,1996,5.7,1,11,5,45.5,1.93,0.88,0.09,0.2,19.6,0,0,0,1.8,1.8,0.17,-0.8,-0.8
Ștefan Radu,ROU,FW,35,1986,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
