General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adam Marušić,MNE,DF,29,1992,30.7,2049,100,795,1005,260,17,2049,15,10,66.7,3,20.0,1065,4702,2669,38,39,4,13,13,1334,43
Alessio Romagnoli,ITA,DF,27,1995,32.5,2107,306,1089,988,34,17,2107,1,1,100.0,0,0.0,1087,4470,2054,3,7,2,10,3,1386,3
Ciro Immobile,ITA,FW,32,1990,24.7,868,18,55,370,451,159,863,43,18,41.9,20,46.5,503,2914,1134,40,21,27,63,22,695,174
Danilo Cataldi,ITA,MF,27,1994,21.3,1487,80,370,954,174,0,1487,18,6,33.3,8,44.4,752,2871,1108,8,9,0,7,8,1044,14
Elseid Hysaj,ALB,DF,28,1994,22.2,1589,61,542,825,235,10,1589,21,6,28.6,10,47.6,822,3533,1836,36,27,4,19,13,1019,60
Felipe Anderson,BRA,FW,29,1993,32.9,1832,32,236,830,790,129,1832,105,54,51.4,42,40.0,967,5271,2369,83,62,31,85,44,1367,224
Ivan Provedel,ITA,GK,28,1994,37.9,1405,1206,1397,9,0,0,1405,1,1,100.0,0,0.0,845,4576,2732,0,0,0,1,0,748,0
Luca Pellegrini,ITA,DF,23,1999,2.0,198,3,40,88,71,1,198,8,3,37.5,4,50.0,122,606,273,7,3,0,4,2,130,11
Luis Alberto,ESP,MF,29,1992,27.1,2217,29,269,1285,681,43,2215,41,19,46.3,20,48.8,1244,5632,3214,73,76,10,33,31,1632,94
Luka Romero,ARG,FW,17,2004,1.7,112,2,14,50,48,7,112,10,2,20.0,7,70.0,84,496,159,4,3,2,5,4,91,21
Luís Maximiano,POR,GK,23,1999,0.1,4,4,4,0,0,0,4,0,0,,0,,3,4,0,0,0,0,0,0,3,0
Manuel Lazzari,ITA,DF,28,1993,20.9,1380,52,433,657,310,27,1380,41,18,43.9,18,43.9,789,5925,3933,98,62,15,25,3,921,74
Marco Bertini,ITA,MF,19,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Marcos Antônio,BRA,MF,22,2000,6.6,493,29,117,331,49,1,493,5,4,80.0,0,0.0,296,1197,339,1,9,1,6,4,370,8
Mario Gila,ESP,DF,21,2000,1.0,71,6,36,33,2,0,71,0,0,,0,,42,247,99,1,1,0,1,1,46,2
Matteo Cancellieri,ITA,FW,20,2002,2.8,134,2,20,50,66,16,134,9,3,33.3,4,44.4,88,630,346,15,8,9,13,3,97,33
Mattia Zaccagni,ITA,FW,27,1995,30.8,1402,16,162,628,636,120,1401,126,60,47.6,35,27.8,976,6797,3560,118,62,42,49,35,1136,282
Matías Vecino,URU,MF,30,1991,18.8,1165,65,278,712,184,25,1165,6,3,50.0,3,50.0,564,2330,1088,22,10,3,18,3,817,17
Nicolò Casale,ITA,DF,24,1998,27.1,1803,215,871,917,27,14,1803,3,1,33.3,2,66.7,1102,6813,3784,11,3,0,5,1,1246,3
Patric,ESP,DF,29,1993,15.7,1181,214,709,469,8,0,1181,3,2,66.7,1,33.3,648,3007,1314,0,0,0,4,0,813,3
Pedro,ESP,FW,35,1987,21.1,1171,11,145,588,450,79,1171,68,32,47.1,27,39.7,749,4207,1952,64,42,20,48,28,933,144
Sergej Milinković-Savić,SRB,MF,27,1995,33.6,2411,73,442,1341,652,87,2411,80,39,48.8,31,38.8,1406,5856,2161,47,32,11,106,66,1926,129
Toma Bašić,CRO,MF,25,1996,5.7,367,12,75,179,115,17,367,8,3,37.5,4,50.0,222,1064,477,14,8,1,13,6,250,29
Ștefan Radu,ROU,FW,35,1986,0.0,7,0,1,6,0,0,7,0,0,,0,,3,12,9,0,0,0,0,0,5,0
