General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adam Marušić,MNE,DF,29,1992,33,2760,84,80.7,30.7,31,86,23,2,40,1,1.91,47,25,22,0.72,-0.37,39.6,33.8,5.8,0.19,-0.35
Alessio Romagnoli,ITA,DF,27,1995,34,2922,86,85.4,32.5,33,88,30,1,34,2,1.82,49,28,21,0.65,-0.98,40.3,36.1,4.2,0.13,-0.88
Ciro Immobile,ITA,FW,32,1990,31,2219,72,64.9,24.7,27,79,17,4,22,2,1.97,42,19,23,0.93,0.41,32.9,28.6,4.2,0.17,-0.25
Danilo Cataldi,ITA,MF,27,1994,29,1921,66,56.2,21.3,26,72,4,3,18,2,1.97,37,15,22,1.03,0.55,30.1,22.4,7.7,0.36,0.23
Diego González,PAR,FW,19,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
Dimitrije Kamenović,SRB,DF,22,2000,0,,,,,0,,0,0,,13,,,,,,,,,,,
Djavan Anderson,NED,"DF,MF",27,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
Elseid Hysaj,ALB,DF,28,1994,34,1998,59,58.4,22.2,22,82,14,12,16,3,2.09,38,17,21,0.95,0.38,31.4,22.9,8.5,0.38,0.3
Fabio Ruggeri,ITA,DF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Federico Magro,ITA,GK,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Felipe Anderson,BRA,FW,29,1993,38,2958,78,86.5,32.9,35,82,23,3,28,0,1.95,48,24,24,0.73,-0.44,44.1,35.7,8.3,0.25,-0.03
Ivan Provedel,ITA,GK,28,1994,38,3413,90,99.8,37.9,37,90,37,1,83,0,1.95,60,30,30,0.79,0.79,51.1,41.3,9.8,0.26,-0.45
Luca Pellegrini,ITA,DF,23,1999,7,180,26,5.3,2.0,1,90,1,6,15,10,1.43,4,1,3,1.5,0.75,5.0,2.3,2.7,1.35,1.15
Luis Alberto,ESP,MF,29,1992,35,2442,70,71.4,27.1,27,82,16,8,27,2,1.94,49,19,30,1.11,1.11,39.6,27.7,11.9,0.44,0.63
Luka Romero,ARG,FW,17,2004,6,151,25,4.4,1.7,1,68,0,5,17,28,2.0,1,2,-1,-0.6,-1.45,2.6,1.4,1.2,0.72,0.48
Luís Maximiano,POR,GK,23,1999,1,5,5,0.1,0.1,1,5,0,0,,36,3.0,0,0,0,0.0,-0.79,0.1,0.0,0.1,0.99,0.73
Manuel Lazzari,ITA,DF,28,1993,28,1879,67,54.9,20.9,22,80,10,6,21,7,1.75,31,16,15,0.72,-0.16,26.2,23.1,3.1,0.15,-0.25
Marco Bertini,ITA,MF,19,2002,1,1,1,0.0,0.0,0,,0,1,1,21,3.0,0,0,0,0.0,-0.79,0.0,0.0,0.0,0.0,-0.26
Marcos Antônio,BRA,MF,22,2000,16,594,37,17.4,6.6,6,70,1,10,18,21,1.75,7,6,1,0.15,-0.77,8.2,7.3,0.9,0.14,-0.15
Mario Gila,ESP,DF,21,2000,4,90,23,2.6,1.0,0,,0,4,23,29,1.75,3,2,1,1.0,0.22,1.7,1.7,0.1,0.05,-0.21
Marius Adamonis,LTU,GK,25,1997,0,,,,,0,,0,0,,38,,,,,,,,,,,
Matteo Cancellieri,ITA,FW,20,2002,20,256,13,7.5,2.8,1,45,0,19,11,18,1.85,6,2,4,1.41,0.67,5.9,3.3,2.6,0.91,0.71
Mattia Zaccagni,ITA,FW,27,1995,35,2770,79,81.0,30.8,33,82,17,2,31,0,1.94,50,23,27,0.88,0.46,39.5,34.6,4.9,0.16,-0.52
Matías Vecino,URU,MF,30,1991,32,1691,53,49.4,18.8,17,76,9,15,26,2,1.97,26,16,10,0.53,-0.51,23.3,21.7,1.6,0.09,-0.34
Mohamed Fares,ALG,"DF,FW",26,1996,0,,,,,0,,0,0,,14,,,,,,,,,,,
Nicolò Casale,ITA,DF,24,1998,29,2437,84,71.3,27.1,27,89,25,2,21,6,1.86,38,24,14,0.52,-0.95,36.3,28.5,7.7,0.29,0.09
Patric,ESP,DF,29,1993,18,1413,79,41.3,15.7,16,85,13,2,27,17,2.28,30,7,23,1.46,1.15,24.1,16.9,7.2,0.46,0.34
Pedro,ESP,FW,35,1987,36,1898,53,55.5,21.1,17,73,2,19,35,0,1.89,33,20,13,0.62,-0.39,28.4,20.1,8.3,0.4,0.31
Raúl Moro,ESP,FW,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Romano Floriani,ITA,DF,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Sergej Milinković-Savić,SRB,MF,27,1995,36,3022,84,88.4,33.6,34,87,25,2,37,1,1.89,54,27,27,0.8,0.13,43.9,38.2,5.6,0.17,-0.78
Toma Bašić,CRO,MF,25,1996,25,513,21,15.0,5.7,4,51,0,21,15,13,2.0,5,6,-1,-0.18,-1.14,7.8,5.2,2.6,0.45,0.23
Ștefan Radu,ROU,FW,35,1986,1,1,1,0.0,0.0,0,,0,1,1,31,3.0,1,0,1,90.0,89.24,0.0,0.0,0.0,-3.86,-4.12
