General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Aleksandr Golovin,RUS,"MF,FW",24,1996,21,12,1069,11.9,5,9,14,5,0,0,2,0,2.9,2.9,5.4,8.3,45,36,93,0.42,0.76,1.18,0.42,1.18,0.25,0.45,0.7,0.25,0.7
Aurélien Tchouaméni,FRA,MF,20,2000,36,36,3063,34.0,2,4,6,2,0,0,9,1,4.1,4.1,1.9,6.1,42,197,52,0.06,0.12,0.18,0.06,0.18,0.12,0.06,0.18,0.12,0.18
Axel Disasi,FRA,DF,22,1998,29,24,2011,22.3,3,0,3,3,0,0,4,2,2.4,2.4,0.4,2.8,19,87,4,0.13,0.0,0.13,0.13,0.13,0.11,0.02,0.13,0.11,0.13
Benjamin Lecomte,FRA,GK,29,1991,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benoît Badiashile,FRA,DF,19,2001,35,32,2870,31.9,2,1,3,2,0,0,5,0,2.3,2.3,1.2,3.5,17,170,6,0.06,0.03,0.09,0.06,0.09,0.07,0.04,0.11,0.07,0.11
Caio Henrique Oliveira Silva,BRA,DF,23,1997,31,26,2368,26.3,0,4,4,0,0,0,0,0,0.5,0.5,3.5,4.0,85,96,185,0.0,0.15,0.15,0.0,0.15,0.02,0.13,0.15,0.02,0.15
Cesc Fàbregas,ESP,"MF,FW",33,1987,21,7,877,9.7,2,3,5,0,2,2,2,0,3.2,1.6,3.3,4.9,10,115,48,0.21,0.31,0.51,0.0,0.31,0.33,0.34,0.67,0.16,0.51
Chrislain Matsima,FRA,"DF,FW",18,2002,9,3,352,3.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,10,34,1,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08
Djibril Sidibé,FRA,DF,28,1992,30,21,1980,22.0,0,2,2,0,0,0,3,0,0.2,0.2,2.4,2.6,51,137,37,0.0,0.09,0.09,0.0,0.09,0.01,0.11,0.12,0.01,0.12
Eliot Matazo,BEL,MF,18,2002,10,3,314,3.5,1,1,2,1,0,0,0,1,0.8,0.8,0.3,1.1,2,7,5,0.29,0.29,0.57,0.29,0.57,0.22,0.1,0.32,0.22,0.32
Enzo Millot,FRA,MF,18,2002,2,0,41,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,0,5,0.0,0.0,0.0,0.0,0.0,0.41,0.19,0.6,0.41,0.6
Florentino Luís,POR,MF,20,1999,9,2,241,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,16,1,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
Fodé Ballo-Touré,SEN,DF,23,1997,24,6,662,7.4,0,3,3,0,0,0,2,0,0.1,0.1,0.7,0.8,30,24,52,0.0,0.41,0.41,0.0,0.41,0.02,0.1,0.11,0.02,0.11
Gelson Martins,POR,"MF,FW",25,1995,23,20,1551,17.2,3,2,5,3,0,0,3,0,2.7,2.7,3.2,5.8,57,60,191,0.17,0.12,0.29,0.17,0.29,0.15,0.18,0.34,0.15,0.34
Giulian Biancone,FRA,"DF,MF",20,2000,2,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,6,15,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.17,0.04,0.17
Guillermo Maripán,CHI,DF,26,1994,28,22,2089,23.2,5,1,6,5,0,0,7,0,2.2,2.2,0.5,2.7,16,83,4,0.22,0.04,0.26,0.22,0.26,0.09,0.02,0.12,0.09,0.12
Henry Onyekuru,NGA,FW,23,1997,4,2,140,1.6,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.6,8,1,10,0.0,0.64,0.64,0.0,0.64,0.11,0.3,0.4,0.11,0.4
Jean-Eudes Aholou,CIV,MF,26,1994,2,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
Kevin Volland,GER,"FW,MF",28,1992,35,34,2769,30.8,16,7,23,16,0,0,4,0,11.6,11.6,5.2,16.8,43,84,237,0.52,0.23,0.75,0.52,0.75,0.38,0.17,0.55,0.38,0.55
Krépin Diatta,SEN,"MF,DF",21,1999,12,3,389,4.3,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,16,11,44,0.23,0.0,0.23,0.23,0.23,0.1,0.02,0.11,0.1,0.11
Pietro Pellegri,ITA,"FW,MF",19,2001,16,0,230,2.6,1,0,1,1,0,0,2,1,2.1,2.1,0.2,2.3,6,2,16,0.39,0.0,0.39,0.39,0.39,0.81,0.08,0.89,0.81,0.89
Radosław Majecki,POL,GK,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben Aguilar,FRA,"DF,MF",27,1993,33,27,2225,24.7,1,3,4,1,0,0,6,0,0.9,0.9,4.7,5.6,74,101,231,0.04,0.12,0.16,0.04,0.16,0.03,0.19,0.23,0.03,0.23
Sofiane Diop,FRA,"MF,FW",20,2000,32,24,2023,22.5,7,1,8,7,0,0,4,0,4.8,4.8,2.8,7.6,65,127,132,0.31,0.04,0.36,0.31,0.36,0.21,0.12,0.34,0.21,0.34
Stevan Jovetić,MNE,"FW,MF",30,1989,29,6,802,8.9,6,0,6,6,0,1,1,0,5.5,4.3,0.6,4.9,30,50,80,0.67,0.0,0.67,0.67,0.67,0.62,0.07,0.68,0.48,0.54
Strahinja Pavlović,SRB,DF,19,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito Mannone,ITA,GK,32,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willem Geubbels,FRA,"MF,FW",18,2001,14,2,294,3.3,1,0,1,1,0,0,3,1,1.2,1.2,0.5,1.7,3,5,26,0.31,0.0,0.31,0.31,0.31,0.36,0.15,0.51,0.36,0.51
