General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alberto Grassi,ITA,MF,27,1995,25,1194,48,34.9,13.3,14,72,5,11,17,2,1.12,17,16,1,0.08,0.6,14.9,22.1,-7.1,-0.54,-0.04
Alessandro Renzi,ITA,MF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ardian Ismajli,ALB,DF,25,1996,25,2094,84,61.2,23.3,22,90,22,3,38,2,1.12,24,27,-3,-0.13,0.48,25.2,30.2,-4.9,-0.21,0.77
Davide Merola,ITA,FW,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Duccio Degl'Innocenti,ITA,MF,19,2003,1,3,3,0.1,0.0,0,,0,1,3,25,0.0,0,1,-1,-30.0,-29.71,0.0,1.1,-1.0,-46.44,-45.96
Emanuel Vignato,ITA,"MF,FW",21,2000,5,57,11,1.7,0.6,0,,0,5,11,13,0.4,2,2,0,0.0,0.32,1.7,1.6,0.1,0.21,0.74
Emmanuel Ekong,SWE,"FW,MF",20,2002,2,20,10,0.6,0.2,0,,0,2,10,17,0.5,1,1,0,0.0,0.32,0.4,0.5,-0.2,-0.69,-0.18
Fabiano Parisi,ITA,DF,21,2000,33,2830,86,82.7,31.4,33,86,28,0,,2,1.21,31,37,-6,-0.19,0.72,32.5,45.0,-12.5,-0.4,0.67
Filippo Bandinelli,ITA,MF,27,1995,35,2263,65,66.2,25.1,28,74,3,7,26,1,1.17,24,27,-3,-0.12,0.58,24.9,34.7,-9.8,-0.39,0.37
Francesco Caputo,ITA,FW,34,1987,21,1708,81,49.9,19.0,20,84,7,1,34,0,1.19,22,22,0,0.0,0.63,20.0,25.0,-5.0,-0.26,0.5
Gabriele Guarino,ITA,DF,18,2004,0,,,,,0,,0,0,,14,,,,,,,,,,,
Gabriele Indragoli,ITA,DF,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Gian Marco Fantoni,ITA,GK,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Giovanni Crociata,ITA,"FW,MF",24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Guglielmo Vicario,ITA,GK,25,1996,31,2783,90,81.4,30.9,31,90,30,0,,0,1.26,34,39,-5,-0.16,0.83,31.9,48.7,-16.7,-0.54,-0.16
Herculano Nabian,POR,MF,18,2004,1,1,1,0.0,0.0,0,,0,1,1,1,0.0,0,0,0,0.0,0.32,0.1,0.2,-0.1,-12.91,-12.4
Jacopo Fazzini,ITA,MF,19,2003,21,825,39,24.1,9.2,8,71,1,13,20,16,1.38,6,9,-3,-0.33,-0.02,10.5,14.4,-3.9,-0.43,0.11
Jacopo Seghetti,ITA,GK,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jean-Daniel Akpa-Akpro,CIV,"MF,FW",29,1992,24,1356,57,39.6,15.1,16,72,2,8,26,0,1.29,17,20,-3,-0.2,0.19,17.3,22.2,-5.0,-0.33,0.3
Koni De Winter,BEL,DF,20,2002,14,1024,73,29.9,11.4,12,83,10,2,15,13,1.0,9,17,-8,-0.7,-0.55,9.8,22.1,-12.3,-1.08,-0.82
Leo Štulac,SVN,MF,27,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
Liam Henderson,SCO,MF,26,1996,25,1007,40,29.4,11.2,11,65,0,14,21,12,1.16,10,19,-9,-0.8,-0.69,11.2,20.4,-9.2,-0.82,-0.44
Liberato Cacace,NZL,DF,21,2000,12,587,49,17.2,6.5,5,86,4,7,22,26,0.5,6,9,-3,-0.46,-0.17,6.4,12.8,-6.4,-0.98,-0.57
Lorenzo Ignacchiti,ITA,MF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Lorenzo Tonelli,ITA,DF,32,1990,1,19,19,0.6,0.2,0,,0,1,19,11,1.5,1,2,-1,-4.74,-4.45,0.5,0.5,0.1,0.35,0.87
Lovro Štubljar,SVN,GK,17,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
Marko Pjaca,CRO,"MF,FW",27,1995,17,525,31,15.4,5.8,5,58,0,12,20,15,1.12,7,8,-1,-0.17,0.17,5.1,11.7,-6.6,-1.13,-0.73
Martin Satriano,URU,FW,21,2001,31,1705,55,49.9,18.9,20,76,5,11,17,6,1.03,15,27,-12,-0.63,-0.63,19.0,27.8,-8.8,-0.46,0.1
Mattia Destro,ITA,"FW,MF",31,1991,17,572,34,16.7,6.4,6,63,1,11,18,5,1.06,5,11,-6,-0.94,-0.75,6.5,10.8,-4.3,-0.68,-0.2
Nedim Bajrami,ALB,"MF,FW",23,1999,19,940,49,27.5,10.4,8,80,4,11,27,1,1.21,8,14,-6,-0.57,-0.36,8.9,18.6,-9.7,-0.93,-0.58
Nicolas Haas,SUI,MF,26,1996,24,1156,48,33.8,12.8,12,72,2,12,24,11,1.25,9,17,-8,-0.62,-0.46,10.6,21.0,-10.4,-0.8,-0.44
Nicolò Cambiaghi,ITA,"FW,MF",21,2000,28,1285,46,37.6,14.3,12,74,2,16,25,3,1.32,20,12,8,0.56,1.4,17.5,19.7,-2.2,-0.15,0.58
Petar Stojanović,SVN,DF,26,1995,27,1530,57,44.7,17.0,16,85,11,11,16,10,1.04,14,28,-14,-0.82,-0.92,15.4,28.3,-12.9,-0.76,-0.45
Roberto Piccoli,ITA,FW,21,2001,13,516,40,15.1,5.7,6,68,0,7,16,4,0.85,5,7,-2,-0.35,-0.04,6.3,9.5,-3.2,-0.56,-0.05
Răzvan Marin,ROU,MF,26,1996,33,2538,77,74.2,28.2,28,86,21,5,25,1,1.09,25,39,-14,-0.5,-0.7,26.8,40.9,-14.1,-0.5,0.05
Sam Lammers,NED,FW,25,1997,14,883,63,25.8,9.8,10,73,4,4,38,1,1.21,8,14,-6,-0.61,-0.4,9.1,14.8,-5.8,-0.59,-0.1
Samir Ujkani,KVX,GK,34,1988,1,7,7,0.2,0.1,0,,0,1,7,34,0.0,0,1,-1,-12.86,-12.57,0.0,0.1,-0.1,-0.68,-0.17
Samuele Angori,ITA,DF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Samuele Perisan,ITA,GK,24,1997,7,630,90,18.4,7.0,7,90,7,0,,29,0.57,3,9,-6,-0.86,-0.66,6.8,9.5,-2.7,-0.38,0.16
Sebastian Walukiewicz,POL,DF,22,2000,11,603,55,17.6,6.7,6,80,5,5,24,21,1.27,8,9,-1,-0.15,0.2,8.0,11.9,-3.9,-0.59,-0.09
Sebastiano Luperto,ITA,DF,25,1996,36,3135,87,91.7,34.8,36,87,32,0,,0,1.08,34,44,-10,-0.29,0.34,34.9,53.5,-18.6,-0.54,-0.27
Tommaso Baldanzi,ITA,MF,19,2003,26,1772,68,51.8,19.7,24,72,6,2,28,5,1.15,17,23,-6,-0.3,0.02,18.9,26.2,-7.3,-0.37,0.3
Tyronne Ebuehi,NGA,DF,26,1995,26,1923,74,56.2,21.4,22,84,14,4,20,7,1.42,24,24,0,0.0,0.72,23.8,31.5,-7.7,-0.36,0.35
