General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Aaron Hickey,SCO,DF,20,2002,21.3,695,838,82.9,10998,3275,373,411,90.8,265,310,85.5,46,80,57.5,1,0.4,0.6,0.6,6,62,13,4,81
Ben Mee,ENG,DF,32,1989,36.3,1348,1761,76.5,25834,10693,520,609,85.4,648,784,82.7,169,316,53.5,1,1.3,0.8,-0.3,8,86,7,1,84
Bryan Mbeumo,CMR,FW,22,1999,32.3,655,991,66.1,10466,3238,376,456,82.5,185,287,64.5,71,151,47.0,8,7.5,5.6,0.5,51,37,45,13,88
Christian Nørgaard,DEN,MF,28,1994,19.6,608,812,74.9,9879,3427,304,369,82.4,252,326,77.3,40,74,54.1,3,3.1,1.8,-0.1,12,68,8,2,73
David Raya,ESP,GK,26,1995,38.0,1054,1640,64.3,34961,26954,131,135,97.0,463,473,97.9,459,1026,44.7,0,0.1,0.2,-0.1,2,75,3,0,13
Ethan Pinnock,JAM,DF,29,1993,30.0,914,1149,79.5,16931,5712,333,391,85.2,480,559,85.9,84,160,52.5,0,1.0,1.1,-1.0,8,43,3,3,52
Frank Onyeka,NGA,MF,24,1998,9.4,193,257,75.1,2989,784,106,129,82.2,70,88,79.5,9,17,52.9,2,0.6,0.8,1.4,7,23,6,0,28
Halil Dervişoğlu,TUR,MF,22,1999,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Ivan Toney,ENG,FW,26,1996,32.8,468,787,59.5,5947,2037,299,424,70.5,103,180,57.2,24,53,45.3,4,5.1,3.5,-1.1,27,54,26,5,79
Josh Dasilva,ENG,MF,23,1998,15.4,491,617,79.6,8103,1954,255,291,87.6,187,217,86.2,40,70,57.1,2,1.4,1.6,0.6,12,35,24,5,62
Keane Lewis-Potter,ENG,"FW,MF",21,2001,3.6,49,86,57.0,600,118,33,50,66.0,12,17,70.6,1,10,10.0,1,1.2,0.3,-0.2,5,2,3,1,6
Kevin Schade,GER,FW,20,2001,8.1,103,173,59.5,1282,285,62,89,69.7,29,51,56.9,1,6,16.7,1,1.1,0.8,-0.1,8,8,5,2,15
Kristoffer Ajer,NOR,DF,24,1998,8.5,259,345,75.1,4480,1887,131,159,82.4,102,128,79.7,23,40,57.5,0,0.0,0.1,0.0,1,20,3,1,31
Mads Bech Sørensen,DEN,"DF,MF",23,1999,0.2,7,11,63.6,142,49,3,3,100.0,3,4,75.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,1
Mads Roerslev,DEN,DF,23,1999,12.3,194,303,64.0,2980,1071,110,143,76.9,62,84,73.8,15,44,34.1,0,1.2,0.8,-1.2,8,15,7,5,19
Mathias Jensen,DEN,MF,26,1996,31.1,1088,1566,69.5,21665,8457,471,559,84.3,398,555,71.7,191,372,51.3,6,5.0,4.7,1.0,48,117,38,16,141
Mathias Jørgensen,DEN,DF,32,1990,12.3,404,503,80.3,6929,3051,181,203,89.2,197,240,82.1,20,49,40.8,0,0.2,0.2,-0.2,3,30,0,0,35
Mikkel Damsgaard,DEN,"MF,FW",22,2000,11.0,275,407,67.6,4023,1438,156,193,80.8,92,132,69.7,16,44,36.4,0,1.4,1.3,-1.4,11,36,10,1,44
Pontus Jansson,SWE,DF,31,1991,8.0,257,321,80.1,5004,1738,81,98,82.7,147,167,88.0,28,45,62.2,0,0.0,0.1,0.0,0,11,0,0,14
Rico Henry,ENG,DF,25,1997,36.0,876,1203,72.8,14087,4856,469,544,86.2,314,418,75.1,72,169,42.6,2,2.6,2.9,-0.6,23,73,41,18,107
Saman Ghoddos,IRN,"MF,FW",28,1993,1.5,59,79,74.7,953,286,32,36,88.9,21,25,84.0,6,17,35.3,0,0.4,0.3,-0.4,4,5,1,0,8
Sergi Canós,ESP,"FW,DF",25,1997,0.9,23,43,53.5,268,76,14,18,77.8,4,15,26.7,1,2,50.0,0,0.0,0.0,0.0,1,2,1,0,2
Shandon Baptiste,GRN,MF,24,1998,6.9,247,295,83.7,4143,1121,127,142,89.4,92,104,88.5,21,32,65.6,1,1.1,0.5,-0.1,10,22,8,2,39
Vitaly Janelt,GER,"MF,DF",24,1998,24.5,812,1020,79.6,14151,3894,411,466,88.2,298,360,82.8,90,139,64.7,1,1.4,1.5,-0.4,16,75,19,8,82
Yoane Wissa,COD,FW,25,1996,17.8,238,344,69.2,3147,601,164,198,82.8,51,78,65.4,10,27,37.0,3,2.5,1.0,0.5,13,21,8,0,27
