General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Aaron Hickey,SCO,DF,20,2002,21.3,0,11,2,18.2,0.52,0.09,0.0,0.0,21.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Ben Mee,ENG,DF,32,1989,36.3,3,28,7,25.0,0.77,0.19,0.11,0.43,10.3,0,0,0,3.1,3.1,0.11,-0.1,-0.1
Bryan Mbeumo,CMR,FW,22,1999,32.3,9,70,32,45.7,2.17,0.99,0.11,0.25,16.3,1,1,1,9.6,8.8,0.13,-0.6,-0.8
Christian Nørgaard,DEN,MF,28,1994,19.6,1,19,8,42.1,0.97,0.41,0.05,0.13,11.4,0,0,0,1.6,1.6,0.08,-0.6,-0.6
David Raya,ESP,GK,26,1995,38.0,0,1,0,0.0,0.03,0.0,0.0,,9.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Ethan Pinnock,JAM,DF,29,1993,30.0,3,15,8,53.3,0.5,0.27,0.2,0.38,10.0,0,0,0,3.0,3.0,0.21,0.0,0.0
Frank Onyeka,NGA,MF,24,1998,9.4,0,9,4,44.4,0.96,0.42,0.0,0.0,17.4,0,0,0,1.0,1.0,0.11,-1.0,-1.0
Halil Dervişoğlu,TUR,MF,22,1999,0.1,0,1,0,0.0,11.25,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Ivan Toney,ENG,FW,26,1996,32.8,20,87,33,37.9,2.65,1.01,0.16,0.42,16.5,9,6,7,18.7,13.2,0.15,1.3,0.8
Josh Dasilva,ENG,MF,23,1998,15.4,4,18,6,33.3,1.17,0.39,0.22,0.67,19.8,0,0,0,1.5,1.5,0.09,2.5,2.5
Keane Lewis-Potter,ENG,"FW,MF",21,2001,3.6,0,7,2,28.6,1.96,0.56,0.0,0.0,14.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Kevin Schade,GER,FW,20,2001,8.1,0,12,4,33.3,1.48,0.49,0.0,0.0,11.9,0,0,0,2.1,2.1,0.18,-2.1,-2.1
Kristoffer Ajer,NOR,DF,24,1998,8.5,0,1,0,0.0,0.12,0.0,0.0,,6.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Mads Bech Sørensen,DEN,"DF,MF",23,1999,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mads Roerslev,DEN,DF,23,1999,12.3,0,3,0,0.0,0.24,0.0,0.0,,14.8,0,0,0,0.3,0.3,0.1,-0.3,-0.3
Mathias Jensen,DEN,MF,26,1996,31.1,5,23,7,30.4,0.74,0.22,0.22,0.71,22.0,4,0,0,2.1,2.1,0.09,2.9,2.9
Mathias Jørgensen,DEN,DF,32,1990,12.3,0,5,1,20.0,0.41,0.08,0.0,0.0,7.8,0,0,0,0.9,0.9,0.18,-0.9,-0.9
Mikkel Damsgaard,DEN,"MF,FW",22,2000,11.0,0,12,5,41.7,1.09,0.46,0.0,0.0,15.0,0,0,0,2.6,2.6,0.22,-2.6,-2.6
Pontus Jansson,SWE,DF,31,1991,8.0,1,4,2,50.0,0.5,0.25,0.25,0.5,9.9,0,0,0,0.3,0.3,0.08,0.7,0.7
Rico Henry,ENG,DF,25,1997,36.0,0,22,4,18.2,0.61,0.11,0.0,0.0,20.0,0,0,0,1.5,1.5,0.07,-1.5,-1.5
Saman Ghoddos,IRN,"MF,FW",28,1993,1.5,0,1,1,100.0,0.65,0.65,0.0,0.0,19.2,0,0,0,0.0,0.0,0.05,0.0,0.0
Sergi Canós,ESP,"FW,DF",25,1997,0.9,0,1,0,0.0,1.17,0.0,0.0,,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Shandon Baptiste,GRN,MF,24,1998,6.9,0,4,1,25.0,0.58,0.15,0.0,0.0,15.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Vitaly Janelt,GER,"MF,DF",24,1998,24.5,3,14,5,35.7,0.57,0.2,0.21,0.6,15.8,0,0,0,2.4,2.4,0.17,0.6,0.6
Yoane Wissa,COD,FW,25,1996,17.8,7,32,15,46.9,1.79,0.84,0.22,0.47,14.1,0,0,0,5.7,5.7,0.18,1.3,1.3
