General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Aaron Hickey,SCO,DF,20,2002,21.3,38,26,27,11,0,18,32,56.3,14,18,7,11,17,55,32,1
Ben Mee,ENG,DF,32,1989,36.3,45,24,28,13,4,20,37,54.1,17,54,42,12,48,93,122,2
Bryan Mbeumo,CMR,FW,22,1999,32.3,26,18,5,13,8,8,42,19.0,34,24,1,23,13,39,21,0
Christian Nørgaard,DEN,MF,28,1994,19.6,52,30,21,29,2,18,48,37.5,30,32,9,23,34,86,41,2
David Raya,ESP,GK,26,1995,38.0,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,10,3
Ethan Pinnock,JAM,DF,29,1993,30.0,52,28,33,12,7,18,24,75.0,6,41,31,10,35,87,215,2
Frank Onyeka,NGA,MF,24,1998,9.4,19,14,11,7,1,10,25,40.0,15,16,3,13,10,29,16,0
Halil Dervişoğlu,TUR,MF,22,1999,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Ivan Toney,ENG,FW,26,1996,32.8,23,13,4,9,10,7,23,30.4,16,24,9,15,14,37,36,0
Josh Dasilva,ENG,MF,23,1998,15.4,18,9,6,6,6,6,16,37.5,10,22,6,16,5,23,7,1
Keane Lewis-Potter,ENG,"FW,MF",21,2001,3.6,1,0,0,1,0,0,0,,0,5,1,4,0,1,2,0
Kevin Schade,GER,FW,20,2001,8.1,12,8,7,2,3,5,10,50.0,5,7,0,7,4,16,6,0
Kristoffer Ajer,NOR,DF,24,1998,8.5,11,8,5,4,2,9,16,56.3,7,6,5,1,7,18,22,0
Mads Bech Sørensen,DEN,"DF,MF",23,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Mads Roerslev,DEN,DF,23,1999,12.3,22,12,19,3,0,16,33,48.5,17,14,5,9,9,31,38,0
Mathias Jensen,DEN,MF,26,1996,31.1,71,36,29,30,12,34,97,35.1,63,54,5,49,32,103,24,1
Mathias Jørgensen,DEN,DF,32,1990,12.3,17,8,9,8,0,9,21,42.9,12,19,12,7,16,33,39,1
Mikkel Damsgaard,DEN,"MF,FW",22,2000,11.0,31,21,13,13,5,15,42,35.7,27,20,2,18,10,41,14,0
Pontus Jansson,SWE,DF,31,1991,8.0,5,3,4,1,0,3,5,60.0,2,13,9,4,9,14,38,0
Rico Henry,ENG,DF,25,1997,36.0,57,31,20,28,9,22,41,53.7,19,29,8,21,30,87,84,1
Saman Ghoddos,IRN,"MF,FW",28,1993,1.5,2,1,0,1,1,1,3,33.3,2,5,1,4,4,6,2,0
Sergi Canós,ESP,"FW,DF",25,1997,0.9,0,0,0,0,0,0,2,0.0,2,3,1,2,0,0,1,0
Shandon Baptiste,GRN,MF,24,1998,6.9,15,9,6,6,3,7,17,41.2,10,10,2,8,7,22,10,0
Vitaly Janelt,GER,"MF,DF",24,1998,24.5,54,27,20,24,10,21,49,42.9,28,29,9,20,29,83,26,0
Yoane Wissa,COD,FW,25,1996,17.8,17,12,4,7,6,6,13,46.2,7,10,0,10,6,23,15,0
