General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdellah Raihani,MAR,FW,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Adrián Corral,ESP,DF,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Aitor Gismera,ESP,MF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Alberto Moreno,ESP,MF,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Alejandro Iturbe,ESP,GK,18,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,
Antoine Griezmann,FRA,"FW,MF",31,1991,38,2859,75,83.6,31.8,31,86,23,7,29,0,2.03,61,29,32,1.01,0.21,54.9,34.0,20.9,0.66,0.67
Antonio Gomis,ESP,GK,19,2003,1,6,6,0.2,0.1,0,,0,1,6,22,1.0,0,1,-1,-15.0,-16.0,0.0,0.2,-0.2,-2.42,-2.98
Axel Witsel,BEL,"DF,MF",33,1989,33,2258,68,66.0,25.1,25,86,21,8,14,4,2.03,59,27,32,1.28,0.89,45.1,28.8,16.2,0.65,0.3
Carlos Martín,ESP,"FW,MF",20,2002,4,28,7,0.8,0.3,0,,0,4,7,8,1.75,1,1,0,0.0,-0.98,0.6,0.7,-0.1,-0.22,-0.77
Diego Bri,ESP,FW,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Felipe,BRA,DF,33,1989,3,194,65,5.7,2.2,2,90,2,1,14,11,0.33,1,3,-2,-0.93,-2.02,2.4,2.3,0.0,0.02,-0.56
