General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Antoine Griezmann,FRA,"FW,MF",31,1991,31.8,1597,1457,136,34,16,20,131,6,72,42,17,0,1236,4,39
Antonio Gomis,ESP,GK,19,2003,0.1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Axel Witsel,BEL,"DF,MF",33,1989,25.1,1328,1281,47,45,0,3,2,2,0,0,0,0,1229,0,8
Carlos Martín,ESP,"FW,MF",20,2002,0.3,11,11,0,0,0,0,2,0,0,0,0,0,6,0,0
Felipe,BRA,DF,33,1989,2.2,132,128,3,2,0,0,0,1,0,0,0,0,121,1,1
Geoffrey Kondogbia,CTA,MF,29,1993,11.2,634,620,14,13,0,11,0,1,0,0,0,0,567,0,2
Ivo Grbić,CRO,GK,26,1996,10.2,330,207,122,23,0,0,0,0,0,0,0,0,219,1,0
Jan Oblak,SVN,GK,29,1993,27.7,817,522,292,64,0,1,0,0,0,0,0,0,538,3,0
José María Giménez,URU,DF,27,1995,26.9,1333,1270,62,51,0,19,0,5,0,0,0,0,1183,1,5
João Félix,POR,"FW,MF",22,1999,7.2,228,209,18,6,7,2,8,3,4,3,0,0,171,1,5
Koke,ESP,MF,30,1992,28.3,2038,1964,59,52,8,17,24,4,0,0,0,0,1784,15,30
Marcos Llorente,ESP,"MF,DF",27,1995,18.9,816,759,53,0,1,4,44,53,0,0,0,0,660,4,26
Mario Hermoso,ESP,DF,27,1995,23.4,1514,1381,126,39,5,38,16,87,0,0,0,0,1309,7,17
Matheus Cunha,BRA,"FW,MF",23,1999,4.2,85,77,6,0,1,1,3,1,0,0,0,0,64,2,3
Matt Doherty,IRL,DF,30,1992,0.2,9,7,2,1,0,0,0,1,0,0,0,0,6,0,0
Memphis,NED,FW,28,1994,3.0,90,80,10,1,2,0,5,1,5,3,1,0,68,0,1
Nahuel Molina,ARG,DF,24,1998,31.9,1930,1605,323,16,7,6,120,300,7,4,3,0,1452,2,61
Pablo Barrios,ESP,MF,19,2003,8.0,450,438,9,7,1,5,6,2,0,0,0,0,368,3,12
Reinildo Mandava,MOZ,DF,28,1994,20.6,1067,945,121,24,0,4,16,97,0,0,0,0,918,1,18
Rodrigo De Paul,ARG,MF,28,1994,21.4,1421,1335,74,47,17,32,47,15,8,2,4,0,1160,12,27
Saúl Ñíguez,ESP,"MF,DF",27,1994,12.2,520,492,26,2,2,1,15,23,0,0,0,0,408,2,9
Sergio Reguilón,ESP,DF,25,1996,3.4,147,131,15,1,1,0,9,14,0,0,0,0,117,1,7
Stefan Savić,MNE,DF,31,1991,21.6,1141,1107,29,22,0,4,0,7,0,0,0,0,1001,5,4
Thomas Lemar,FRA,MF,26,1995,13.9,814,776,36,10,6,7,44,9,15,5,7,0,690,2,16
Yannick Carrasco,BEL,"DF,MF",28,1993,25.7,1091,929,156,27,4,7,107,66,63,37,9,0,863,6,31
Álvaro Morata,ESP,FW,29,1992,21.1,422,405,15,0,3,6,4,2,0,0,0,0,270,2,7
Ángel Correa,ARG,"FW,MF",27,1995,16.2,520,493,23,2,2,5,22,2,9,1,5,0,406,4,16
