General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Achraf Hakimi,MAR,"DF,MF",23,1998,22.8,5,18,9,50.0,0.79,0.39,0.28,0.56,14.9,0,0,0,3.8,3.8,0.21,1.2,1.2
Alexandre Letellier,FRA,GK,31,1990,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Carlos Soler,ESP,MF,25,1997,13.2,3,10,6,60.0,0.76,0.45,0.3,0.5,15.2,0,0,0,1.6,1.6,0.16,1.4,1.4
Danilo Pereira,POR,"DF,MF",30,1991,26.8,2,22,5,22.7,0.82,0.19,0.09,0.4,12.7,0,0,0,2.3,2.3,0.11,-0.3,-0.3
El Chadaille Bitshiabu,FRA,DF,17,2005,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Fabián Ruiz Peña,ESP,MF,26,1996,21.0,3,26,9,34.6,1.24,0.43,0.12,0.33,18.2,0,0,0,2.8,2.8,0.11,0.2,0.2
Gianluigi Donnarumma,ITA,GK,23,1999,37.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Hugo Ekitike,FRA,FW,20,2002,12.8,3,34,12,35.3,2.65,0.94,0.09,0.25,14.8,0,0,0,3.7,3.7,0.11,-0.7,-0.7
Ilyes Housni,FRA,FW,17,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ismaël Gharbi,ESP,"MF,FW",18,2004,0.6,0,3,1,33.3,4.66,1.55,0.0,0.0,21.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Juan Bernat,ESP,"DF,MF",29,1993,18.3,1,7,6,85.7,0.38,0.33,0.14,0.17,11.4,0,0,0,0.9,0.9,0.12,0.1,0.1
Kylian Mbappé,FRA,FW,23,1998,31.3,29,144,73,50.7,4.6,2.33,0.18,0.36,15.9,1,3,5,26.3,22.2,0.15,2.7,3.8
Leandro Paredes,ARG,MF,28,1994,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lionel Messi,ARG,"FW,MF",35,1987,31.5,16,129,55,42.6,4.09,1.74,0.12,0.29,18.3,20,0,0,15.5,15.5,0.12,0.5,0.5
Marco Verratti,ITA,MF,29,1992,24.4,0,8,4,50.0,0.33,0.16,0.0,0.0,17.8,0,0,0,0.8,0.8,0.1,-0.8,-0.8
Marquinhos,BRA,DF,28,1994,30.2,2,18,4,22.2,0.6,0.13,0.11,0.5,9.2,0,0,0,2.1,2.1,0.11,-0.1,-0.1
Neymar,BRA,"MF,FW",30,1992,17.2,13,36,18,50.0,2.1,1.05,0.31,0.61,16.8,6,2,2,8.1,6.5,0.18,4.9,4.5
Nordi Mukiele,FRA,DF,24,1997,12.6,0,11,2,18.2,0.87,0.16,0.0,0.0,11.6,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Nuno Mendes,POR,DF,20,2002,17.2,1,10,7,70.0,0.58,0.41,0.1,0.14,13.7,0,0,0,1.0,1.0,0.1,0.0,0.0
Pablo Sarabia,ESP,"FW,MF",30,1992,4.1,0,6,2,33.3,1.46,0.49,0.0,0.0,10.4,0,0,0,1.3,1.3,0.22,-1.3,-1.3
Presnel Kimpembe,FRA,DF,26,1995,8.1,0,4,0,0.0,0.49,0.0,0.0,,6.3,0,0,0,0.7,0.7,0.17,-0.7,-0.7
Renato Sanches,POR,MF,24,1997,8.0,2,14,6,42.9,1.76,0.75,0.14,0.33,17.9,0,0,0,1.1,1.1,0.08,0.9,0.9
Sergio Ramos,ESP,DF,36,1986,30.0,2,19,7,36.8,0.63,0.23,0.11,0.29,14.6,1,0,0,1.7,1.7,0.09,0.3,0.3
Timothee Pembele,FRA,DF,19,2002,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,16.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Vitinha,POR,MF,22,2000,27.2,2,31,11,35.5,1.14,0.4,0.06,0.18,20.5,0,0,0,3.0,3.0,0.1,-1.0,-1.0
Warren Zaïre-Emery,FRA,"MF,DF",16,2006,10.3,2,9,4,44.4,0.87,0.39,0.22,0.5,17.1,0,0,0,1.4,1.4,0.16,0.6,0.6
