General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdou Diallo,SEN,DF,26,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,
Achraf Hakimi,MAR,"DF,MF",23,1998,28,2053,73,60.0,22.8,23,86,19,5,17,1,2.14,57,19,38,1.67,0.94,48.9,27.2,21.7,0.95,0.41
Alexandre Letellier,FRA,GK,31,1990,1,11,11,0.3,0.1,0,,0,1,11,15,0.0,0,0,0,0.0,-1.29,0.1,0.0,0.1,0.84,0.05
Arnaud Kalimuendo,FRA,FW,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ayman Kari,FRA,MF,17,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Carlos Soler,ESP,MF,25,1997,26,1187,46,34.7,13.2,14,73,3,12,14,5,2.19,31,16,15,1.14,-0.23,25.4,17.4,8.1,0.61,-0.27
Danilo Pereira,POR,"DF,MF",30,1991,33,2410,73,70.5,26.8,27,83,19,6,27,3,2.12,57,27,30,1.12,-0.57,52.9,33.0,19.9,0.74,-0.15
El Chadaille Bitshiabu,FRA,DF,17,2005,13,583,45,17.0,6.5,6,74,2,7,20,19,1.92,9,12,-3,-0.46,-2.11,10.3,12.0,-1.7,-0.27,-1.27
Fabián Ruiz Peña,ESP,MF,26,1996,27,1892,70,55.3,21.0,21,79,10,6,40,0,2.3,45,21,24,1.14,-0.33,40.5,27.0,13.6,0.65,-0.32
Gianluigi Donnarumma,ITA,GK,23,1999,38,3409,90,99.7,37.9,38,90,37,0,,0,2.24,89,40,49,1.29,1.29,78.1,48.3,29.8,0.79,-0.05
Hugo Ekitike,FRA,FW,20,2002,25,1155,46,33.8,12.8,12,71,0,13,24,12,2.16,31,18,13,1.01,-0.42,25.5,16.0,9.5,0.74,-0.07
Hugo Lamy,FRA,DF,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ilyes Housni,FRA,FW,17,2005,1,11,11,0.3,0.1,0,,0,1,11,13,0.0,0,0,0,0.0,-1.29,0.0,0.4,-0.4,-2.94,-3.74
Ismaël Gharbi,ESP,"MF,FW",18,2004,6,58,10,1.7,0.6,0,,0,6,10,20,1.0,0,0,0,0.0,-1.31,0.7,1.1,-0.4,-0.66,-1.47
Juan Bernat,ESP,"DF,MF",29,1993,28,1648,59,48.2,18.3,18,80,10,10,21,7,2.36,40,19,21,1.15,-0.28,36.3,23.4,12.8,0.7,-0.17
Keylor Navas,CRC,GK,35,1986,0,,,,,0,,0,0,,17,,,,,,,,,,,
Kylian Mbappé,FRA,FW,23,1998,34,2818,83,82.4,31.3,32,86,26,2,34,0,2.24,73,33,40,1.28,-0.07,65.2,42.1,23.0,0.74,-0.29
Leandro Paredes,ARG,MF,28,1994,3,52,17,1.5,0.6,0,,0,3,17,1,3.0,4,1,3,5.19,3.96,2.2,0.3,1.8,3.19,2.44
Lionel Messi,ARG,"FW,MF",35,1987,32,2837,89,83.0,31.5,32,89,27,0,,0,2.34,77,31,46,1.46,1.0,64.7,38.9,25.9,0.82,0.19
Lucas Lavallée,FRA,GK,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Marco Verratti,ITA,MF,29,1992,29,2194,76,64.2,24.4,27,80,14,2,21,0,2.21,59,26,33,1.35,0.18,55.0,31.1,23.9,0.98,0.54
Marquinhos,BRA,DF,28,1994,33,2717,82,79.4,30.2,30,89,26,3,16,0,2.27,71,28,43,1.42,0.66,62.7,36.1,26.6,0.88,0.46
Nehemiah Fernandez,FRA,DF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Neymar,BRA,"MF,FW",30,1992,20,1545,77,45.2,17.2,18,82,9,2,31,0,2.4,42,14,28,1.63,0.62,36.0,20.4,15.5,0.9,0.21
Nordi Mukiele,FRA,DF,24,1997,19,1137,60,33.2,12.6,12,83,9,7,20,2,2.47,33,11,22,1.74,0.68,24.9,12.7,12.2,0.96,0.26
Nuno Mendes,POR,DF,20,2002,23,1548,67,45.3,17.2,18,79,8,5,26,1,2.52,45,16,29,1.69,0.72,38.0,19.5,18.5,1.08,0.53
Pablo Sarabia,ESP,"FW,MF",30,1992,14,370,26,10.8,4.1,3,78,0,11,12,3,2.5,12,2,10,2.43,1.28,11.2,3.6,7.5,1.83,1.17
Presnel Kimpembe,FRA,DF,26,1995,11,730,66,21.3,8.1,9,78,7,2,14,0,2.55,30,9,21,2.59,1.65,21.6,9.6,12.0,1.49,0.89
Renato Sanches,POR,MF,24,1997,23,717,31,21.0,8.0,6,51,1,17,24,1,2.22,18,9,9,1.13,-0.2,16.7,10.5,6.2,0.78,-0.01
Sergio Ramos,ESP,DF,36,1986,33,2704,82,79.1,30.0,31,85,26,2,37,0,2.3,72,32,40,1.33,0.2,59.5,38.7,20.8,0.69,-0.46
Sergio Rico,ESP,GK,28,1993,0,,,,,0,,0,0,,25,,,,,,,,,,,
Serif Nhaga,POR,DF,16,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,
Timothee Pembele,FRA,DF,19,2002,5,263,53,7.7,2.9,4,65,0,1,5,8,1.8,5,8,-3,-1.03,-2.51,5.4,5.5,-0.1,-0.02,-0.88
Vitinha,POR,MF,22,2000,36,2446,68,71.5,27.2,29,77,8,7,31,1,2.25,58,28,30,1.1,-0.65,54.0,34.2,19.8,0.73,-0.21
Warren Zaïre-Emery,FRA,"MF,DF",16,2006,26,929,36,27.2,10.3,8,87,5,18,13,9,2.04,19,17,2,0.19,-1.5,20.4,16.4,4.0,0.39,-0.55
