General,General,General,General,General,General,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal kicks,Goal kicks,Goal kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Player,Nation,Pos,Age,Born,90s,Ga,Pka,Fk,Ck,Og,Psxg,Psxg/sot,Psxg+/-,/90,Cmp,Att,Cmp%,Att (gk),Thr,Launch%,Avglen,Att,Launch%,Avglen,Opp,Stp,Stp%,#opa,#opa/90,Avgdist
Alexandre Letellier,FRA,GK,31,1990,0.1,0,0,0,0,0,0.0,,0.0,0.0,0,0,,3,0,0.0,19.0,1,0.0,11.0,1,0,0.0,0,0.0,
Gianluigi Donnarumma,ITA,GK,23,1999,37.9,40,2,1,3,1,43.3,0.26,4.3,0.11,54,148,36.5,728,167,15.0,23.9,207,18.8,24.1,436,33,7.6,27,0.71,12.1
