General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Achraf Hakimi,MAR,"DF,MF",23,1998,22.8,1373,1538,89.3,17560,4800,875,952,91.9,378,416,90.9,28,40,70.0,3,3.0,5.3,0.0,33,49,46,13,99
Alexandre Letellier,FRA,GK,31,1990,0.1,4,4,100.0,68,43,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Carlos Soler,ESP,MF,25,1997,13.2,544,641,84.9,7564,1756,313,352,88.9,165,188,87.8,27,46,58.7,2,1.4,1.4,0.6,13,40,5,1,53
Danilo Pereira,POR,"DF,MF",30,1991,26.8,1950,2068,94.3,32419,10970,909,946,96.1,859,899,95.6,136,164,82.9,0,0.5,0.9,-0.5,4,200,7,0,154
El Chadaille Bitshiabu,FRA,DF,17,2005,6.5,430,465,92.5,7453,2477,184,193,95.3,200,216,92.6,33,41,80.5,0,0.1,0.1,-0.1,1,26,1,0,23
Fabián Ruiz Peña,ESP,MF,26,1996,21.0,1614,1763,91.5,24039,6080,876,929,94.3,556,596,93.3,96,124,77.4,2,2.1,2.9,-0.1,17,151,22,1,128
Gianluigi Donnarumma,ITA,GK,23,1999,37.9,811,935,86.7,16498,10725,259,260,99.6,413,420,98.3,126,241,52.3,0,0.0,0.0,0.0,0,2,0,0,0
Hugo Ekitike,FRA,FW,20,2002,12.8,271,331,81.9,3321,391,188,221,85.1,54,71,76.1,6,9,66.7,4,1.6,1.6,2.4,11,13,11,0,23
Ilyes Housni,FRA,FW,17,2005,0.1,3,3,100.0,37,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Ismaël Gharbi,ESP,"MF,FW",18,2004,0.6,32,36,88.9,320,45,23,26,88.5,5,5,100.0,0,1,0.0,0,0.0,0.1,0.0,0,1,0,0,1
Juan Bernat,ESP,"DF,MF",29,1993,18.3,969,1049,92.4,13422,3011,585,626,93.5,316,337,93.8,23,29,79.3,4,3.1,3.0,0.9,21,36,11,3,38
Kylian Mbappé,FRA,FW,23,1998,31.3,1096,1355,80.9,14622,3137,677,789,85.8,299,371,80.6,42,65,64.6,5,7.4,9.4,-2.4,55,81,76,10,128
Leandro Paredes,ARG,MF,28,1994,0.6,68,70,97.1,1060,325,36,38,94.7,25,25,100.0,4,4,100.0,1,0.4,0.4,0.6,2,7,1,0,6
Lionel Messi,ARG,"FW,MF",35,1987,31.5,1641,2050,80.0,25475,8767,908,1034,87.8,495,597,82.9,154,235,65.5,16,13.4,16.2,2.6,93,223,120,2,300
Marco Verratti,ITA,MF,29,1992,24.4,2383,2573,92.6,36470,12516,1265,1333,94.9,848,896,94.6,153,195,78.5,0,2.5,4.9,-2.5,33,222,55,3,262
Marquinhos,BRA,DF,28,1994,30.2,2068,2175,95.1,35716,12062,835,864,96.6,1045,1077,97.0,136,164,82.9,0,0.5,1.3,-0.5,9,104,3,0,99
Neymar,BRA,"MF,FW",30,1992,17.2,1011,1262,80.1,14702,5435,568,659,86.2,297,359,82.7,71,124,57.3,11,8.8,7.4,2.2,49,135,48,2,161
Nordi Mukiele,FRA,DF,24,1997,12.6,585,674,86.8,8570,2494,320,342,93.6,220,253,87.0,19,29,65.5,3,2.1,1.4,0.9,10,17,9,2,26
Nuno Mendes,POR,DF,20,2002,17.2,793,932,85.1,11300,3442,450,500,90.0,266,303,87.8,30,43,69.8,6,2.8,3.6,3.2,24,56,18,6,77
Pablo Sarabia,ESP,"FW,MF",30,1992,4.1,147,187,78.6,2118,609,81,94,86.2,49,56,87.5,6,16,37.5,0,1.3,1.1,-1.3,10,14,7,0,18
Presnel Kimpembe,FRA,DF,26,1995,8.1,471,503,93.6,7240,2911,243,251,96.8,194,202,96.0,22,26,84.6,0,0.2,0.3,-0.2,1,36,1,0,40
Renato Sanches,POR,MF,24,1997,8.0,608,669,90.9,9958,2377,300,331,90.6,243,254,95.7,48,58,82.8,0,1.7,1.3,-1.7,10,64,3,0,56
Sergio Ramos,ESP,DF,36,1986,30.0,2394,2535,94.4,46077,15119,815,860,94.8,1231,1263,97.5,283,327,86.5,1,0.2,0.8,0.8,4,215,6,2,163
Timothee Pembele,FRA,DF,19,2002,2.9,71,89,79.8,939,189,44,49,89.8,20,24,83.3,2,5,40.0,1,0.3,0.4,0.7,2,2,0,0,5
Vitinha,POR,MF,22,2000,27.2,1786,1945,91.8,26148,5772,960,1018,94.3,613,657,93.3,95,113,84.1,3,3.0,3.4,0.0,27,170,24,1,137
Warren Zaïre-Emery,FRA,"MF,DF",16,2006,10.3,571,624,91.5,7791,1610,340,367,92.6,190,196,96.9,11,16,68.8,0,0.4,0.6,-0.4,6,37,5,0,32
