General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Achraf Hakimi,MAR,"DF,MF",23,1998,22.8,54,34,19,20,15,31,59,52.5,28,34,2,32,16,70,19,0
Alexandre Letellier,FRA,GK,31,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Carlos Soler,ESP,MF,25,1997,13.2,20,12,6,10,4,10,19,52.6,9,12,4,8,4,24,6,0
Danilo Pereira,POR,"DF,MF",30,1991,26.8,32,17,15,14,3,19,26,73.1,7,26,19,7,36,68,59,1
El Chadaille Bitshiabu,FRA,DF,17,2005,6.5,10,7,7,2,1,3,12,25.0,9,9,7,2,9,19,13,3
Fabián Ruiz Peña,ESP,MF,26,1996,21.0,62,28,25,30,7,43,79,54.4,36,24,1,23,18,80,23,1
Gianluigi Donnarumma,ITA,GK,23,1999,37.9,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,12,4
Hugo Ekitike,FRA,FW,20,2002,12.8,12,4,1,10,1,4,12,33.3,8,12,0,12,9,21,3,0
Ilyes Housni,FRA,FW,17,2005,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Ismaël Gharbi,ESP,"MF,FW",18,2004,0.6,0,0,0,0,0,0,2,0.0,2,2,0,2,3,3,0,0
Juan Bernat,ESP,"DF,MF",29,1993,18.3,32,16,18,9,5,21,39,53.8,18,11,2,9,9,41,22,1
Kylian Mbappé,FRA,FW,23,1998,31.3,10,4,0,5,5,5,16,31.3,11,5,0,5,5,15,6,0
Leandro Paredes,ARG,MF,28,1994,0.6,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,0,0
Lionel Messi,ARG,"FW,MF",35,1987,31.5,26,18,1,13,12,11,27,40.7,16,11,0,11,2,28,0,0
Marco Verratti,ITA,MF,29,1992,24.4,76,49,34,36,6,38,89,42.7,51,42,6,36,27,103,11,3
Marquinhos,BRA,DF,28,1994,30.2,33,25,18,12,3,18,26,69.2,8,43,27,16,23,56,83,2
Neymar,BRA,"MF,FW",30,1992,17.2,22,14,6,9,7,9,19,47.4,10,7,1,6,4,26,1,1
Nordi Mukiele,FRA,DF,24,1997,12.6,31,23,16,6,9,19,29,65.5,10,22,9,13,14,45,16,0
Nuno Mendes,POR,DF,20,2002,17.2,45,30,29,12,4,30,41,73.2,11,19,3,16,17,62,18,0
Pablo Sarabia,ESP,"FW,MF",30,1992,4.1,5,4,2,2,1,1,7,14.3,6,3,0,3,2,7,0,0
Presnel Kimpembe,FRA,DF,26,1995,8.1,17,8,9,6,2,9,13,69.2,4,12,7,5,13,30,9,1
Renato Sanches,POR,MF,24,1997,8.0,8,1,1,3,4,5,14,35.7,9,13,3,10,9,17,4,0
Sergio Ramos,ESP,DF,36,1986,30.0,34,26,14,18,2,23,44,52.3,21,29,13,16,34,68,93,3
Timothee Pembele,FRA,DF,19,2002,2.9,5,5,3,1,1,2,4,50.0,2,2,0,2,4,9,2,0
Vitinha,POR,MF,22,2000,27.2,58,25,21,27,10,27,83,32.5,56,27,4,23,25,83,15,0
Warren Zaïre-Emery,FRA,"MF,DF",16,2006,10.3,17,10,5,10,2,8,29,27.6,21,11,0,11,12,29,17,0
