General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Adam Ounas,ALG,FW,25,1996,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0
Alessandro Zanoli,ITA,DF,21,2000,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
Alessio Zerbin,ITA,FW,23,1999,2.2,1,0,0,9,6,1,1,2,5,0,0,0,8,0,1,0.0
Alex Meret,ITA,GK,25,1997,34.0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,100.0
Amir Rrahmani,KVX,DF,28,1994,27.2,2,0,0,22,12,1,1,14,18,0,0,0,162,67,40,62.6
Andre-Frank Zambo Anguissa,CMR,MF,26,1995,33.9,3,0,0,44,48,2,24,49,32,1,0,0,226,47,27,63.5
Bartosz Bereszyński,POL,DF,30,1992,1.8,1,0,0,2,2,0,0,3,2,0,0,0,14,2,1,66.7
Diego Demme,GER,MF,30,1991,1.6,0,0,0,2,3,0,0,0,0,0,0,0,5,2,1,66.7
Elif Elmas,MKD,"FW,MF",22,1999,18.1,5,0,0,22,14,3,30,11,13,0,0,0,77,5,14,26.3
Giacomo Raspadori,ITA,"FW,MF",22,2000,10.1,1,0,0,7,12,1,32,4,8,0,0,0,31,3,8,27.3
Gianluca Gaetano,ITA,MF,22,2000,0.8,0,0,0,2,1,0,1,1,3,0,0,0,6,0,0,
Giovanni Di Lorenzo,ITA,DF,28,1993,36.2,2,0,0,31,36,4,88,30,29,0,0,0,171,41,34,54.7
Giovanni Simeone,ARG,FW,27,1995,4.5,1,0,0,7,9,1,2,1,3,0,0,0,15,6,19,24.0
Hirving Lozano,MEX,FW,27,1995,17.8,3,0,0,27,31,4,73,15,13,0,0,0,60,8,13,38.1
Juan Jesus,BRA,DF,31,1991,10.4,2,0,0,10,5,0,0,10,11,0,0,0,58,30,9,76.9
Karim Zedadka,FRA,FW,22,2000,0.2,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,50.0
Khvicha Kvaratskhelia,GEO,FW,21,2001,28.0,1,0,0,20,45,6,76,5,23,4,0,0,118,8,13,38.1
Kim Min-jae,KOR,DF,25,1996,33.9,5,0,0,30,7,0,6,41,30,0,0,0,211,91,54,62.8
Leo Skiri Østigård,NOR,DF,22,1999,4.7,1,0,0,2,4,0,0,6,1,0,0,0,18,30,7,81.1
Mathías Olivera,URU,DF,24,1997,18.3,2,0,0,21,25,2,19,22,23,0,0,0,99,33,42,44.0
Matteo Politano,ITA,FW,28,1993,13.0,1,0,0,11,22,1,82,7,9,0,0,0,66,3,6,33.3
Mário Rui,POR,DF,31,1991,19.4,2,1,0,19,31,0,110,15,22,0,0,0,155,13,25,34.2
Pierluigi Gollini,ITA,GK,27,1995,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Piotr Zieliński,POL,MF,28,1994,25.4,3,0,0,21,35,2,112,14,10,0,0,0,102,4,13,23.5
Stanislav Lobotka,SVK,MF,27,1994,34.5,2,0,0,25,55,0,2,23,44,1,0,0,254,12,17,41.4
Tanguy Ndombele,FRA,MF,25,1996,9.0,5,0,0,15,23,0,1,7,8,0,1,0,42,7,3,70.0
Victor Osimhen,NGA,FW,23,1998,28.5,4,0,0,40,38,32,19,6,6,2,1,0,58,65,54,54.6
