General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adam Ounas,ALG,FW,25,1996,0.2,0,1,0,0.0,6.0,0.0,0.0,,27.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Alessandro Zanoli,ITA,DF,21,2000,0.1,0,1,1,100.0,7.5,7.5,0.0,0.0,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Alessio Zerbin,ITA,FW,23,1999,2.2,0,5,3,60.0,2.27,1.36,0.0,0.0,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Alex Meret,ITA,GK,25,1997,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Amir Rrahmani,KVX,DF,28,1994,27.2,2,21,3,14.3,0.77,0.11,0.1,0.67,13.4,0,0,0,1.8,1.8,0.09,0.2,0.2
Andre-Frank Zambo Anguissa,CMR,MF,26,1995,33.9,3,50,15,30.0,1.48,0.44,0.06,0.2,18.1,1,0,0,4.4,4.4,0.09,-1.4,-1.4
Bartosz Bereszyński,POL,DF,30,1992,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Diego Demme,GER,MF,30,1991,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Elif Elmas,MKD,"FW,MF",22,1999,18.1,6,32,10,31.3,1.77,0.55,0.16,0.5,17.7,1,1,1,4.0,3.3,0.1,2.0,1.7
Giacomo Raspadori,ITA,"FW,MF",22,2000,10.1,2,41,16,39.0,4.05,1.58,0.05,0.13,17.1,3,0,0,3.5,3.5,0.09,-1.5,-1.5
Gianluca Gaetano,ITA,MF,22,2000,0.8,1,7,5,71.4,8.29,5.92,0.14,0.2,18.3,0,0,0,1.1,1.1,0.15,-0.1,-0.1
Giovanni Di Lorenzo,ITA,DF,28,1993,36.2,3,31,13,41.9,0.86,0.36,0.1,0.23,11.8,0,0,0,2.7,2.7,0.09,0.3,0.3
Giovanni Simeone,ARG,FW,27,1995,4.5,4,14,8,57.1,3.1,1.77,0.29,0.5,17.5,0,0,0,1.4,1.4,0.1,2.6,2.6
Hirving Lozano,MEX,FW,27,1995,17.8,3,41,13,31.7,2.3,0.73,0.05,0.15,18.5,0,1,1,5.4,4.6,0.11,-2.4,-2.6
Juan Jesus,BRA,DF,31,1991,10.4,1,5,1,20.0,0.48,0.1,0.2,1.0,17.3,0,0,0,0.2,0.2,0.04,0.8,0.8
Karim Zedadka,FRA,FW,22,2000,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Khvicha Kvaratskhelia,GEO,FW,21,2001,28.0,12,83,30,36.1,2.97,1.07,0.12,0.33,19.1,3,2,2,8.2,6.6,0.08,3.8,3.4
Kim Min-jae,KOR,DF,25,1996,33.9,2,8,3,37.5,0.24,0.09,0.25,0.67,6.6,0,0,0,1.0,1.0,0.13,1.0,1.0
Leo Skiri Østigård,NOR,DF,22,1999,4.7,0,3,0,0.0,0.64,0.0,0.0,,20.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mathías Olivera,URU,DF,24,1997,18.3,2,9,4,44.4,0.49,0.22,0.22,0.5,12.8,0,0,0,0.7,0.7,0.08,1.3,1.3
Matteo Politano,ITA,FW,28,1993,13.0,3,30,6,20.0,2.32,0.46,0.03,0.17,20.7,1,2,3,4.1,1.7,0.06,-1.1,-0.7
Mário Rui,POR,DF,31,1991,19.4,0,11,4,36.4,0.57,0.21,0.0,0.0,21.9,2,0,0,0.6,0.6,0.06,-0.6,-0.6
Pierluigi Gollini,ITA,GK,27,1995,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Piotr Zieliński,POL,MF,28,1994,25.4,3,53,19,35.8,2.09,0.75,0.06,0.16,22.4,6,0,0,3.5,3.5,0.07,-0.5,-0.5
Stanislav Lobotka,SVK,MF,27,1994,34.5,1,11,4,36.4,0.32,0.12,0.09,0.25,22.3,0,0,0,0.6,0.6,0.06,0.4,0.4
Tanguy Ndombele,FRA,MF,25,1996,9.0,1,16,2,12.5,1.78,0.22,0.06,0.5,22.4,0,0,0,1.0,1.0,0.06,0.0,0.0
Victor Osimhen,NGA,FW,23,1998,28.5,26,132,52,39.4,4.63,1.82,0.18,0.46,12.8,1,2,3,21.3,18.9,0.14,4.7,5.1
