General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adam Ounas,ALG,FW,25,1996,0.2,19,0,4,12,5,1,19,2,2,100.0,0,0.0,14,121,108,3,2,0,0,0,17,1
Alessandro Zanoli,ITA,DF,21,2000,0.1,14,0,5,6,3,1,14,0,0,,0,,7,55,45,1,1,1,0,0,11,2
Alessio Zerbin,ITA,FW,23,1999,2.2,115,5,16,63,36,9,115,5,2,40.0,3,60.0,71,322,124,5,0,3,5,5,84,20
Alex Meret,ITA,GK,25,1997,34.0,974,828,972,2,0,0,974,0,0,,0,,544,2256,1190,0,0,0,0,0,476,0
Amir Rrahmani,KVX,DF,28,1994,27.2,2372,228,955,1327,102,29,2372,6,3,50.0,2,33.3,1573,8201,5024,23,23,1,9,3,1768,5
Andre-Frank Zambo Anguissa,CMR,MF,26,1995,33.9,2647,47,408,1519,758,88,2647,71,33,46.5,33,46.5,1744,7649,3048,58,56,9,72,50,2108,140
Bartosz Bereszyński,POL,DF,30,1992,1.8,124,6,33,60,32,1,124,3,1,33.3,2,66.7,61,342,173,8,7,0,1,1,66,7
Diego Demme,GER,MF,30,1991,1.6,205,6,30,153,22,0,205,4,2,50.0,1,25.0,143,612,270,3,1,0,3,1,183,1
Elif Elmas,MKD,"FW,MF",22,1999,18.1,1196,10,130,582,498,47,1195,52,23,44.2,22,42.3,753,3972,1995,42,41,13,33,22,961,103
Giacomo Raspadori,ITA,"FW,MF",22,2000,10.1,577,4,50,238,290,55,577,21,8,38.1,10,47.6,348,1424,539,13,10,5,31,14,445,88
Gianluca Gaetano,ITA,MF,22,2000,0.8,79,0,3,39,38,8,79,3,2,66.7,0,0.0,53,240,123,4,2,2,2,4,64,9
Giovanni Di Lorenzo,ITA,DF,28,1993,36.2,2957,104,715,1476,788,94,2957,33,12,36.4,17,51.5,1842,7948,4413,73,62,4,21,17,2119,182
Giovanni Simeone,ARG,FW,27,1995,4.5,194,4,16,87,92,25,194,15,7,46.7,5,33.3,144,722,225,11,9,3,27,13,159,34
Hirving Lozano,MEX,FW,27,1995,17.8,811,9,73,285,467,77,810,78,38,48.7,31,39.7,570,4050,2285,86,29,22,39,13,607,190
Juan Jesus,BRA,DF,31,1991,10.4,834,56,300,518,21,7,834,0,0,,0,,532,3282,2091,14,9,0,5,1,575,3
Karim Zedadka,FRA,FW,22,2000,0.2,20,1,4,10,6,2,20,1,0,0.0,0,0.0,13,63,28,1,0,1,1,0,15,4
Khvicha Kvaratskhelia,GEO,FW,21,2001,28.0,1548,8,110,486,976,175,1546,199,75,37.7,107,53.8,1054,6935,3699,139,62,84,63,48,1221,291
Kim Min-jae,KOR,DF,25,1996,33.9,3142,298,1329,1722,104,27,3142,7,4,57.1,3,42.9,1942,8608,4964,42,21,2,13,7,2349,8
Leo Skiri Østigård,NOR,DF,22,1999,4.7,401,35,176,209,17,2,401,0,0,,0,,259,1619,939,5,5,0,4,0,271,1
Mathías Olivera,URU,DF,24,1997,18.3,1588,47,360,805,432,40,1588,30,10,33.3,13,43.3,931,4080,2379,60,44,9,22,24,1040,68
Matteo Politano,ITA,FW,28,1993,13.0,798,10,103,267,439,57,795,55,23,41.8,25,45.5,523,4082,2237,81,38,27,31,11,587,138
Mário Rui,POR,DF,31,1991,19.4,1864,36,381,946,552,11,1864,16,8,50.0,5,31.3,1101,4711,2976,52,56,2,10,7,1243,97
Pierluigi Gollini,ITA,GK,27,1995,4.0,166,142,166,0,0,0,166,0,0,,0,,111,517,337,0,0,0,0,0,96,0
Piotr Zieliński,POL,MF,28,1994,25.4,1755,19,183,822,765,54,1755,58,22,37.9,29,50.0,1086,5372,2485,62,75,9,27,15,1361,129
Stanislav Lobotka,SVK,MF,27,1994,34.5,2536,66,523,1653,379,14,2536,27,18,66.7,5,18.5,1628,7751,3135,51,68,9,25,16,1950,39
Tanguy Ndombele,FRA,MF,25,1996,9.0,685,12,78,424,189,28,685,37,19,51.4,12,32.4,461,2028,977,27,19,4,26,18,578,33
Victor Osimhen,NGA,FW,23,1998,28.5,789,31,45,224,537,232,786,75,25,33.3,36,48.0,469,2589,836,43,23,27,96,49,594,196
