General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adam Ounas,ALG,FW,25,1996,0.2,17,16,0,0,0,1,0,0,0,0,0,0,13,1,1
Alessandro Zanoli,ITA,DF,21,2000,0.1,11,10,1,0,0,0,1,1,0,0,0,0,9,0,1
Alessio Zerbin,ITA,FW,23,1999,2.2,78,76,0,0,0,0,1,0,0,0,0,0,56,2,2
Alex Meret,ITA,GK,25,1997,34.0,931,688,243,45,0,2,0,0,0,0,0,0,818,0,0
Amir Rrahmani,KVX,DF,28,1994,27.2,2167,2097,67,63,0,30,1,3,0,0,0,0,1977,3,7
Andre-Frank Zambo Anguissa,CMR,MF,26,1995,33.9,2261,2230,29,18,2,3,24,11,0,0,0,0,1988,2,24
Bartosz Bereszyński,POL,DF,30,1992,1.8,105,84,21,1,0,2,0,20,0,0,0,0,87,0,3
Diego Demme,GER,MF,30,1991,1.6,191,187,4,4,0,0,0,0,0,0,0,0,181,0,1
Elif Elmas,MKD,"FW,MF",22,1999,18.1,1012,968,40,10,3,3,30,11,16,3,9,0,879,4,11
Giacomo Raspadori,ITA,"FW,MF",22,2000,10.1,452,409,43,16,0,6,32,1,19,9,4,0,348,0,14
Gianluca Gaetano,ITA,MF,22,2000,0.8,62,58,2,2,0,0,1,0,0,0,0,0,48,2,1
Giovanni Di Lorenzo,ITA,DF,28,1993,36.2,2687,2311,366,58,5,25,88,304,2,0,0,0,2272,10,61
Giovanni Simeone,ARG,FW,27,1995,4.5,106,104,2,0,0,1,2,0,0,0,0,0,76,0,4
Hirving Lozano,MEX,FW,27,1995,17.8,588,579,6,0,0,3,73,5,1,0,0,0,441,3,23
Juan Jesus,BRA,DF,31,1991,10.4,742,703,38,30,1,0,0,7,0,0,0,0,669,1,1
Karim Zedadka,FRA,FW,22,2000,0.2,16,10,6,3,0,0,1,3,0,0,0,0,11,0,1
Khvicha Kvaratskhelia,GEO,FW,21,2001,28.0,1136,1083,49,9,14,15,76,18,22,8,3,0,900,4,22
Kim Min-jae,KOR,DF,25,1996,33.9,2812,2755,53,49,2,30,6,3,0,0,0,0,2552,4,15
Leo Skiri Østigård,NOR,DF,22,1999,4.7,357,344,12,11,0,9,0,1,0,0,0,0,306,1,1
Mathías Olivera,URU,DF,24,1997,18.3,1381,1176,201,26,1,8,19,173,2,1,0,0,1200,4,19
Matteo Politano,ITA,FW,28,1993,13.0,641,571,64,13,2,8,82,19,32,18,3,0,468,6,24
Mário Rui,POR,DF,31,1991,19.4,1734,1427,300,70,2,30,110,188,42,15,19,0,1408,7,26
Pierluigi Gollini,ITA,GK,27,1995,4.0,159,123,36,5,0,1,0,0,0,0,0,0,136,0,0
Piotr Zieliński,POL,MF,28,1994,25.4,1552,1381,167,41,2,6,112,4,92,30,36,1,1300,4,25
Stanislav Lobotka,SVK,MF,27,1994,34.5,2301,2252,47,33,0,14,2,2,0,0,0,0,2163,2,10
Tanguy Ndombele,FRA,MF,25,1996,9.0,574,562,12,8,1,0,1,2,0,0,0,0,504,0,13
Victor Osimhen,NGA,FW,23,1998,28.5,400,383,17,0,1,3,19,9,0,0,0,0,276,0,27
