General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Adam Ounas,ALG,FW,25,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Alessandro Zanoli,ITA,DF,21,2000,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Alessio Zerbin,ITA,FW,23,1999,2.2,10,5,4,5,1,4,8,50.0,4,2,0,2,2,12,2,0
Alex Meret,ITA,GK,25,1997,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1
Amir Rrahmani,KVX,DF,28,1994,27.2,33,18,20,13,0,17,26,65.4,9,36,20,16,14,47,79,1
Andre-Frank Zambo Anguissa,CMR,MF,26,1995,33.9,53,32,16,29,8,16,64,25.0,48,50,4,46,49,102,25,0
Bartosz Bereszyński,POL,DF,30,1992,1.8,3,2,1,1,1,2,2,100.0,0,4,0,4,3,6,3,0
Diego Demme,GER,MF,30,1991,1.6,1,0,1,0,0,0,4,0.0,4,2,0,2,0,1,1,0
Elif Elmas,MKD,"FW,MF",22,1999,18.1,24,13,8,12,4,11,23,47.8,12,18,2,16,11,35,5,0
Giacomo Raspadori,ITA,"FW,MF",22,2000,10.1,10,8,0,6,4,4,10,40.0,6,9,0,9,4,14,4,0
Gianluca Gaetano,ITA,MF,22,2000,0.8,5,3,1,3,1,0,0,,0,1,0,1,1,6,0,0
Giovanni Di Lorenzo,ITA,DF,28,1993,36.2,60,29,33,19,8,25,49,51.0,24,30,9,21,30,90,60,0
Giovanni Simeone,ARG,FW,27,1995,4.5,12,3,3,5,4,3,8,37.5,5,2,1,1,1,13,4,0
Hirving Lozano,MEX,FW,27,1995,17.8,24,13,10,6,8,9,21,42.9,12,31,0,31,15,39,6,0
Juan Jesus,BRA,DF,31,1991,10.4,16,11,9,6,1,9,12,75.0,3,18,11,7,10,26,29,0
Karim Zedadka,FRA,FW,22,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Khvicha Kvaratskhelia,GEO,FW,21,2001,28.0,43,23,12,8,23,17,43,39.5,26,20,0,20,5,48,6,1
Kim Min-jae,KOR,DF,25,1996,33.9,55,30,32,22,1,25,29,86.2,4,36,26,10,41,96,123,1
Leo Skiri Østigård,NOR,DF,22,1999,4.7,4,1,3,1,0,1,1,100.0,0,3,3,0,6,10,18,1
Mathías Olivera,URU,DF,24,1997,18.3,39,23,16,16,7,22,43,51.2,21,28,2,26,22,61,26,0
Matteo Politano,ITA,FW,28,1993,13.0,18,9,9,5,4,11,25,44.0,14,6,0,6,7,25,7,0
Mário Rui,POR,DF,31,1991,19.4,34,22,17,13,4,20,41,48.8,21,17,4,13,15,49,24,1
Pierluigi Gollini,ITA,GK,27,1995,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Piotr Zieliński,POL,MF,28,1994,25.4,17,10,1,11,5,12,25,48.0,13,16,5,11,14,31,7,0
Stanislav Lobotka,SVK,MF,27,1994,34.5,83,44,35,35,13,43,73,58.9,30,29,7,22,23,106,16,0
Tanguy Ndombele,FRA,MF,25,1996,9.0,14,8,4,8,2,4,7,57.1,3,10,1,9,7,21,7,1
Victor Osimhen,NGA,FW,23,1998,28.5,10,6,1,2,7,0,7,0.0,7,6,1,5,6,16,29,0
