General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aster Vranckx,BEL,MF,19,2002,1,8,8,0.3,0.1,0,,0,1,8,1,0.0,0,0,0,0.0,-0.27,0.1,0.1,0.0,-0.24,-0.25
Bartol Franjić,CRO,MF,22,2000,5,227,45,7.4,2.5,3,71,0,2,7,10,1.8,3,5,-2,-0.79,-1.14,2.4,4.0,-1.6,-0.63,-0.68
Bartosz Białek,POL,FW,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
David Odogu,GER,DF,16,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Dženan Pejčinović,GER,FW,17,2005,1,11,11,0.4,0.1,0,,0,1,11,9,0.0,0,0,0,0.0,-0.27,0.9,0.5,0.4,3.63,3.64
Felix Nmecha,GER,MF,21,2000,30,1836,61,60.0,20.4,19,82,11,11,25,1,1.47,34,25,9,0.44,0.44,31.6,33.3,-1.7,-0.09,-0.21
Jakub Kamiński,POL,"FW,DF",20,2002,31,2058,66,67.3,22.9,25,76,5,6,25,2,1.48,47,27,20,0.87,1.86,37.6,33.3,4.4,0.19,0.58
Jonas Wind,DEN,FW,23,1999,24,1291,54,42.2,14.3,15,75,3,9,18,1,1.54,26,18,8,0.56,0.51,23.5,23.7,-0.2,-0.02,-0.03
Josip Brekalo,CRO,"MF,FW",24,1998,6,271,45,8.9,3.0,3,74,0,3,17,6,1.17,2,5,-3,-1.0,-1.38,2.1,4.5,-2.4,-0.79,-0.87
Josuha Guilavogui,FRA,"DF,MF",31,1990,23,1180,51,38.6,13.1,11,82,9,12,23,9,1.26,15,19,-4,-0.31,-0.93,18.2,22.4,-4.2,-0.32,-0.52
Jérôme Roussillon,FRA,"MF,DF",29,1993,4,22,6,0.7,0.2,0,,0,4,6,1,2.5,1,0,1,4.09,3.85,0.5,0.4,0.0,0.12,0.12
Kevin Paredes,USA,"FW,MF",19,2003,22,529,24,17.3,5.9,1,72,0,21,22,2,1.09,13,8,5,0.85,0.71,10.8,10.4,0.5,0.08,0.09
Kilian Fischer,GER,"DF,FW",21,2000,10,502,50,16.4,5.6,5,86,2,5,14,15,2.2,6,8,-2,-0.36,-0.75,5.8,8.3,-2.5,-0.45,-0.54
Koen Casteels,BEL,GK,30,1992,34,3060,90,100.0,34.0,34,90,34,0,,0,1.44,57,48,9,0.26,,51.3,51.3,0.0,0.0,
Luca Waldschmidt,GER,"FW,MF",26,1996,18,523,29,17.1,5.8,4,61,0,14,20,12,1.28,11,12,-1,-0.17,-0.53,9.9,11.4,-1.5,-0.26,-0.32
Lukas Nmecha,GER,FW,23,1998,16,899,56,29.4,10.0,10,79,5,6,19,2,1.13,13,16,-3,-0.3,-0.8,10.2,14.7,-4.4,-0.44,-0.63
Lukáš Ambros,CZE,MF,18,2004,1,17,17,0.6,0.2,0,,0,1,17,8,0.0,0,2,-2,-10.59,-10.91,0.0,1.0,-1.0,-5.36,-5.39
Mattias Svanberg,SWE,"MF,FW",23,1999,32,1835,57,60.0,20.4,21,74,7,11,26,1,1.41,35,35,0,0.0,-0.66,32.2,29.9,2.2,0.11,0.27
Max Kruse,GER,"MF,FW",34,1988,5,272,54,8.9,3.0,2,90,2,3,31,0,0.4,3,6,-3,-0.99,-1.38,2.8,7.4,-4.6,-1.52,-1.67
Maxence Lacroix,FRA,DF,22,2000,24,1627,68,53.2,18.1,18,83,13,6,23,6,1.38,31,26,5,0.28,0.03,28.5,26.5,2.0,0.11,0.23
Maximilian Arnold,GER,MF,28,1994,32,2767,86,90.4,30.7,32,86,24,0,,0,1.47,53,44,9,0.29,0.29,46.8,45.3,1.5,0.05,0.51
Maximilian Philipp,GER,FW,28,1994,3,116,39,3.8,1.3,1,58,0,2,29,4,1.33,0,1,-1,-0.78,-1.08,1.2,2.3,-1.1,-0.85,-0.88
Micky van de Ven,NED,DF,21,2001,33,2970,90,97.1,33.0,33,90,33,0,,0,1.39,54,48,6,0.18,-2.82,49.4,49.6,-0.2,0.0,-0.18
Nicolas Cozza,FRA,DF,23,1999,5,100,20,3.3,1.1,0,,0,5,20,10,2.0,2,2,0,0.0,-0.27,2.8,1.9,0.9,0.8,0.82
Niklas Klinger,GER,GK,26,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
Omar Marmoush,EGY,FW,23,1999,33,1476,45,48.2,16.4,15,69,1,18,24,1,1.45,24,24,0,0.0,-0.51,24.4,23.4,1.0,0.06,0.12
Patrick Wimmer,AUT,"FW,MF",21,2001,26,1648,63,53.9,18.3,23,69,1,3,21,0,1.58,34,26,8,0.44,0.37,28.6,25.1,3.4,0.19,0.4
Paulo Otávio,BRA,DF,27,1994,25,2041,82,66.7,22.7,25,82,15,0,,2,1.44,33,26,7,0.31,0.13,31.7,30.4,1.3,0.06,0.17
Pavao Pervan,AUT,GK,34,1987,0,,,,,0,,0,0,,33,,,,,,,,,,,
Philipp Schulze,GER,GK,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ridle Baku,GER,"DF,FW",24,1998,33,2580,78,84.3,28.7,29,86,23,4,25,0,1.48,52,41,11,0.38,0.76,44.3,42.9,1.4,0.05,0.32
Sebastiaan Bornauw,BEL,DF,23,1999,26,1928,74,63.0,21.4,23,82,18,3,11,7,1.54,41,31,10,0.47,0.55,32.3,33.0,-0.7,-0.03,-0.09
Yannick Gerhardt,GER,MF,28,1994,29,1866,64,61.0,20.7,22,79,12,7,18,0,1.62,37,25,12,0.58,0.8,34.3,27.1,7.2,0.35,0.89
