General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Arnaut Danjuma,NED,"FW,MF",25,1997,1.9,72,1,5,35,32,8,72,6,3,50.0,3,50.0,44,233,128,5,2,2,1,3,58,19
Ben Davies,WAL,DF,29,1993,25.4,1482,95,514,749,223,29,1482,15,5,33.3,7,46.7,835,4386,2692,39,33,4,11,5,1012,69
Bryan Gil,ESP,"MF,FW",21,2001,1.6,80,1,13,30,37,2,80,5,2,40.0,3,60.0,55,337,145,4,3,0,5,3,61,15
Clément Lenglet,FRA,DF,27,1995,22.4,1666,178,805,761,107,17,1666,12,7,58.3,4,33.3,1142,5666,3561,33,27,1,12,8,1256,7
Cristian Romero,ARG,DF,24,1998,26.3,1923,299,976,849,111,17,1923,22,13,59.1,8,36.4,1150,5216,2993,19,25,1,19,10,1226,9
Davinson Sánchez,COL,DF,26,1996,9.5,719,99,364,310,46,10,719,6,2,33.3,3,50.0,406,1607,788,5,2,0,3,2,473,4
Dejan Kulusevski,SWE,"MF,FW",22,2000,23.0,1048,26,156,394,528,107,1048,112,52,46.4,52,46.4,677,4905,2513,87,46,48,78,52,711,195
Djed Spence,ENG,"FW,DF",21,2000,0.1,12,0,3,1,8,2,12,1,0,0.0,0,0.0,8,92,66,2,1,1,0,2,10,2
Emerson,BRA,DF,23,1999,19.3,1323,101,481,505,346,46,1323,31,15,48.4,9,29.0,672,3662,2046,47,32,6,22,19,775,103
Eric Dier,ENG,DF,28,1994,31.3,2274,370,1333,866,84,25,2274,6,3,50.0,2,33.3,1368,6183,2851,9,9,1,10,3,1600,14
Fraser Forster,ENG,GK,34,1988,13.5,395,352,392,3,0,0,395,0,0,,0,,203,1098,616,0,0,0,1,0,148,0
George Abbott,ENG,MF,16,2005,0.0,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0
Harry Kane,ENG,FW,29,1993,37.8,1328,28,106,646,599,167,1322,108,40,37.0,53,49.1,834,4546,1842,60,50,21,74,58,1031,193
Harvey White,ENG,MF,20,2001,0.1,8,0,0,4,4,0,8,0,0,,0,,5,11,4,0,0,0,0,0,5,1
Hugo Lloris,FRA,GK,35,1986,24.5,794,723,792,2,0,0,794,0,0,,0,,430,2401,1498,0,0,0,2,0,353,0
Ivan Perišić,CRO,"DF,MF",33,1989,23.4,1370,73,357,443,583,94,1370,40,18,45.0,19,47.5,611,3704,2075,87,29,35,33,14,733,181
Japhet Tanganga,ENG,DF,23,1999,1.6,109,5,48,59,3,0,109,2,1,50.0,1,50.0,68,308,133,1,2,0,3,1,71,2
Lucas Moura,BRA,"MF,DF",29,1992,1.7,118,0,15,47,58,12,118,11,5,45.5,6,54.5,65,387,169,4,8,2,6,5,83,15
Matt Doherty,IRL,"DF,MF",30,1992,7.4,500,27,144,184,172,24,500,12,5,41.7,4,33.3,247,953,443,16,5,2,12,3,306,57
Matthew Craig,SCO,MF,19,2003,0.2,10,1,3,5,2,0,10,0,0,,0,,5,20,6,0,1,0,0,0,6,0
Oliver Skipp,ENG,MF,21,2000,16.6,915,45,245,554,124,7,915,15,11,73.3,3,20.0,496,2147,941,14,15,2,17,16,634,25
Pape Matar Sarr,SEN,"MF,FW",19,2002,2.4,190,15,65,104,21,1,190,5,2,40.0,1,20.0,122,577,216,1,0,0,5,2,125,0
Pedro Porro,ESP,"DF,MF",22,1999,12.6,817,45,246,293,285,25,817,41,14,34.1,23,56.1,423,2283,1359,34,17,4,15,7,480,95
Pierre Højbjerg,DEN,MF,26,1995,34.8,2633,122,670,1537,449,33,2633,45,30,66.7,12,26.7,1507,6846,3215,46,41,8,39,35,1925,66
Richarlison,BRA,"MF,FW",25,1997,11.2,441,11,78,172,200,62,441,34,12,35.3,18,52.9,260,1598,783,33,19,13,40,18,306,75
Rodrigo Bentancur,URU,MF,25,1997,16.7,1071,52,295,612,175,19,1071,34,21,61.8,11,32.4,581,3001,1444,26,14,1,22,17,732,19
Ryan Sessegnon,ENG,DF,22,2000,9.0,493,29,157,170,168,27,493,11,5,45.5,4,36.4,233,1435,815,24,11,5,11,10,270,64
Son Heung-min,KOR,"MF,FW",30,1992,32.1,1217,12,143,457,643,106,1217,83,33,39.8,40,48.2,728,4927,2357,82,60,31,64,55,860,196
Yves Bissouma,MLI,MF,25,1996,11.2,826,23,164,536,127,2,826,9,7,77.8,2,22.2,504,2761,1143,14,13,1,16,8,613,10
