General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Arnaut Danjuma,NED,"FW,MF",25,1997,1.9,2,0,1,1,0,0,0,,0,1,0,1,0,2,0,0
Ben Davies,WAL,DF,29,1993,25.4,28,11,13,13,2,14,26,53.8,12,17,8,9,18,46,72,0
Bryan Gil,ESP,"MF,FW",21,2001,1.6,3,1,3,0,0,0,3,0.0,3,3,0,3,1,4,1,0
Clément Lenglet,FRA,DF,27,1995,22.4,38,23,18,15,5,16,34,47.1,18,26,11,15,18,56,68,2
Cristian Romero,ARG,DF,24,1998,26.3,68,36,42,24,2,29,46,63.0,17,40,18,22,44,112,102,3
Davinson Sánchez,COL,DF,26,1996,9.5,24,11,17,6,1,14,20,70.0,6,16,10,6,12,36,41,0
Dejan Kulusevski,SWE,"MF,FW",22,2000,23.0,38,15,23,7,8,16,44,36.4,28,19,0,19,13,51,7,0
Djed Spence,ENG,"FW,DF",21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Emerson,BRA,DF,23,1999,19.3,54,33,38,12,4,27,40,67.5,13,17,3,14,18,72,75,0
Eric Dier,ENG,DF,28,1994,31.3,30,19,16,12,2,9,19,47.4,10,41,24,17,35,65,112,2
Fraser Forster,ENG,GK,34,1988,13.5,1,0,1,0,0,0,0,,0,1,0,1,0,1,3,1
George Abbott,ENG,MF,16,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Harry Kane,ENG,FW,29,1993,37.8,15,12,1,6,8,7,21,33.3,14,27,7,20,2,17,18,0
Harvey White,ENG,MF,20,2001,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Hugo Lloris,FRA,GK,35,1986,24.5,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,13,5
Ivan Perišić,CRO,"DF,MF",33,1989,23.4,42,24,25,10,7,27,47,57.4,20,29,7,22,22,64,49,1
Japhet Tanganga,ENG,DF,23,1999,1.6,3,2,3,0,0,1,5,20.0,4,1,0,1,2,5,8,0
Lucas Moura,BRA,"MF,DF",29,1992,1.7,8,5,1,3,4,1,4,25.0,3,0,0,0,2,10,1,1
Matt Doherty,IRL,"DF,MF",30,1992,7.4,16,10,12,3,1,8,10,80.0,2,11,6,5,8,24,14,1
Matthew Craig,SCO,MF,19,2003,0.2,4,1,2,2,0,0,0,,0,0,0,0,0,4,0,0
Oliver Skipp,ENG,MF,21,2000,16.6,34,17,18,15,1,16,33,48.5,17,17,8,9,17,51,19,1
Pape Matar Sarr,SEN,"MF,FW",19,2002,2.4,7,6,4,2,1,4,8,50.0,4,3,2,1,6,13,6,0
Pedro Porro,ESP,"DF,MF",22,1999,12.6,25,16,8,15,2,14,39,35.9,25,25,2,23,15,40,24,1
Pierre Højbjerg,DEN,MF,26,1995,34.8,56,30,28,22,6,26,67,38.8,41,46,17,29,49,105,64,1
Richarlison,BRA,"MF,FW",25,1997,11.2,21,16,13,5,3,12,27,44.4,15,14,1,13,5,26,10,0
Rodrigo Bentancur,URU,MF,25,1997,16.7,45,28,15,21,9,16,28,57.1,12,28,15,13,20,65,22,0
Ryan Sessegnon,ENG,DF,22,2000,9.0,16,11,9,7,0,6,12,50.0,6,8,1,7,6,22,17,1
Son Heung-min,KOR,"MF,FW",30,1992,32.1,24,12,7,8,9,9,30,30.0,21,23,2,21,13,37,6,0
Yves Bissouma,MLI,MF,25,1996,11.2,16,13,6,6,4,2,7,28.6,5,15,6,9,12,28,10,0
