General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Arnaut Danjuma,NED,"FW,MF",25,1997,1.9,4,2.13,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ben Davies,WAL,DF,29,1993,25.4,37,1.46,33,1,0,3,0,0,7,0.28,5,0,0,2,0,0
Bryan Gil,ESP,"MF,FW",21,2001,1.6,5,3.04,4,0,1,0,0,0,3,1.82,3,0,0,0,0,0
Clément Lenglet,FRA,DF,27,1995,22.4,23,1.03,20,1,0,0,1,1,5,0.22,5,0,0,0,0,0
Cristian Romero,ARG,DF,24,1998,26.3,24,0.91,22,0,0,0,1,1,4,0.15,3,0,0,0,1,0
Davinson Sánchez,COL,DF,26,1996,9.5,5,0.53,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dejan Kulusevski,SWE,"MF,FW",22,2000,23.0,97,4.22,71,5,15,5,0,1,11,0.48,9,1,1,0,0,0
Djed Spence,ENG,"FW,DF",21,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Emerson,BRA,DF,23,1999,19.3,36,1.87,32,0,0,1,2,1,2,0.1,2,0,0,0,0,0
Eric Dier,ENG,DF,28,1994,31.3,29,0.93,24,1,0,4,0,0,2,0.06,1,0,0,1,0,0
Fraser Forster,ENG,GK,34,1988,13.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
George Abbott,ENG,MF,16,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Harry Kane,ENG,FW,29,1993,37.8,131,3.46,89,2,13,12,12,3,18,0.48,10,0,2,3,3,0
Harvey White,ENG,MF,20,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Hugo Lloris,FRA,GK,35,1986,24.5,5,0.2,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ivan Perišić,CRO,"DF,MF",33,1989,23.4,75,3.2,55,16,1,2,1,0,11,0.47,7,3,1,0,0,0
Japhet Tanganga,ENG,DF,23,1999,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Moura,BRA,"MF,DF",29,1992,1.7,9,5.29,6,0,1,0,1,1,1,0.59,0,0,1,0,0,0
Matt Doherty,IRL,"DF,MF",30,1992,7.4,18,2.43,13,0,2,2,1,0,3,0.41,2,0,0,1,0,0
Matthew Craig,SCO,MF,19,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Oliver Skipp,ENG,MF,21,2000,16.6,27,1.63,24,0,0,0,2,1,1,0.06,0,0,0,0,1,0
Pape Matar Sarr,SEN,"MF,FW",19,2002,2.4,4,1.65,4,0,0,0,0,0,2,0.83,2,0,0,0,0,0
Pedro Porro,ESP,"DF,MF",22,1999,12.6,41,3.26,29,7,1,2,1,1,6,0.48,6,0,0,0,0,0
Pierre Højbjerg,DEN,MF,26,1995,34.8,97,2.79,89,0,2,2,1,3,14,0.4,14,0,0,0,0,0
Richarlison,BRA,"MF,FW",25,1997,11.2,35,3.12,22,0,1,4,8,0,5,0.45,3,0,0,0,2,0
Rodrigo Bentancur,URU,MF,25,1997,16.7,34,2.04,27,0,1,2,1,3,5,0.3,2,0,0,1,0,2
Ryan Sessegnon,ENG,DF,22,2000,9.0,23,2.55,16,0,0,5,1,1,2,0.22,1,0,0,1,0,0
Son Heung-min,KOR,"MF,FW",30,1992,32.1,122,3.8,74,27,7,10,4,0,13,0.4,8,3,2,0,0,0
Yves Bissouma,MLI,MF,25,1996,11.2,29,2.58,24,0,1,1,1,2,1,0.09,1,0,0,0,0,0
