General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Arnaut Danjuma,NED,"FW,MF",25,1997,1.9,39,56,69.6,514,107,29,35,82.9,8,10,80.0,2,2,100.0,0,0.0,0.1,0.0,1,5,2,2,2
Ben Davies,WAL,DF,29,1993,25.4,1040,1281,81.2,17332,5962,500,559,89.4,445,514,86.6,69,136,50.7,2,2.5,1.5,-0.5,20,79,9,6,107
Bryan Gil,ESP,"MF,FW",21,2001,1.6,47,60,78.3,638,92,26,32,81.3,14,16,87.5,2,4,50.0,1,0.2,0.1,0.8,2,3,2,0,5
Clément Lenglet,FRA,DF,27,1995,22.4,1270,1465,86.7,23668,8588,484,501,96.6,637,701,90.9,129,219,58.9,2,0.6,0.8,1.4,6,80,11,5,85
Cristian Romero,ARG,DF,24,1998,26.3,1407,1606,87.6,25378,9085,562,618,90.9,698,746,93.6,119,176,67.6,1,1.2,1.0,-0.2,8,87,8,0,92
Davinson Sánchez,COL,DF,26,1996,9.5,515,594,86.7,9178,2770,187,201,93.0,297,320,92.8,24,52,46.2,0,0.4,0.2,-0.4,2,35,1,1,35
Dejan Kulusevski,SWE,"MF,FW",22,2000,23.0,582,746,78.0,8120,2005,355,410,86.6,179,226,79.2,25,51,49.0,7,4.6,4.8,2.4,47,14,38,11,67
Djed Spence,ENG,"FW,DF",21,2000,0.1,5,9,55.6,60,4,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Emerson,BRA,DF,23,1999,19.3,848,1060,80.0,13378,3797,437,482,90.7,330,392,84.2,53,93,57.0,1,0.6,1.0,0.4,9,58,17,3,80
Eric Dier,ENG,DF,28,1994,31.3,1708,2001,85.4,32594,12717,636,688,92.4,866,934,92.7,179,317,56.5,1,1.2,0.6,-0.2,7,76,8,3,87
Fraser Forster,ENG,GK,34,1988,13.5,266,363,73.3,6319,4013,79,79,100.0,125,127,98.4,61,154,39.6,0,0.0,0.0,0.0,0,2,0,0,0
George Abbott,ENG,MF,16,2005,0.0,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Harry Kane,ENG,FW,29,1993,37.8,642,921,69.7,12295,4345,286,368,77.7,236,302,78.1,103,164,62.8,3,7.0,4.0,-4.0,57,100,47,6,180
Harvey White,ENG,MF,20,2001,0.1,3,8,37.5,54,21,2,3,66.7,0,2,0.0,1,3,33.3,0,0.0,0.0,0.0,0,0,1,1,0
Hugo Lloris,FRA,GK,35,1986,24.5,561,728,77.1,13442,8398,174,177,98.3,241,242,99.6,146,305,47.9,0,0.0,0.0,0.0,0,13,0,0,0
Ivan Perišić,CRO,"DF,MF",33,1989,23.4,713,1121,63.6,12565,3575,357,443,80.6,249,389,64.0,91,210,43.3,8,6.1,5.2,1.9,48,29,36,24,61
Japhet Tanganga,ENG,DF,23,1999,1.6,82,92,89.1,1323,541,42,46,91.3,34,38,89.5,5,7,71.4,0,0.0,0.0,0.0,0,4,1,1,5
Lucas Moura,BRA,"MF,DF",29,1992,1.7,62,89,69.7,831,264,39,50,78.0,21,26,80.8,0,3,0.0,0,0.3,0.4,-0.3,4,3,5,1,13
Matt Doherty,IRL,"DF,MF",30,1992,7.4,329,408,80.6,4896,1222,190,204,93.1,107,137,78.1,18,35,51.4,0,0.3,0.3,-0.3,6,14,5,3,20
Matthew Craig,SCO,MF,19,2003,0.2,5,6,83.3,65,1,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Oliver Skipp,ENG,MF,21,2000,16.6,660,772,85.5,10674,2638,326,354,92.1,270,300,90.0,42,63,66.7,0,0.6,0.4,-0.6,10,52,7,1,56
Pape Matar Sarr,SEN,"MF,FW",19,2002,2.4,141,154,91.6,2130,449,70,73,95.9,62,65,95.4,3,8,37.5,1,0.3,0.0,0.7,2,9,0,0,13
Pedro Porro,ESP,"DF,MF",22,1999,12.6,465,648,71.8,7553,2604,241,272,88.6,168,221,76.0,43,98,43.9,3,3.0,2.3,0.0,25,28,23,14,39
Pierre Højbjerg,DEN,MF,26,1995,34.8,2021,2292,88.2,36323,9705,897,970,92.5,814,895,90.9,242,314,77.1,5,3.1,3.2,1.9,30,207,35,5,235
Richarlison,BRA,"MF,FW",25,1997,11.2,196,279,70.3,2927,700,109,145,75.2,60,82,73.2,13,18,72.2,3,2.2,1.5,0.8,16,16,10,3,28
Rodrigo Bentancur,URU,MF,25,1997,16.7,738,880,83.9,11482,3178,368,413,89.1,301,336,89.6,39,70,55.7,2,0.8,0.7,1.2,11,54,9,4,76
Ryan Sessegnon,ENG,DF,22,2000,9.0,280,390,71.8,4093,1075,178,213,83.6,81,120,67.5,16,29,55.2,0,1.1,1.1,-1.1,6,16,11,3,22
Son Heung-min,KOR,"MF,FW",30,1992,32.1,680,909,74.8,9315,2506,410,477,86.0,191,249,76.7,36,90,40.0,6,6.5,4.5,-0.5,61,32,32,6,79
Yves Bissouma,MLI,MF,25,1996,11.2,666,733,90.9,10412,2333,340,357,95.2,271,289,93.8,38,48,79.2,0,0.5,0.4,-0.5,8,55,5,1,62
