General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Ahmed Kutucu,TUR,"FW,MF",20,2000,7,0,108,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,1,10,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
Alessandro Schöpf,AUT,"FW,MF",26,1994,19,10,942,10.5,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,19,22,63,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07
Amine Harit,MAR,"MF,FW",23,1997,28,25,2101,23.3,2,5,7,2,0,0,4,0,1.5,1.5,5.1,6.7,83,93,152,0.09,0.21,0.3,0.09,0.3,0.07,0.22,0.29,0.07,0.29
Bastian Oczipka,GER,"DF,FW",31,1989,27,20,1922,21.4,0,2,2,0,0,0,1,0,0.3,0.3,1.7,1.9,40,71,60,0.0,0.09,0.09,0.0,0.09,0.01,0.08,0.09,0.01,0.09
Benito Raman,BEL,"FW,MF",25,1994,25,13,1246,13.8,2,0,2,2,0,0,2,0,2.3,2.2,1.2,3.5,14,30,75,0.14,0.0,0.14,0.14,0.14,0.17,0.09,0.26,0.16,0.25
Benjamin Stambouli,FRA,"DF,MF",29,1990,24,22,1956,21.7,0,2,2,0,0,0,5,0,0.1,0.1,0.4,0.5,16,102,9,0.0,0.09,0.09,0.0,0.09,0.0,0.02,0.02,0.0,0.02
Blendi Idrizi,KVX,MF,22,1998,3,3,238,2.6,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,6,5,2,0.38,0.0,0.38,0.38,0.38,0.08,0.13,0.21,0.08,0.21
Can Bozdogan,GER,"MF,FW",19,2001,14,5,651,7.2,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.2,9,16,18,0.0,0.28,0.28,0.0,0.28,0.07,0.09,0.17,0.07,0.17
Florian Flick,GER,MF,20,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1,6,1,0.25,0.0,0.25,0.25,0.25,0.12,0.0,0.12,0.12,0.12
