General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Adrià Pedrosa,ESP,DF,26-277,1998,17,15,1251,13.9,1,1,2,1,0,0,5,0,0.3,0.3,0.6,0.9,18,39,53,0.07,0.07,0.14,0.07,0.14,0.02,0.04,0.06,0.02,0.06
Akor Adams,NGA,FW,25-016,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Sambi Lokonga,BEL,MF,25-115,1999,15,12,1117,12.4,0,2,2,0,0,0,3,0,0.3,0.3,0.5,0.8,19,68,14,0.0,0.16,0.16,0.0,0.16,0.03,0.04,0.07,0.03,0.07
Carmona,ESP,DF,23-016,2002,21,21,1840,20.4,0,0,0,0,0,0,5,0,0.3,0.3,1.3,1.6,20,70,23,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
Chidera Ejuke,NGA,"FW,MF",27-043,1998,13,6,624,6.9,1,0,1,1,0,0,0,0,0.8,0.8,1.3,2.0,56,26,69,0.14,0.0,0.14,0.14,0.14,0.11,0.18,0.29,0.11,0.29
Darío Fuentes,ESP,DF,22-033,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibril Sow,SUI,MF,28-008,1997,18,13,1155,12.8,1,1,2,1,0,0,4,0,1.8,1.8,0.6,2.3,13,67,31,0.08,0.08,0.16,0.08,0.16,0.14,0.04,0.18,0.14,0.18
Dodi Lukebakio,BEL,FW,27-143,1997,23,22,1898,21.1,9,0,9,8,1,1,2,0,7.0,6.2,1.8,8.0,90,54,153,0.43,0.0,0.43,0.38,0.38,0.33,0.09,0.42,0.29,0.38
Gonzalo Montiel,ARG,"DF,MF",28-044,1997,6,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Isaac Romero,ESP,FW,24-272,2000,19,18,1490,16.6,2,2,4,2,0,1,7,0,4.5,3.7,1.8,5.5,16,18,71,0.12,0.12,0.24,0.12,0.24,0.27,0.11,0.38,0.22,0.33
