General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdoul Kader Bamba,FRA,"FW,MF",28,1994,4,78,20,2.3,0.9,1,60,0,3,6,9,0.6,3,1,2,2.31,2.85,0.7,0.4,0.3,0.33,0.6
Alban Lafont,FRA,GK,23,1999,37,3329,90,97.3,37.0,37,90,36,0,,0,0.95,36,54,-18,-0.49,-0.49,41.0,51.7,-10.7,-0.29,-1.34
Andrei Girotto,BRA,"DF,MF",30,1992,36,3149,87,92.1,35.0,36,87,30,0,,1,0.97,34,50,-16,-0.46,0.21,39.1,48.3,-9.2,-0.26,-0.11
Andy Delort,ALG,FW,30,1991,12,469,39,13.7,5.2,6,56,0,6,22,0,0.75,2,9,-7,-1.34,-1.01,8.1,7.1,0.9,0.17,0.5
Benzema,EQG,MF,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Charles Traore,MLI,DF,30,1992,12,482,40,14.1,5.4,6,70,2,6,11,3,1.58,4,6,-2,-0.37,0.12,5.0,7.6,-2.6,-0.48,-0.26
Denis Petrić,SRB,GK,34,1988,0,,,,,0,,0,0,,15,,,,,,,,,,,
Dennis Appiah,FRA,"DF,MF",30,1992,15,795,53,23.2,8.8,9,76,3,6,18,0,0.87,8,16,-8,-0.91,-0.56,10.0,12.5,-2.4,-0.28,-0.03
Evann Guessand,CIV,"FW,MF",21,2001,30,1260,42,36.8,14.0,15,69,2,15,15,2,1.03,12,21,-9,-0.64,-0.27,15.2,18.8,-3.6,-0.26,-0.01
Fabien Centonze,FRA,DF,26,1996,23,1689,73,49.4,18.8,19,81,14,4,36,3,0.96,17,22,-5,-0.27,0.41,20.9,22.7,-1.8,-0.1,0.31
Florent Mollet,FRA,MF,30,1991,19,1089,57,31.8,12.1,11,79,5,8,28,0,0.79,9,21,-12,-0.99,-0.76,12.5,16.9,-4.4,-0.36,-0.16
Fábio,BRA,"DF,MF",32,1990,6,224,37,6.5,2.5,3,47,0,3,27,1,1.0,3,3,0,0.0,0.51,3.2,2.5,0.7,0.29,0.58
Gor Manvelyan,ARM,MF,20,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Ignatius Ganago,CMR,"FW,MF",23,1999,28,1520,54,44.4,16.9,16,77,5,12,25,1,0.89,20,28,-8,-0.47,0.0,20.6,21.4,-0.8,-0.05,0.37
Jaouen Hadjam,ALG,DF,19,2003,13,805,62,23.5,8.9,8,82,3,5,29,4,0.92,8,11,-3,-0.34,0.18,9.3,10.8,-1.6,-0.17,0.11
Jean-Charles Castelletto,CMR,DF,27,1995,32,2568,80,75.1,28.5,30,85,27,2,13,2,1.03,27,41,-14,-0.49,-0.07,31.0,38.9,-7.9,-0.28,-0.09
João Victor,BRA,DF,24,1998,13,842,65,24.6,9.4,9,80,7,4,31,4,0.92,9,16,-7,-0.75,-0.36,10.3,16.5,-6.2,-0.66,-0.54
Junior Diaz,CIV,DF,19,2003,0,,,,,0,,0,0,,9,,,,,,,,,,,
Lohann Doucet,FRA,"MF,FW",19,2002,9,91,10,2.7,1.0,0,,0,9,10,12,0.89,2,0,2,1.98,2.52,1.1,1.3,-0.2,-0.16,0.1
Loïc Affamah,FRA,FW,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ludovic Blas,FRA,"MF,FW",24,1997,37,2813,76,82.3,31.3,30,87,20,7,31,1,0.97,32,36,-4,-0.13,1.95,38.6,39.7,-1.1,-0.04,1.23
Marcus Coco,FRA,"FW,MF",26,1996,26,641,25,18.7,7.1,6,62,0,20,14,10,1.08,8,7,1,0.14,0.76,9.9,10.8,-0.9,-0.13,0.16
Mohamed Achi,FRA,FW,20,2002,2,36,18,1.1,0.4,0,,0,2,18,6,0.5,1,0,1,2.5,3.01,0.8,0.0,0.7,1.87,2.15
Moses Simon,NGA,"FW,MF",27,1995,34,2346,69,68.6,26.1,28,80,10,6,18,0,0.85,24,38,-14,-0.54,-0.2,28.5,36.8,-8.3,-0.32,-0.21
Mostafa Mohamed,EGY,FW,24,1997,36,1939,54,56.7,21.5,18,77,6,18,31,1,0.89,27,33,-6,-0.28,0.45,24.6,32.7,-8.1,-0.38,-0.28
Moussa Sissoko,FRA,MF,32,1989,30,1918,64,56.1,21.3,22,82,9,8,15,2,0.9,21,35,-14,-0.66,-0.42,20.5,30.5,-10.0,-0.47,-0.49
