General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Abdoul Kader Bamba,FRA,"FW,MF",28,1994,0.9,44,39,5,2,0,1,3,2,1,1,0,0,36,0,1
Alban Lafont,FRA,GK,23,1999,37.0,1191,840,349,102,0,9,0,0,0,0,0,0,835,2,2
Andrei Girotto,BRA,"DF,MF",30,1992,35.0,1750,1702,43,40,1,16,9,3,0,0,0,0,1445,5,12
Andy Delort,ALG,FW,30,1991,5.2,138,127,10,0,0,1,17,2,1,0,1,0,73,1,3
Charles Traore,MLI,DF,30,1992,5.4,239,180,59,6,0,0,6,53,0,0,0,0,181,0,6
Dennis Appiah,FRA,"DF,MF",30,1992,8.8,468,393,74,5,0,0,21,69,0,0,0,0,339,1,8
Evann Guessand,CIV,"FW,MF",21,2001,14.0,308,300,4,1,2,2,31,1,0,0,0,0,196,4,12
Fabien Centonze,FRA,DF,26,1996,18.8,945,794,149,8,2,1,67,141,0,0,0,0,715,2,22
Florent Mollet,FRA,MF,30,1991,12.1,565,473,88,19,0,2,76,4,50,24,22,0,444,4,13
Fábio,BRA,"DF,MF",32,1990,2.5,117,94,21,1,0,0,6,20,0,0,0,0,87,2,2
Ignatius Ganago,CMR,"FW,MF",23,1999,16.9,349,335,12,1,1,2,22,1,0,0,0,0,212,2,16
Jaouen Hadjam,ALG,DF,19,2003,8.9,477,392,82,12,0,1,28,70,0,0,0,0,378,3,9
Jean-Charles Castelletto,CMR,DF,27,1995,28.5,1373,1305,66,34,0,6,13,32,0,0,0,0,1130,2,6
João Victor,BRA,DF,24,1998,9.4,436,367,68,19,0,0,8,48,1,0,0,0,347,1,6
Lohann Doucet,FRA,"MF,FW",19,2002,1.0,79,76,3,2,0,2,0,1,0,0,0,0,67,0,1
Ludovic Blas,FRA,"MF,FW",24,1997,31.3,1186,1048,131,51,3,25,128,16,50,28,19,0,933,7,20
Marcus Coco,FRA,"FW,MF",26,1996,7.1,244,225,18,3,0,0,24,11,4,0,4,0,175,1,9
Mohamed Achi,FRA,FW,20,2002,0.4,21,20,1,0,0,0,1,0,1,0,1,0,18,0,0
Moses Simon,NGA,"FW,MF",27,1995,26.1,725,657,63,13,3,2,140,9,40,19,10,0,463,5,36
Mostafa Mohamed,EGY,FW,24,1997,21.5,351,328,23,0,1,1,10,1,0,0,0,0,215,0,20
Moussa Sissoko,FRA,MF,32,1989,21.3,787,753,34,21,0,2,23,11,0,0,0,0,628,0,22
Nathan Zeze,FRA,DF,17,2005,0.7,26,25,1,1,0,0,0,0,0,0,0,0,18,0,0
Nicolas Pallois,FRA,DF,34,1987,24.6,1171,1139,30,24,0,8,7,6,0,0,0,0,977,2,10
Pedro Chirivella,ESP,MF,25,1997,22.5,1360,1284,71,49,1,17,13,3,0,0,0,0,1163,5,15
Quentin Merlin,FRA,DF,20,2002,19.9,1169,941,227,26,1,12,113,159,41,5,27,0,857,1,25
Rémy Descamps,FRA,GK,26,1996,1.0,26,18,8,2,0,0,0,0,0,0,0,0,22,0,0
Samuel Moutoussamy,COD,MF,25,1996,26.7,1226,1206,17,14,2,10,9,3,0,0,0,0,1053,3,24
Stredair Appuah,FRA,"DF,MF",18,2004,0.7,27,26,1,1,0,1,2,0,0,0,0,0,19,0,2
Sébastien Corchia,FRA,DF,31,1990,8.7,371,299,71,5,0,0,43,59,7,0,5,0,257,1,11
