General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Abdoul Kader Bamba,FRA,"FW,MF",28,1994,0.9,3,3.46,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Alban Lafont,FRA,GK,23,1999,37.0,7,0.19,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Andrei Girotto,BRA,"DF,MF",30,1992,35.0,32,0.91,27,1,0,3,0,1,5,0.14,3,1,0,1,0,0
Andy Delort,ALG,FW,30,1991,5.2,12,2.3,10,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Charles Traore,MLI,DF,30,1992,5.4,3,0.56,3,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Dennis Appiah,FRA,"DF,MF",30,1992,8.8,11,1.25,8,1,2,0,0,0,1,0.11,1,0,0,0,0,0
Evann Guessand,CIV,"FW,MF",21,2001,14.0,28,2.0,16,0,6,3,3,0,4,0.29,3,0,1,0,0,0
Fabien Centonze,FRA,DF,26,1996,18.8,35,1.86,27,3,1,0,4,0,3,0.16,2,0,0,0,1,0
Florent Mollet,FRA,MF,30,1991,12.1,49,4.05,26,13,1,4,5,0,3,0.25,2,1,0,0,0,0
Fábio,BRA,"DF,MF",32,1990,2.5,10,4.0,10,0,0,0,0,0,1,0.4,1,0,0,0,0,0
Ignatius Ganago,CMR,"FW,MF",23,1999,16.9,29,1.72,17,0,0,5,6,1,7,0.41,4,0,0,1,1,1
Jaouen Hadjam,ALG,DF,19,2003,8.9,23,2.57,19,1,3,0,0,0,1,0.11,1,0,0,0,0,0
Jean-Charles Castelletto,CMR,DF,27,1995,28.5,23,0.81,20,0,1,1,0,1,0,0.0,0,0,0,0,0,0
João Victor,BRA,DF,24,1998,9.4,10,1.07,8,0,0,1,0,1,1,0.11,1,0,0,0,0,0
Lohann Doucet,FRA,"MF,FW",19,2002,1.0,6,5.93,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ludovic Blas,FRA,"MF,FW",24,1997,31.3,122,3.9,75,19,16,9,3,0,9,0.29,3,3,2,1,0,0
Marcus Coco,FRA,"FW,MF",26,1996,7.1,19,2.67,17,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Mohamed Achi,FRA,FW,20,2002,0.4,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Moses Simon,NGA,"FW,MF",27,1995,26.1,85,3.26,58,10,7,7,3,0,4,0.15,4,0,0,0,0,0
Mostafa Mohamed,EGY,FW,24,1997,21.5,37,1.72,22,0,3,8,4,0,6,0.28,4,0,0,1,1,0
Moussa Sissoko,FRA,MF,32,1989,21.3,35,1.64,32,0,0,3,0,0,1,0.05,1,0,0,0,0,0
Nathan Zeze,FRA,DF,17,2005,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nicolas Pallois,FRA,DF,34,1987,24.6,10,0.41,7,0,1,1,0,1,0,0.0,0,0,0,0,0,0
Pedro Chirivella,ESP,MF,25,1997,22.5,50,2.22,46,1,2,0,0,1,3,0.13,3,0,0,0,0,0
Quentin Merlin,FRA,DF,20,2002,19.9,58,2.92,33,17,3,3,2,0,3,0.15,2,1,0,0,0,0
Rémy Descamps,FRA,GK,26,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Samuel Moutoussamy,COD,MF,25,1996,26.7,52,1.95,46,0,2,0,2,2,5,0.19,4,0,0,0,1,0
Stredair Appuah,FRA,"DF,MF",18,2004,0.7,6,8.18,5,0,1,0,0,0,1,1.36,1,0,0,0,0,0
Sébastien Corchia,FRA,DF,31,1990,8.7,15,1.72,11,2,1,0,0,1,4,0.46,4,0,0,0,0,0
