General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Abdoulaye Doucouré,MLI,MF,29,1993,17.0,6,1,0,21,4,8,8,13,20,0,1,0,100,13,30,30.2
Alex Iwobi,NGA,"MF,FW",26,1996,37.5,2,0,0,19,15,4,104,25,37,1,0,0,259,10,28,26.3
Amadou Onana,BEL,MF,20,2001,27.6,9,0,0,44,49,2,5,37,43,0,0,0,150,60,55,52.2
Anthony Gordon,ENG,FW,21,2001,12.2,6,0,0,20,15,3,25,4,22,0,0,0,56,9,29,23.7
Asmir Begović,BIH,GK,35,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Ben Godfrey,ENG,DF,24,1998,8.9,2,0,0,10,5,1,7,8,11,0,0,0,35,15,17,46.9
Conor Coady,ENG,DF,29,1993,23.3,2,0,0,11,13,2,1,14,9,0,0,0,92,25,24,51.0
Dele Alli,ENG,MF,26,1996,0.4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,33.3
Demarai Gray,JAM,"FW,MF",26,1996,27.9,3,0,0,24,51,13,173,13,24,0,0,0,98,13,45,22.4
Dominic Calvert-Lewin,ENG,FW,25,1997,12.9,3,0,0,22,14,19,6,3,2,1,0,0,28,66,72,47.8
Dwight McNeil,ENG,"FW,MF",22,1999,27.8,5,0,0,22,21,1,194,31,41,1,0,0,175,14,18,43.8
Ellis Simms,ENG,FW,21,2001,2.5,0,0,0,0,1,1,1,0,0,0,0,0,6,11,20,35.5
Idrissa Gana Gueye,SEN,MF,32,1989,28.6,7,0,0,43,50,0,10,56,57,0,1,0,266,27,22,55.1
Isaac Price,NIR,MF,18,2003,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
James Garner,ENG,"MF,DF",21,2001,8.9,3,0,0,16,10,1,37,12,13,0,0,0,68,12,10,54.5
James Tarkowski,ENG,DF,29,1992,38.0,6,0,0,40,23,2,0,51,26,0,1,0,173,120,48,71.4
Jordan Pickford,ENG,GK,28,1994,37.0,6,0,0,1,5,0,0,4,0,0,1,0,36,8,3,72.7
Mason Holgate,ENG,DF,25,1996,5.6,3,1,1,9,4,0,2,7,7,0,0,0,23,9,10,47.4
Michael Keane,ENG,DF,29,1993,10.9,0,0,0,7,4,0,4,14,4,0,2,0,62,67,33,67.0
Nathan Patterson,SCO,"DF,MF",20,2001,14.2,3,0,0,14,13,1,39,15,24,0,0,0,80,10,12,45.5
Neal Maupay,FRA,FW,25,1996,12.4,4,0,0,14,21,1,3,5,5,0,0,0,26,15,48,23.8
Rúben Vinagre,POR,"DF,MF",23,1999,0.3,0,0,0,0,3,0,2,0,2,0,0,0,4,0,1,0.0
Salomón Rondón,VEN,FW,32,1989,1.2,0,0,0,4,0,2,0,0,0,0,0,0,1,7,6,53.8
Séamus Coleman,IRL,DF,33,1988,18.4,1,0,0,10,21,2,22,22,26,0,0,0,100,18,16,52.9
Thomas Cannon,IRL,FW,19,2002,0.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.0
Tom Davies,ENG,MF,24,1998,6.0,3,0,0,10,6,1,2,4,9,0,0,0,28,7,13,35.0
Vitaliy Mykolenko,UKR,DF,23,1999,29.5,4,0,0,29,21,0,57,46,34,0,0,0,150,25,34,42.4
Yerry Mina,COL,DF,27,1994,6.6,2,0,0,6,10,0,1,6,8,0,0,0,31,19,15,55.9
