General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Abdoulaye Doucouré,MLI,MF,29,1993,17.0,713,18,156,327,242,45,713,33,20,60.6,11,33.3,371,1689,896,23,16,7,27,13,440,66
Alex Iwobi,NGA,"MF,FW",26,1996,37.5,1912,52,359,892,709,59,1912,110,55,50.0,50,45.5,1169,6913,3434,90,79,15,68,42,1285,145
Amadou Onana,BEL,MF,20,2001,27.6,1310,58,287,745,295,52,1310,52,18,34.6,23,44.2,684,3563,1436,27,30,4,49,17,871,49
Anthony Gordon,ENG,FW,21,2001,12.2,464,13,87,165,218,47,464,45,11,24.4,29,64.4,252,1875,704,28,23,13,32,23,290,67
Asmir Begović,BIH,GK,35,1987,1.0,33,31,33,0,0,0,33,0,0,,0,,19,75,47,0,0,0,0,0,13,0
Ben Godfrey,ENG,DF,24,1998,8.9,391,55,159,175,63,8,391,8,3,37.5,3,37.5,162,830,426,9,8,0,12,3,159,7
Conor Coady,ENG,DF,29,1993,23.3,1363,238,795,547,29,10,1363,3,0,0.0,2,66.7,882,4154,2414,4,4,0,6,2,984,1
Dele Alli,ENG,MF,26,1996,0.4,20,0,1,8,11,2,20,1,0,0.0,1,100.0,11,30,3,0,0,0,3,1,14,1
Demarai Gray,JAM,"FW,MF",26,1996,27.9,1181,22,110,441,652,104,1179,95,36,37.9,42,44.2,720,5100,2465,94,62,48,86,66,781,199
Dominic Calvert-Lewin,ENG,FW,25,1997,12.9,376,20,39,143,200,59,375,28,15,53.6,10,35.7,186,972,405,18,11,10,40,12,286,56
Dwight McNeil,ENG,"FW,MF",22,1999,27.8,1358,52,266,505,614,61,1357,108,54,50.0,51,47.2,738,5432,2144,76,44,16,53,45,762,128
Ellis Simms,ENG,FW,21,2001,2.5,84,1,2,36,47,11,84,2,2,100.0,0,0.0,37,156,55,2,2,2,6,2,65,19
Idrissa Gana Gueye,SEN,MF,32,1989,28.6,1563,77,451,893,237,11,1563,35,19,54.3,9,25.7,821,3942,1829,27,26,3,31,18,845,19
Isaac Price,NIR,MF,18,2003,0.4,17,1,5,10,2,0,17,1,1,100.0,0,0.0,10,40,12,1,0,0,1,0,13,0
James Garner,ENG,"MF,DF",21,2001,8.9,441,22,97,201,150,9,441,14,7,50.0,6,42.9,216,1185,564,8,9,1,11,3,225,18
James Tarkowski,ENG,DF,29,1992,38.0,2119,369,1090,926,113,81,2119,10,9,90.0,1,10.0,982,4413,2295,13,3,1,22,5,1209,11
Jordan Pickford,ENG,GK,28,1994,37.0,1413,1030,1359,57,0,0,1413,0,0,,0,,732,4810,3221,0,0,0,1,1,548,0
Mason Holgate,ENG,DF,25,1996,5.6,286,35,120,139,27,5,286,3,3,100.0,0,0.0,100,450,279,4,3,0,6,0,141,5
Michael Keane,ENG,DF,29,1993,10.9,565,83,275,239,55,24,565,7,4,57.1,2,28.6,257,1282,719,2,2,0,6,2,275,4
Nathan Patterson,SCO,"DF,MF",20,2001,14.2,836,71,310,295,238,19,836,24,11,45.8,12,50.0,349,1940,851,16,12,3,22,9,431,51
Neal Maupay,FRA,FW,25,1996,12.4,387,1,27,172,194,49,387,19,7,36.8,12,63.2,219,864,306,8,7,3,38,16,280,61
Rúben Vinagre,POR,"DF,MF",23,1999,0.3,31,1,7,16,9,0,31,3,1,33.3,0,0.0,15,98,52,2,1,0,1,1,17,1
Salomón Rondón,VEN,FW,32,1989,1.2,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7
Séamus Coleman,IRL,DF,33,1988,18.4,990,81,334,417,246,21,990,37,17,45.9,15,40.5,457,2049,925,13,10,3,30,6,481,37
Thomas Cannon,IRL,FW,19,2002,0.3,8,0,0,2,6,4,8,2,1,50.0,0,0.0,6,34,7,1,0,0,0,0,7,2
Tom Davies,ENG,MF,24,1998,6.0,309,13,74,183,54,15,309,6,3,50.0,3,50.0,150,616,253,2,1,0,17,4,201,13
Vitaliy Mykolenko,UKR,DF,23,1999,29.5,1625,124,576,693,370,26,1625,25,11,44.0,14,56.0,701,3103,1491,31,33,7,32,8,798,72
Yerry Mina,COL,DF,27,1994,6.6,402,58,198,176,30,16,402,2,1,50.0,0,0.0,217,1089,622,1,4,1,4,0,255,3
