General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdoulaye Doucouré,MLI,MF,29,1993,25,1533,61,44.8,17.0,17,84,14,8,13,4,1.2,18,26,-8,-0.47,0.25,24.0,29.5,-5.5,-0.32,0.39
Alex Iwobi,NGA,"MF,FW",26,1996,38,3378,89,98.8,37.5,38,89,34,0,,0,0.95,34,56,-22,-0.59,1.56,44.8,64.5,-19.7,-0.52,0.93
Allan,BRA,"DF,MF",31,1991,0,,,,,0,,0,0,,5,,,,,,,,,,,
Amadou Onana,BEL,MF,20,2001,33,2488,75,72.7,27.6,29,83,16,4,21,1,1.03,22,37,-15,-0.54,0.23,32.0,46.4,-14.4,-0.52,0.05
André Gomes,POR,MF,29,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,
Andy Lonergan,IRL,GK,38,1983,0,,,,,0,,0,0,,4,,,,,,,,,,,
Anthony Gordon,ENG,FW,21,2001,16,1095,68,32.0,12.2,12,85,7,4,19,1,0.88,10,13,-3,-0.25,0.53,13.2,17.5,-4.3,-0.36,0.26
Asmir Begović,BIH,GK,35,1987,1,90,90,2.6,1.0,1,90,1,0,,37,3.0,1,0,1,1.0,1.65,0.4,1.0,-0.7,-0.67,-0.14
Ben Godfrey,ENG,DF,24,1998,13,802,62,23.5,8.9,10,75,6,3,18,5,0.62,10,18,-8,-0.9,-0.38,10.0,17.2,-7.2,-0.81,-0.36
Conor Coady,ENG,DF,29,1993,24,2096,87,61.3,23.3,23,90,22,1,36,11,1.0,16,28,-12,-0.52,0.23,24.2,36.0,-11.8,-0.51,0.08
Dele Alli,ENG,MF,26,1996,2,40,20,1.2,0.4,0,,0,2,20,1,0.0,1,1,0,0.0,0.61,1.0,1.7,-0.7,-1.57,-1.05
Demarai Gray,JAM,"FW,MF",26,1996,33,2507,76,73.3,27.9,27,86,16,6,30,5,0.79,20,39,-19,-0.68,-0.29,28.7,44.7,-16.0,-0.57,-0.15
Dominic Calvert-Lewin,ENG,FW,25,1997,17,1165,69,34.1,12.9,15,75,4,2,20,0,0.82,12,22,-10,-0.77,-0.25,16.2,22.7,-6.4,-0.49,0.06
Dwight McNeil,ENG,"FW,MF",22,1999,36,2498,69,73.0,27.8,28,83,19,8,22,2,0.97,26,46,-20,-0.72,-0.43,35.1,50.0,-14.9,-0.54,0.0
Eldin Jakupović,SUI,GK,37,1984,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ellis Simms,ENG,FW,21,2001,11,228,21,6.7,2.5,2,65,0,9,11,10,0.73,3,4,-1,-0.39,0.23,3.2,6.5,-3.3,-1.3,-0.82
Idrissa Gana Gueye,SEN,MF,32,1989,33,2577,78,75.4,28.6,32,80,14,1,29,0,1.0,25,45,-20,-0.7,-0.38,32.7,49.0,-16.3,-0.57,-0.13
Isaac Price,NIR,MF,18,2003,1,33,33,1.0,0.4,0,,0,1,33,2,0.0,1,0,1,2.73,3.37,1.0,0.4,0.6,1.61,2.16
Ishé Samuels-Smith,ENG,DF,16,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
James Garner,ENG,"MF,DF",21,2001,16,804,50,23.5,8.9,7,88,6,9,21,5,0.88,12,13,-1,-0.11,0.64,13.3,15.3,-2.1,-0.23,0.4
James Tarkowski,ENG,DF,29,1992,38,3420,90,100.0,38.0,38,90,38,0,,0,0.95,34,57,-23,-0.61,,45.2,65.5,-20.4,-0.54,
Jean-Philippe Gbamin,CIV,"DF,MF",26,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jordan Pickford,ENG,GK,28,1994,37,3330,90,97.4,37.0,37,90,37,0,,0,0.89,33,57,-24,-0.65,-1.65,44.8,64.5,-19.7,-0.53,0.14
Kyle Alex John,ENG,DF,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Lewis Warrington,ENG,MF,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Mason Holgate,ENG,DF,25,1996,8,507,63,14.8,5.6,5,76,2,3,42,20,0.5,4,9,-5,-0.89,-0.33,6.8,8.6,-1.7,-0.31,0.26
Michael Keane,ENG,DF,29,1993,12,985,82,28.8,10.9,10,90,10,2,43,20,0.83,11,22,-11,-1.01,-0.56,14.0,23.0,-9.0,-0.82,-0.4
Nathan Patterson,SCO,"DF,MF",20,2001,19,1279,67,37.4,14.2,14,82,11,5,26,2,0.74,13,22,-9,-0.63,-0.04,16.4,24.8,-8.4,-0.59,-0.08
Neal Maupay,FRA,FW,25,1996,27,1118,41,32.7,12.4,11,78,1,16,16,6,1.0,12,19,-7,-0.56,0.06,14.2,21.2,-7.0,-0.56,-0.04
Reece Welch,ENG,DF,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Rúben Vinagre,POR,"DF,MF",23,1999,2,26,13,0.8,0.3,0,,0,2,13,19,0.5,0,0,0,0.0,0.61,0.1,0.3,-0.3,-0.88,-0.35
Salomón Rondón,VEN,FW,32,1989,7,109,16,3.2,1.2,1,56,0,6,9,3,1.14,1,2,-1,-0.83,-0.23,1.8,2.8,-1.0,-0.81,-0.28
Sean McAllister,NIR,MF,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Stanley Mills,ENG,MF,18,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
Séamus Coleman,IRL,DF,33,1988,23,1656,72,48.4,18.4,20,77,9,3,37,7,0.91,15,25,-10,-0.54,0.12,22.6,32.6,-10.0,-0.54,-0.01
Thomas Cannon,IRL,FW,19,2002,2,25,13,0.7,0.3,0,,0,2,13,0,0.0,0,1,-1,-3.6,-3.02,0.8,0.4,0.4,1.28,1.83
Tom Davies,ENG,MF,24,1998,19,538,28,15.7,6.0,4,66,1,15,18,15,1.0,3,9,-6,-1.0,-0.47,6.1,11.3,-5.2,-0.88,-0.4
Vitaliy Mykolenko,UKR,DF,23,1999,34,2655,78,77.6,29.5,30,86,27,4,17,0,0.91,28,46,-18,-0.61,-0.02,34.6,52.0,-17.4,-0.59,-0.24
Yerry Mina,COL,DF,27,1994,7,594,85,17.4,6.6,7,85,5,0,,17,1.0,8,9,-1,-0.15,0.55,9.2,10.1,-0.9,-0.13,0.48
