General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Abdoulaye Doucouré,MLI,MF,29,1993,17.0,430,548,78.5,5637,1333,262,317,82.6,140,170,82.4,7,13,53.8,2,2.2,1.4,-0.2,22,29,10,0,38
Alex Iwobi,NGA,"MF,FW",26,1996,37.5,1154,1536,75.1,20102,6570,547,648,84.4,435,555,78.4,132,220,60.0,7,6.1,4.3,0.9,64,134,63,17,194
Amadou Onana,BEL,MF,20,2001,27.6,816,980,83.3,13145,3007,420,481,87.3,310,354,87.6,60,86,69.8,2,2.6,1.7,-0.6,22,77,11,0,79
Anthony Gordon,ENG,FW,21,2001,12.2,193,280,68.9,2905,625,110,135,81.5,66,89,74.2,11,27,40.7,0,0.6,0.5,-0.6,8,8,11,2,19
Asmir Begović,BIH,GK,35,1987,1.0,21,30,70.0,584,423,3,3,100.0,10,10,100.0,8,17,47.1,0,0.0,0.0,0.0,0,0,0,0,0
Ben Godfrey,ENG,DF,24,1998,8.9,182,281,64.8,3067,1252,90,111,81.1,73,111,65.8,16,41,39.0,1,0.2,0.1,0.8,3,24,1,1,19
Conor Coady,ENG,DF,29,1993,23.3,1025,1209,84.8,21731,8337,284,302,94.0,578,622,92.9,155,267,58.1,1,0.3,0.5,0.7,4,73,3,1,43
Dele Alli,ENG,MF,26,1996,0.4,12,15,80.0,123,10,6,8,75.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1
Demarai Gray,JAM,"FW,MF",26,1996,27.9,579,838,69.1,9843,2215,289,328,88.1,191,252,75.8,72,179,40.2,1,3.8,3.8,-2.8,37,30,18,7,46
Dominic Calvert-Lewin,ENG,FW,25,1997,12.9,131,221,59.3,1575,318,83,125,66.4,29,54,53.7,5,8,62.5,1,0.8,0.8,0.2,9,13,4,0,15
Dwight McNeil,ENG,"FW,MF",22,1999,27.8,656,987,66.5,11288,3797,335,391,85.7,208,278,74.8,87,212,41.0,3,6.1,5.4,-3.1,49,45,27,14,69
Ellis Simms,ENG,FW,21,2001,2.5,38,62,61.3,505,105,20,31,64.5,9,17,52.9,3,3,100.0,0,0.1,0.4,-0.1,2,3,1,0,4
Idrissa Gana Gueye,SEN,MF,32,1989,28.6,1025,1226,83.6,16238,4278,525,583,90.1,419,476,88.0,57,105,54.3,1,1.1,0.8,-0.1,12,111,5,0,98
Isaac Price,NIR,MF,18,2003,0.4,12,14,85.7,203,44,6,7,85.7,5,6,83.3,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,1
James Garner,ENG,"MF,DF",21,2001,8.9,256,353,72.5,4066,1400,131,152,86.2,99,124,79.8,16,50,32.0,1,0.5,0.5,0.5,7,22,6,2,33
James Tarkowski,ENG,DF,29,1992,38.0,1322,1633,81.0,26359,10115,448,512,87.5,693,794,87.3,167,297,56.2,1,2.9,1.9,-1.9,15,98,3,0,106
Jordan Pickford,ENG,GK,28,1994,37.0,749,1312,57.1,25114,19603,158,159,99.4,242,247,98.0,342,892,38.3,1,0.1,0.4,0.9,2,57,1,0,2
Mason Holgate,ENG,DF,25,1996,5.6,143,217,65.9,2843,831,51,63,81.0,69,87,79.3,21,58,36.2,0,0.4,0.2,-0.4,6,12,3,1,14
Michael Keane,ENG,DF,29,1993,10.9,305,441,69.2,5849,2983,115,146,78.8,147,179,82.1,39,93,41.9,2,0.7,0.8,1.3,3,33,2,0,31
Nathan Patterson,SCO,"DF,MF",20,2001,14.2,488,649,75.2,7279,2596,284,315,90.2,172,230,74.8,22,67,32.8,0,0.4,0.7,-0.4,6,21,10,4,24
Neal Maupay,FRA,FW,25,1996,12.4,190,253,75.1,2500,217,125,151,82.8,49,63,77.8,7,9,77.8,0,0.6,0.3,-0.6,7,8,2,0,11
Rúben Vinagre,POR,"DF,MF",23,1999,0.3,15,24,62.5,223,26,7,10,70.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0
Salomón Rondón,VEN,FW,32,1989,1.2,22,29,75.9,203,35,15,21,71.4,3,3,100.0,0,0,,0,0.2,0.1,-0.2,2,2,1,0,1
Séamus Coleman,IRL,DF,33,1988,18.4,597,789,75.7,9624,3826,306,350,87.4,237,299,79.3,42,99,42.4,0,0.9,0.9,-0.9,4,35,18,7,61
Thomas Cannon,IRL,FW,19,2002,0.3,4,5,80.0,37,0,3,4,75.0,1,1,100.0,0,0,,0,0.5,0.0,-0.5,1,0,0,0,0
Tom Davies,ENG,MF,24,1998,6.0,173,234,73.9,2879,850,87,111,78.4,64,76,84.2,16,29,55.2,0,0.2,0.3,-0.2,2,25,2,0,30
Vitaliy Mykolenko,UKR,DF,23,1999,29.5,966,1292,74.8,15199,5874,509,585,87.0,365,477,76.5,63,147,42.9,0,1.2,0.9,-1.2,19,84,21,11,100
Yerry Mina,COL,DF,27,1994,6.6,286,325,88.0,4935,1808,117,125,93.6,146,161,90.7,17,27,63.0,0,0.1,0.2,-0.1,1,15,1,0,13
