General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Aleix García,ESP,MF,23,1997,11,5,437,4.9,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,4,26,8,0.0,0.21,0.21,0.0,0.21,0.02,0.18,0.21,0.02,0.21
Alejandro Pozo Pozo,ESP,"DF,MF",21,1999,30,24,2190,24.3,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,37,75,80,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06
Anaitz Arbilla,ESP,DF,33,1987,34,30,2807,31.2,0,1,1,0,0,0,8,0,1.8,1.8,0.9,2.7,37,173,19,0.0,0.03,0.03,0.0,0.03,0.06,0.03,0.09,0.06,0.09
Bryan Gil,ESP,"MF,FW",19,2001,28,26,2265,25.2,4,3,7,4,0,0,6,0,3.6,3.4,5.0,8.4,123,79,217,0.16,0.12,0.28,0.16,0.28,0.14,0.2,0.34,0.13,0.33
Damian Kądzior,POL,"FW,MF",28,1992,6,2,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,16,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1
Edu Expósito,ESP,MF,23,1996,31,27,2455,27.3,0,3,3,0,0,2,4,0,3.3,1.7,3.6,5.3,45,169,81,0.0,0.11,0.11,0.0,0.11,0.12,0.13,0.25,0.06,0.19
Esteban Burgos,ARG,DF,28,1992,14,12,1111,12.3,3,1,4,1,2,3,5,0,3.3,1.0,0.8,1.8,4,25,0,0.24,0.08,0.32,0.08,0.16,0.27,0.07,0.34,0.08,0.15
Eñaut Mendía,ESP,FW,21,1999,1,1,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
José Ángel,ESP,DF,30,1989,14,11,901,10.0,0,0,0,0,0,0,3,0,0.0,0.0,1.0,1.1,14,55,24,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.11
Kiké,ESP,FW,30,1989,37,36,3087,34.3,12,2,14,12,0,0,4,1,10.8,10.8,2.1,12.9,36,53,247,0.35,0.06,0.41,0.35,0.41,0.31,0.06,0.38,0.31,0.38
Kévin Rodrigues,POR,"DF,MF",26,1994,22,11,1095,12.2,1,1,2,1,0,0,1,0,0.8,0.8,0.5,1.3,14,40,56,0.08,0.08,0.16,0.08,0.16,0.06,0.04,0.11,0.06,0.11
Marko Dmitrović,SRB,GK,28,1992,35,35,3120,34.7,1,0,1,0,1,2,0,0,1.6,0.0,0.7,0.7,0,3,0,0.03,0.0,0.03,0.0,0.0,0.05,0.02,0.07,0.0,0.02
Miguel Atienza,ESP,MF,21,1999,12,9,838,9.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,31,10,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
Papakouli Diop,SEN,MF,34,1986,33,28,2324,25.8,1,1,2,1,0,0,9,2,1.7,1.6,0.8,2.4,12,98,21,0.04,0.04,0.08,0.04,0.08,0.06,0.03,0.09,0.06,0.09
Paulo Oliveira,POR,DF,28,1992,31,29,2641,29.3,0,1,1,0,0,0,4,0,0.9,0.9,0.8,1.6,6,80,3,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.05
Pedro Bigas,ESP,DF,29,1990,21,19,1529,17.0,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,9,42,7,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Pedro León,ESP,"MF,FW",33,1986,24,10,935,10.4,1,2,3,1,0,0,2,0,1.3,1.3,2.6,3.9,16,19,72,0.1,0.19,0.29,0.1,0.29,0.12,0.25,0.37,0.12,0.37
Quique,ESP,"FW,MF",30,1990,12,0,167,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,2,7,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.18,0.13,0.18
Rafa Soares,POR,DF,25,1995,19,12,1134,12.6,0,1,1,0,0,0,2,0,0.1,0.1,1.8,1.9,17,58,41,0.0,0.08,0.08,0.0,0.08,0.01,0.15,0.15,0.01,0.15
Recio,ESP,MF,29,1991,17,8,734,8.2,1,0,1,0,1,1,5,0,1.3,0.6,0.9,1.5,14,40,25,0.12,0.0,0.12,0.0,0.0,0.17,0.11,0.28,0.07,0.18
Rober Correa,ESP,DF,27,1992,15,13,1136,12.6,0,2,2,0,0,0,3,0,0.3,0.3,1.9,2.1,15,41,26,0.0,0.16,0.16,0.0,0.16,0.02,0.15,0.17,0.02,0.17
Sergi Enrich,ESP,FW,30,1990,27,13,1404,15.6,3,0,3,3,0,1,1,0,7.8,7.0,0.8,7.9,14,40,91,0.19,0.0,0.19,0.19,0.19,0.5,0.05,0.55,0.45,0.5
Sergio Cubero Ezcurra,ESP,MF,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Álvarez,ESP,"MF,DF",28,1992,27,17,1568,17.4,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.8,9,49,15,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Takashi Inui,JPN,"MF,FW",32,1988,28,22,1819,20.2,1,0,1,1,0,0,0,0,2.4,2.4,1.7,4.2,59,55,119,0.05,0.0,0.05,0.05,0.05,0.12,0.09,0.21,0.12,0.21
Unai Arietaleanizbeaskoa,ESP,"FW,MF",21,1999,4,0,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Unai Dufur,ESP,DF,21,1999,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoel,ESP,GK,31,1988,4,3,300,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoshinori Mutō,JPN,"FW,MF",28,1992,26,13,1122,12.5,1,1,2,1,0,0,1,0,2.5,2.5,1.3,3.8,14,21,71,0.08,0.08,0.16,0.08,0.16,0.2,0.1,0.31,0.2,0.31
Álvaro Tejero,ESP,DF,24,1996,2,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,10,15,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.19,0.03,0.19
