General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Albin Ekdal,SWE,MF,33,1989,19.3,606,782,77.5,8887,3150,334,401,83.3,214,260,82.3,27,60,45.0,2,1.6,0.9,0.4,10,62,17,2,80
Arkadiusz Reca,POL,DF,27,1995,24.1,827,1197,69.1,14250,5884,393,478,82.2,320,430,74.4,89,200,44.5,1,2.2,2.1,-1.2,23,76,33,25,79
Bartłomiej Drągowski,POL,GK,24,1997,32.7,808,1173,68.9,21748,14971,205,206,99.5,355,362,98.1,240,594,40.4,1,0.1,0.2,0.9,1,22,3,0,0
Daniel Maldini,ITA,"FW,MF",20,2001,7.0,125,187,66.8,1665,330,72,89,80.9,33,47,70.2,7,25,28.0,0,0.5,0.3,-0.5,4,9,5,1,10
Daniele Verde,ITA,"FW,MF",26,1996,11.1,312,443,70.4,5403,1794,143,175,81.7,128,168,76.2,35,74,47.3,0,1.3,2.4,-1.3,18,28,17,6,42
Dimitris Nikolaou,GRE,DF,23,1998,32.9,1348,1660,81.2,24411,9983,598,652,91.7,569,651,87.4,149,298,50.0,0,0.9,0.8,-0.9,10,112,6,2,105
Dávid Strelec,SVK,FW,21,2001,1.9,25,43,58.1,294,30,19,27,70.4,5,9,55.6,0,1,0.0,0,0.1,0.1,-0.1,1,1,0,0,1
Eldor Shomurodov,UZB,FW,27,1995,9.0,143,205,69.8,1903,367,86,113,76.1,44,56,78.6,5,11,45.5,1,1.4,0.8,-0.4,11,7,5,1,15
Emil Holm,SWE,DF,22,2000,15.5,342,573,59.7,5181,1707,178,246,72.4,127,204,62.3,17,63,27.0,1,1.3,1.1,-0.3,13,30,12,5,40
Emmanuel Gyasi,GHA,"FW,DF",28,1994,31.2,646,802,80.5,8305,1651,417,475,87.8,181,226,80.1,14,26,53.8,0,1.9,1.7,-1.9,22,16,18,2,52
Ethan Ampadu,WAL,"DF,MF",21,2000,29.3,1254,1548,81.0,23855,9527,474,538,88.1,631,707,89.3,134,253,53.0,1,1.1,0.9,-0.1,13,106,14,4,125
Federico Marchetti,ITA,GK,39,1983,0.7,14,18,77.8,316,175,6,6,100.0,4,4,100.0,4,8,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Jacopo Sala,ITA,MF,30,1991,1.2,36,46,78.3,589,199,20,21,95.2,13,15,86.7,3,5,60.0,0,0.0,0.1,0.0,1,4,2,0,6
Jakub Kiwior,POL,DF,22,2000,16.0,653,775,84.3,13165,4165,209,238,87.8,343,371,92.5,93,147,63.3,0,0.2,0.6,-0.2,4,25,5,0,37
Jeroen Zoet,NED,GK,31,1991,3.7,75,133,56.4,2316,1996,18,18,100.0,30,32,93.8,26,82,31.7,0,0.0,0.0,0.0,0,6,0,0,0
João Moutinho,POR,"DF,FW",24,1998,0.6,30,42,71.4,405,162,18,20,90.0,9,12,75.0,1,6,16.7,0,0.0,0.0,0.0,1,4,0,0,1
Julius Beck,DEN,MF,17,2005,0.1,5,5,100.0,116,29,0,0,,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2
Kelvin Amian,FRA,DF,24,1998,26.4,830,1110,74.8,13341,5833,414,481,86.1,324,419,77.3,59,131,45.0,1,2.3,2.2,-1.3,18,80,19,10,102
Kevin Agudelo,COL,"MF,FW",23,1998,23.7,531,735,72.2,7885,2631,295,349,84.5,173,226,76.5,30,54,55.6,1,3.0,2.6,-2.0,28,58,31,2,110
Leandro Sanca,GNB,"FW,MF",22,2000,0.4,9,12,75.0,171,27,4,5,80.0,2,4,50.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0
M'Bala Nzola,ANG,FW,25,1996,29.5,471,593,79.4,5580,916,309,363,85.1,108,138,78.3,8,10,80.0,2,2.5,2.7,-0.5,28,23,18,2,50
Mattia Caldara,ITA,DF,28,1994,13.9,461,600,76.8,8308,3214,183,220,83.2,223,270,82.6,45,93,48.4,0,0.0,0.1,0.0,1,23,1,0,35
Mehdi Bourabia,MAR,MF,30,1991,30.8,981,1282,76.5,15009,4832,509,595,85.5,365,446,81.8,64,133,48.1,3,4.4,3.4,-1.4,37,94,32,10,113
Mikael Ellertsson,ISL,"MF,DF",20,2002,1.9,24,40,60.0,322,82,16,18,88.9,7,14,50.0,0,5,0.0,0,0.0,0.0,0.0,1,3,0,0,3
Petar Zovko,BIH,GK,20,2002,0.8,22,36,61.1,683,458,4,4,100.0,9,9,100.0,9,23,39.1,0,0.0,0.0,0.0,0,1,0,0,0
Petko Hristov,BUL,DF,23,1999,4.1,160,207,77.3,2653,997,82,90,91.1,64,79,81.0,11,29,37.9,0,0.0,0.1,0.0,0,11,2,1,8
Przemysław Wiśniewski,POL,DF,24,1998,11.1,417,502,83.1,8258,2784,127,144,88.2,234,251,93.2,51,91,56.0,0,0.7,0.3,-0.7,3,22,3,0,24
Raimonds Krollis,LVA,"FW,DF",20,2001,0.4,5,7,71.4,57,23,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,2
Salvador Ferrer,ESP,DF,24,1998,1.5,73,95,76.8,1365,482,29,33,87.9,32,41,78.0,10,16,62.5,0,0.0,0.0,0.0,1,3,0,0,1
Salvatore Esposito,ITA,MF,21,2000,10.8,500,653,76.6,8468,2456,254,281,90.4,187,225,83.1,44,108,40.7,0,1.5,1.3,-1.5,12,49,6,1,51
Simone Bastoni,ITA,"MF,DF",25,1996,13.2,367,596,61.6,6147,2336,188,222,84.7,124,203,61.1,41,108,38.0,4,1.7,1.3,2.3,18,35,11,8,32
Szymon Żurkowski,POL,MF,24,1997,4.7,70,101,69.3,984,273,37,48,77.1,25,30,83.3,2,8,25.0,0,0.0,0.1,0.0,0,9,1,0,10
Tio Cipot,SVN,"FW,MF",19,2003,1.5,40,59,67.8,522,155,25,27,92.6,13,18,72.2,1,6,16.7,0,0.1,0.1,-0.1,3,2,2,1,5
Viktor Kovalenko,UKR,MF,26,1996,6.1,189,241,78.4,2975,643,102,113,90.3,72,88,81.8,13,25,52.0,0,0.6,0.5,-0.6,6,7,4,1,22
