General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Albin Ekdal,SWE,MF,33,1989,19.3,37,20,14,20,3,19,45,42.2,26,24,2,22,26,63,36,0
Arkadiusz Reca,POL,DF,27,1995,24.1,44,28,22,12,10,19,32,59.4,13,21,5,16,24,68,54,0
Bartłomiej Drągowski,POL,GK,24,1997,32.7,1,0,1,0,0,1,5,20.0,4,0,0,0,1,2,15,3
Daniel Maldini,ITA,"FW,MF",20,2001,7.0,12,5,3,4,5,4,11,36.4,7,9,0,9,1,13,8,0
Daniele Verde,ITA,"FW,MF",26,1996,11.1,4,4,3,0,1,3,7,42.9,4,6,0,6,8,12,4,0
Dimitris Nikolaou,GRE,DF,23,1998,32.9,45,32,31,10,4,25,37,67.6,12,41,26,15,27,72,82,0
Dávid Strelec,SVK,FW,21,2001,1.9,2,2,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0
Eldor Shomurodov,UZB,FW,27,1995,9.0,5,5,3,1,1,2,11,18.2,9,5,1,4,3,8,4,0
Emil Holm,SWE,DF,22,2000,15.5,26,15,13,8,5,16,31,51.6,15,21,6,15,9,35,41,0
Emmanuel Gyasi,GHA,"FW,DF",28,1994,31.2,24,15,11,10,3,9,36,25.0,27,24,6,18,8,32,26,0
Ethan Ampadu,WAL,"DF,MF",21,2000,29.3,66,37,33,28,5,17,41,41.5,24,48,23,25,36,102,98,0
Federico Marchetti,ITA,GK,39,1983,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jacopo Sala,ITA,MF,30,1991,1.2,1,0,1,0,0,0,2,0.0,2,2,0,2,1,2,2,0
Jakub Kiwior,POL,DF,22,2000,16.0,22,17,15,7,0,6,24,25.0,18,26,18,8,24,46,71,1
Jeroen Zoet,NED,GK,31,1991,3.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
João Moutinho,POR,"DF,FW",24,1998,0.6,7,1,5,1,1,3,4,75.0,1,1,1,0,0,7,0,0
Julius Beck,DEN,MF,17,2005,0.1,2,1,1,1,0,0,0,,0,0,0,0,0,2,0,0
Kelvin Amian,FRA,DF,24,1998,26.4,54,32,33,12,9,24,31,77.4,7,34,12,22,22,76,87,1
Kevin Agudelo,COL,"MF,FW",23,1998,23.7,71,38,22,30,19,25,59,42.4,34,39,5,34,10,81,6,0
Leandro Sanca,GNB,"FW,MF",22,2000,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
M'Bala Nzola,ANG,FW,25,1996,29.5,12,5,0,6,6,3,9,33.3,6,20,6,14,7,19,21,0
Mattia Caldara,ITA,DF,28,1994,13.9,23,14,10,11,2,9,20,45.0,11,23,16,7,17,40,88,2
Mehdi Bourabia,MAR,MF,30,1991,30.8,41,20,13,22,6,19,41,46.3,22,39,12,27,32,73,57,0
Mikael Ellertsson,ISL,"MF,DF",20,2002,1.9,4,2,1,3,0,0,3,0.0,3,2,1,1,2,6,0,0
Petar Zovko,BIH,GK,20,2002,0.8,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Petko Hristov,BUL,DF,23,1999,4.1,6,4,2,4,0,5,8,62.5,3,4,2,2,4,10,12,0
Przemysław Wiśniewski,POL,DF,24,1998,11.1,13,6,7,6,0,6,18,33.3,12,16,8,8,11,24,66,0
Raimonds Krollis,LVA,"FW,DF",20,2001,0.4,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
Salvador Ferrer,ESP,DF,24,1998,1.5,4,2,2,2,0,1,3,33.3,2,3,1,2,1,5,4,0
Salvatore Esposito,ITA,MF,21,2000,10.8,15,12,8,5,2,5,21,23.8,16,9,1,8,11,26,18,0
Simone Bastoni,ITA,"MF,DF",25,1996,13.2,47,24,23,19,5,15,33,45.5,18,20,5,15,8,55,14,0
Szymon Żurkowski,POL,MF,24,1997,4.7,9,3,4,4,1,2,15,13.3,13,9,2,7,4,13,6,0
Tio Cipot,SVN,"FW,MF",19,2003,1.5,12,7,6,3,3,6,8,75.0,2,0,0,0,0,12,2,0
Viktor Kovalenko,UKR,MF,26,1996,6.1,9,5,1,6,2,5,8,62.5,3,11,2,9,4,13,7,0
