General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aimar Sher,SWE,MF,19,2002,0,,,,,0,,0,0,,12,,,,,,,,,,,
Albin Ekdal,SWE,MF,33,1989,31,1734,56,50.7,19.3,18,79,8,13,24,1,0.97,14,29,-15,-0.78,0.08,26.0,28.1,-2.1,-0.11,0.74
Arkadiusz Reca,POL,DF,27,1995,30,2173,72,63.5,24.1,24,83,17,6,30,1,0.71,21,38,-17,-0.7,0.31,25.5,35.3,-9.8,-0.41,0.18
Aurélien Nguiamba,FRA,MF,23,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,
Bartłomiej Drągowski,POL,GK,24,1997,34,2946,87,86.1,32.7,34,87,32,0,,3,0.8,24,54,-30,-0.92,-0.73,32.4,50.9,-18.5,-0.56,-0.65
Daniel Maldini,ITA,"FW,MF",20,2001,18,628,35,18.4,7.0,4,57,0,14,29,10,0.61,5,11,-6,-0.86,-0.05,8.1,12.1,-4.0,-0.57,-0.12
Daniele Verde,ITA,"FW,MF",26,1996,25,998,40,29.2,11.1,11,62,0,14,23,7,0.58,8,20,-12,-1.08,-0.38,14.5,18.8,-4.3,-0.39,0.12
Dimitris Nikolaou,GRE,DF,23,1998,36,2958,82,86.5,32.9,34,87,27,2,7,0,0.84,28,53,-25,-0.76,0.41,35.4,50.4,-15.0,-0.46,0.12
Dávid Strelec,SVK,FW,21,2001,7,169,24,4.9,1.9,1,57,0,6,19,11,0.57,2,5,-3,-1.6,-0.82,2.2,4.8,-2.6,-1.4,-0.97
Eldor Shomurodov,UZB,FW,27,1995,15,809,54,23.7,9.0,9,80,6,6,15,3,0.56,6,16,-10,-1.11,-0.39,11.1,12.6,-1.5,-0.17,0.4
Elio Capradossi,UGA,DF,26,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
Emil Holm,SWE,DF,22,2000,20,1393,70,40.7,15.5,17,79,9,3,15,3,0.9,14,24,-10,-0.65,0.29,16.0,23.3,-7.3,-0.47,0.0
Emil Kornvig,DEN,MF,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Emmanuel Gyasi,GHA,"FW,DF",28,1994,35,2810,80,82.2,31.2,35,80,11,0,,0,0.86,26,45,-19,-0.61,1.16,32.1,45.1,-13.0,-0.42,0.33
Ethan Ampadu,WAL,"DF,MF",21,2000,31,2639,85,77.2,29.3,31,85,22,0,,0,0.75,22,42,-20,-0.68,0.59,32.6,43.9,-11.3,-0.38,0.39
Federico Marchetti,ITA,GK,39,1983,1,66,66,1.9,0.7,0,,0,1,66,16,0.5,0,2,-2,-2.73,-1.95,1.2,0.9,0.3,0.38,0.87
Jacopo Sala,ITA,MF,30,1991,6,112,19,3.3,1.2,1,66,0,5,9,22,0.83,0,4,-4,-3.21,-2.48,0.1,3.1,-3.0,-2.47,-2.06
Jakub Kiwior,POL,DF,22,2000,17,1443,85,42.2,16.0,17,85,13,0,,1,0.88,16,27,-11,-0.69,0.22,15.3,26.6,-11.3,-0.71,-0.4
Jeroen Zoet,NED,GK,31,1991,5,334,67,9.8,3.7,4,72,3,1,48,24,1.2,6,4,2,0.54,1.5,7.0,5.7,1.3,0.36,0.92
João Moutinho,POR,"DF,FW",24,1998,4,58,15,1.7,0.6,0,,0,4,15,1,1.0,0,2,-2,-3.1,-2.33,0.1,1.4,-1.3,-1.99,-1.55
Julius Beck,DEN,MF,17,2005,1,10,10,0.3,0.1,0,,0,1,10,23,0.0,0,1,-1,-9.0,-8.21,0.2,0.2,0.0,0.21,0.69
Kelvin Amian,FRA,DF,24,1998,30,2372,79,69.4,26.4,26,87,22,4,31,0,0.73,21,42,-21,-0.8,0.06,32.0,41.6,-9.6,-0.37,0.35
Kevin Agudelo,COL,"MF,FW",23,1998,34,2131,63,62.3,23.7,23,78,6,11,31,2,0.74,20,39,-19,-0.8,0.04,24.4,38.7,-14.3,-0.6,-0.35
Leandro Sanca,GNB,"FW,MF",22,2000,4,32,8,0.9,0.4,0,,0,4,8,11,0.5,0,2,-2,-5.63,-4.85,0.3,0.4,-0.1,-0.26,0.21
Leonardo Dido,ITA,GK,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Leonardo Pedicillo,ITA,MF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
M'Bala Nzola,ANG,FW,25,1996,31,2653,86,77.6,29.5,29,89,26,2,35,0,0.91,26,43,-17,-0.58,1.07,32.0,47.4,-15.3,-0.52,-0.21
Mattia Caldara,ITA,DF,28,1994,20,1253,63,36.6,13.9,13,87,11,7,17,15,1.1,10,22,-12,-0.86,-0.07,12.2,27.5,-15.3,-1.1,-0.98
Mehdi Bourabia,MAR,MF,30,1991,37,2771,75,81.0,30.8,36,76,12,1,31,1,0.82,28,50,-22,-0.71,0.53,33.6,49.2,-15.5,-0.5,-0.17
Mikael Ellertsson,ISL,"MF,DF",20,2002,11,171,16,5.0,1.9,1,64,0,10,11,6,1.0,0,6,-6,-3.16,-2.47,1.2,4.3,-3.1,-1.65,-1.23
Nicolò Bertola,ITA,DF,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Petar Zovko,BIH,GK,20,2002,1,74,74,2.2,0.8,0,,0,1,74,27,1.0,1,2,-1,-1.22,-0.41,0.9,2.0,-1.1,-1.39,-0.94
Petko Hristov,BUL,DF,23,1999,9,365,41,10.7,4.1,4,68,2,5,19,8,0.56,5,10,-5,-1.23,-0.47,3.5,7.0,-3.5,-0.87,-0.44
Pietro Candelari,ITA,MF,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Przemysław Wiśniewski,POL,DF,24,1998,14,1003,72,29.3,11.1,11,90,11,3,4,5,0.73,9,20,-11,-0.99,-0.24,13.9,14.2,-0.3,-0.03,0.63
Raimonds Krollis,LVA,"FW,DF",20,2001,4,36,9,1.1,0.4,0,,0,4,9,15,0.0,0,1,-1,-2.5,-1.7,0.4,0.9,-0.5,-1.39,-0.93
Salvador Ferrer,ESP,DF,24,1998,5,136,27,4.0,1.5,0,,0,5,27,27,1.17,1,3,-2,-1.32,-0.53,1.7,3.2,-1.5,-1.0,-0.55
Salvatore Esposito,ITA,MF,21,2000,15,971,65,28.4,10.8,10,84,6,5,26,5,0.44,7,19,-12,-1.11,-0.41,13.2,14.7,-1.5,-0.14,0.47
Simone Bastoni,ITA,"MF,DF",25,1996,19,1189,63,34.8,13.2,15,74,3,4,22,3,0.89,12,22,-10,-0.76,0.09,14.2,17.3,-3.0,-0.23,0.38
Simone Giorgeschi,ITA,DF,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Suf Podgoreanu,ISR,FW,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Szymon Żurkowski,POL,MF,24,1997,10,427,43,12.5,4.7,3,74,1,7,29,2,1.18,5,6,-1,-0.21,0.69,6.1,7.4,-1.3,-0.28,0.22
Tio Cipot,SVN,"FW,MF",19,2003,8,139,17,4.1,1.5,0,,0,8,17,12,0.22,0,3,-3,-1.94,-1.17,1.6,3.0,-1.4,-0.93,-0.47
Viktor Kovalenko,UKR,MF,26,1996,18,548,30,16.0,6.1,7,53,0,11,16,9,0.84,4,10,-6,-0.99,-0.2,5.1,7.6,-2.5,-0.42,0.07
