General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Albin Ekdal,SWE,MF,33,1989,19.3,782,756,24,20,1,4,4,2,0,0,0,0,606,2,14
Arkadiusz Reca,POL,DF,27,1995,24.1,1197,943,250,5,0,9,99,245,0,0,0,0,827,4,45
Bartłomiej Drągowski,POL,GK,24,1997,32.7,1173,889,282,86,0,3,0,0,0,0,0,0,808,2,1
Daniel Maldini,ITA,"FW,MF",20,2001,7.0,187,164,22,4,0,1,19,1,9,8,1,0,125,1,7
Daniele Verde,ITA,"FW,MF",26,1996,11.1,443,348,93,18,1,6,68,18,37,20,12,0,312,2,8
Dimitris Nikolaou,GRE,DF,23,1998,32.9,1660,1519,136,48,0,25,18,67,0,0,0,0,1348,5,10
Dávid Strelec,SVK,FW,21,2001,1.9,43,40,3,0,0,0,0,0,0,0,0,0,25,0,2
Eldor Shomurodov,UZB,FW,27,1995,9.0,205,186,19,0,3,0,3,0,0,0,0,0,143,0,8
Emil Holm,SWE,DF,22,2000,15.5,573,463,108,1,1,3,50,107,0,0,0,0,342,2,21
Emmanuel Gyasi,GHA,"FW,DF",28,1994,31.2,802,711,91,3,1,2,22,59,2,0,0,0,646,0,26
Ethan Ampadu,WAL,"DF,MF",21,2000,29.3,1548,1426,116,46,3,17,11,47,0,0,0,0,1254,6,20
Federico Marchetti,ITA,GK,39,1983,0.7,18,9,9,1,0,0,0,0,0,0,0,0,14,0,0
Jacopo Sala,ITA,MF,30,1991,1.2,46,40,6,4,0,0,4,1,0,0,0,0,36,0,5
Jakub Kiwior,POL,DF,22,2000,16.0,775,683,89,34,1,3,14,12,9,6,3,0,653,3,4
Jeroen Zoet,NED,GK,31,1991,3.7,133,104,29,6,0,0,0,0,0,0,0,0,75,0,0
João Moutinho,POR,"DF,FW",24,1998,0.6,42,34,8,0,0,0,3,8,0,0,0,0,30,0,2
Julius Beck,DEN,MF,17,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Kelvin Amian,FRA,DF,24,1998,26.4,1110,869,238,14,1,2,39,222,2,0,1,0,830,3,31
Kevin Agudelo,COL,"MF,FW",23,1998,23.7,735,711,17,2,5,1,34,7,5,3,2,0,531,7,39
Leandro Sanca,GNB,"FW,MF",22,2000,0.4,12,11,1,0,0,0,2,0,0,0,0,0,9,0,0
M'Bala Nzola,ANG,FW,25,1996,29.5,593,566,25,4,0,1,10,6,0,0,0,0,471,2,17
Mattia Caldara,ITA,DF,28,1994,13.9,600,540,58,31,0,2,1,9,0,0,0,0,461,2,4
Mehdi Bourabia,MAR,MF,30,1991,30.8,1282,1208,66,29,5,4,64,7,30,21,4,0,981,8,38
Mikael Ellertsson,ISL,"MF,DF",20,2002,1.9,40,39,1,0,0,0,3,0,1,1,0,0,24,0,1
Petar Zovko,BIH,GK,20,2002,0.8,36,21,15,2,0,0,0,0,0,0,0,0,22,0,0
Petko Hristov,BUL,DF,23,1999,4.1,207,168,38,9,0,3,1,29,0,0,0,0,160,1,1
Przemysław Wiśniewski,POL,DF,24,1998,11.1,502,468,33,19,0,4,2,11,0,0,0,0,417,1,7
Raimonds Krollis,LVA,"FW,DF",20,2001,0.4,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1
Salvador Ferrer,ESP,DF,24,1998,1.5,95,81,14,1,0,0,1,13,0,0,0,0,73,0,1
Salvatore Esposito,ITA,MF,21,2000,10.8,653,570,81,41,1,9,54,1,39,25,10,0,500,2,12
Simone Bastoni,ITA,"MF,DF",25,1996,13.2,596,481,114,23,2,5,103,43,48,26,16,0,367,1,38
Szymon Żurkowski,POL,MF,24,1997,4.7,101,101,0,0,0,0,4,0,0,0,0,0,70,0,6
Tio Cipot,SVN,"FW,MF",19,2003,1.5,59,53,6,1,1,0,7,4,1,1,0,0,40,0,4
Viktor Kovalenko,UKR,MF,26,1996,6.1,241,223,17,4,0,3,15,3,10,5,4,0,189,1,8
