General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Jakub Kiwior,POL,DF,22,2000,16.0,0,10,2,20.0,0.62,0.12,0.0,0.0,16.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6
Jeroen Zoet,NED,GK,31,1991,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
João Moutinho,POR,"DF,FW",24,1998,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Julius Beck,DEN,MF,17,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Kelvin Amian,FRA,DF,24,1998,26.4,0,26,7,26.9,0.99,0.27,0.0,0.0,16.7,1,0,0,2.7,2.7,0.1,-2.7,-2.7
Kevin Agudelo,COL,"MF,FW",23,1998,23.7,0,28,7,25.0,1.18,0.3,0.0,0.0,21.4,0,0,0,1.5,1.5,0.05,-1.5,-1.5
Leandro Sanca,GNB,"FW,MF",22,2000,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
M'Bala Nzola,ANG,FW,25,1996,29.5,13,60,20,33.3,2.04,0.68,0.17,0.5,14.9,0,3,3,11.0,8.6,0.14,2.0,1.4
Mattia Caldara,ITA,DF,28,1994,13.9,0,11,4,36.4,0.79,0.29,0.0,0.0,10.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8
Mehdi Bourabia,MAR,MF,30,1991,30.8,1,33,5,15.2,1.07,0.16,0.03,0.2,24.3,1,0,0,2.1,2.1,0.06,-1.1,-1.1
Mikael Ellertsson,ISL,"MF,DF",20,2002,1.9,0,2,0,0.0,1.05,0.0,0.0,,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Petar Zovko,BIH,GK,20,2002,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Petko Hristov,BUL,DF,23,1999,4.1,0,1,0,0.0,0.25,0.0,0.0,,10.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Przemysław Wiśniewski,POL,DF,24,1998,11.1,1,6,3,50.0,0.54,0.27,0.17,0.33,9.8,0,0,0,1.2,1.2,0.21,-0.2,-0.2
Raimonds Krollis,LVA,"FW,DF",20,2001,0.4,0,2,1,50.0,5.0,2.5,0.0,0.0,18.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Salvador Ferrer,ESP,DF,24,1998,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Salvatore Esposito,ITA,MF,21,2000,10.8,1,14,2,14.3,1.3,0.19,0.07,0.5,28.5,11,0,0,0.7,0.7,0.05,0.3,0.3
Simone Bastoni,ITA,"MF,DF",25,1996,13.2,2,22,7,31.8,1.67,0.53,0.09,0.29,20.9,2,0,0,1.1,1.1,0.05,0.9,0.9
Szymon Żurkowski,POL,MF,24,1997,4.7,0,7,1,14.3,1.48,0.21,0.0,0.0,23.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Tio Cipot,SVN,"FW,MF",19,2003,1.5,0,2,1,50.0,1.29,0.65,0.0,0.0,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Viktor Kovalenko,UKR,MF,26,1996,6.1,0,11,1,9.1,1.81,0.16,0.0,0.0,15.4,1,0,0,1.6,1.6,0.15,-1.6,-1.6
