General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Albin Ekdal,SWE,MF,33,1989,19.3,0,19,4,21.1,0.99,0.21,0.0,0.0,14.4,0,0,0,2.9,2.9,0.16,-2.9,-2.9
Arkadiusz Reca,POL,DF,27,1995,24.1,1,22,8,36.4,0.91,0.33,0.05,0.13,23.7,0,0,0,1.0,1.0,0.04,0.0,0.0
Bartłomiej Drągowski,POL,GK,24,1997,32.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel Maldini,ITA,"FW,MF",20,2001,7.0,2,15,6,40.0,2.15,0.86,0.13,0.33,19.0,1,0,0,1.2,1.2,0.08,0.8,0.8
Daniele Verde,ITA,"FW,MF",26,1996,11.1,3,32,10,31.3,2.89,0.9,0.06,0.2,21.6,1,1,1,2.9,2.1,0.07,0.1,-0.1
Dimitris Nikolaou,GRE,DF,23,1998,32.9,1,10,3,30.0,0.3,0.09,0.1,0.33,20.3,0,0,0,0.8,0.8,0.08,0.2,0.2
Dávid Strelec,SVK,FW,21,2001,1.9,0,3,1,33.3,1.6,0.53,0.0,0.0,11.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5
Eldor Shomurodov,UZB,FW,27,1995,9.0,1,18,4,22.2,2.0,0.44,0.06,0.25,15.7,0,0,0,2.8,2.8,0.16,-1.8,-1.8
Emil Holm,SWE,DF,22,2000,15.5,1,15,5,33.3,0.97,0.32,0.07,0.2,14.9,0,0,0,1.2,1.2,0.08,-0.2,-0.2
Emmanuel Gyasi,GHA,"FW,DF",28,1994,31.2,2,34,13,38.2,1.09,0.42,0.06,0.15,13.7,0,0,0,4.0,4.0,0.12,-2.0,-2.0
Ethan Ampadu,WAL,"DF,MF",21,2000,29.3,0,16,5,31.3,0.55,0.17,0.0,0.0,18.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1
Federico Marchetti,ITA,GK,39,1983,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jacopo Sala,ITA,MF,30,1991,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
