General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adolfo Gaich,ARG,FW,23,1999,16,726,45,21.2,8.1,8,67,1,8,24,2,1.06,7,13,-6,-0.74,-0.01,8.5,9.7,-1.2,-0.14,0.29
Adrien Tameze,CMR,MF,28,1994,37,3031,82,88.6,33.7,35,85,25,2,37,1,0.89,27,54,-27,-0.8,-0.57,30.1,45.4,-15.3,-0.45,-0.73
Ajdin Hrustic,AUS,MF,26,1996,6,226,38,6.6,2.5,3,61,0,3,15,5,0.17,2,5,-3,-1.19,-0.49,2.6,4.3,-1.8,-0.7,-0.35
Alessandro Berardi,ITA,GK,31,1991,0,,,,,0,,0,0,,34,,,,,,,,,,,
Alessandro Cortinovis,ITA,MF,21,2001,1,6,6,0.2,0.1,0,,0,1,6,8,0.0,0,0,0,0.0,0.74,0.1,0.2,-0.1,-1.09,-0.72
Alphadjo Cissè,ITA,MF,15,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,
Antonín Barák,CZE,MF,27,1994,1,25,25,0.7,0.3,0,,0,1,25,0,0.0,0,1,-1,-3.6,-2.88,0.1,0.6,-0.5,-1.77,-1.41
Bruno Amione,ARG,DF,20,2002,1,58,58,1.7,0.6,1,58,0,0,,3,0.0,2,3,-1,-1.55,-0.83,0.9,1.7,-0.8,-1.27,-0.91
Cyril Ngonge,BEL,"MF,FW",22,2000,14,745,53,21.8,8.3,9,71,2,5,22,4,1.13,8,9,-1,-0.12,0.79,8.3,10.4,-2.1,-0.25,0.15
Darko Lazović,SRB,"MF,DF",31,1990,30,2242,75,65.6,24.9,27,79,12,3,36,0,0.94,23,36,-13,-0.52,0.62,24.1,31.4,-7.3,-0.3,0.22
Davide Bragantini,ITA,FW,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Davide Faraoni,ITA,DF,30,1991,23,1485,65,43.4,16.5,19,74,8,4,19,3,0.88,12,36,-24,-1.45,-1.27,16.4,26.4,-10.0,-0.61,-0.42
Denis Cazzadori,ITA,FW,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Deyovaisio Zeefuik,NED,DF,24,1998,1,10,10,0.3,0.1,0,,0,1,10,14,0.0,0,1,-1,-9.0,-8.29,0.2,0.3,-0.1,-0.65,-0.28
Diego Coppola,ITA,DF,18,2003,19,1177,62,34.4,13.1,11,85,9,8,30,10,1.0,8,16,-8,-0.61,0.19,13.2,16.1,-2.9,-0.22,0.22
Fabio Depaoli,ITA,DF,25,1997,31,2173,70,63.5,24.1,24,85,18,7,20,2,0.91,20,39,-19,-0.79,-0.14,21.9,33.0,-11.1,-0.46,-0.24
Federico Caia,ITA,FW,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Federico Ceccherini,ITA,DF,30,1992,22,1417,64,41.4,15.7,18,73,6,4,27,8,0.73,15,23,-8,-0.51,0.39,11.8,18.0,-6.2,-0.39,-0.03
Filippo Terracciano,ITA,"DF,MF",19,2003,20,821,41,24.0,9.1,7,75,1,13,23,17,1.24,5,9,-4,-0.44,0.39,8.8,10.0,-1.1,-0.12,0.33
Giacomo Toniolo,ITA,GK,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Giangiacomo Magnani,ITA,DF,26,1995,24,1532,64,44.8,17.0,19,73,10,5,30,5,1.08,14,24,-10,-0.59,0.27,16.1,23.1,-7.0,-0.41,-0.07
Ibrahim Sulemana,GHA,MF,19,2003,16,651,41,19.0,7.2,6,76,2,10,20,13,1.12,6,15,-9,-1.24,-0.63,6.6,10.9,-4.4,-0.6,-0.28
Isak Hien,SWE,DF,23,1999,32,2607,81,76.2,29.0,28,87,26,4,40,0,0.97,24,42,-18,-0.62,0.49,28.2,37.9,-9.8,-0.34,0.14
Ivan Ilić,SRB,MF,21,2001,11,851,77,24.9,9.5,10,83,7,1,20,2,1.09,10,14,-4,-0.42,0.42,9.0,10.6,-1.7,-0.18,0.26
Jayden Braaf,NED,"MF,FW",19,2002,6,288,48,8.4,3.2,2,75,0,4,35,14,0.33,2,4,-2,-0.62,0.12,2.7,5.0,-2.3,-0.72,-0.38
Joselito,ESP,MF,18,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,
Josh Doig,SCO,DF,20,2002,22,1354,62,39.6,15.0,15,77,7,7,28,8,0.86,13,22,-9,-0.6,0.23,13.4,15.7,-2.2,-0.15,0.37
Juan David Cabal,COL,DF,21,2001,11,444,40,13.0,4.9,3,73,1,8,28,25,0.42,3,11,-8,-1.62,-1.02,4.7,9.0,-4.3,-0.88,-0.58
Kevin Lasagna,ITA,"FW,MF",29,1992,26,1572,60,46.0,17.5,17,76,7,9,31,0,0.81,13,26,-13,-0.74,-0.01,16.6,21.9,-5.3,-0.31,0.12
Koray Günter,GER,DF,27,1994,13,1003,77,29.3,11.1,11,86,10,2,29,5,0.31,9,22,-13,-1.17,-0.61,12.3,17.9,-5.6,-0.5,-0.19
Lorenzo Montipò,ITA,GK,26,1996,37,3330,90,97.4,37.0,37,90,37,0,,0,0.87,31,59,-28,-0.76,-0.76,34.7,48.8,-14.1,-0.38,-0.38
Manuel Ravasio,ITA,GK,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Martin Hongla,CMR,MF,24,1998,9,523,58,15.3,5.8,6,76,2,3,23,6,0.56,4,11,-7,-1.2,-0.55,5.5,9.2,-3.7,-0.64,-0.32
Mateusz Praszelik,POL,MF,21,2000,0,,,,,0,,0,0,,8,,,,,,,,,,,
Mattia Chiesa,ITA,GK,22,2000,0,,,,,0,,0,0,,12,,,,,,,,,,,
Miguel Veloso,POR,MF,36,1986,22,1163,53,34.0,12.9,14,66,3,8,29,5,0.5,11,16,-5,-0.39,0.53,13.3,16.0,-2.6,-0.2,0.25
Milan Đurić,BIH,FW,32,1990,28,1366,49,39.9,15.2,14,77,6,14,21,4,0.86,15,23,-8,-0.53,0.35,13.1,19.9,-6.9,-0.45,-0.14
Oliver Abildgaard,DEN,MF,26,1996,13,592,46,17.3,6.6,6,80,5,7,16,5,1.08,2,11,-9,-1.37,-0.76,4.9,9.3,-4.4,-0.67,-0.36
Ondrej Duda,SVK,MF,27,1994,15,1061,71,31.0,11.8,11,83,7,4,38,1,1.13,8,15,-7,-0.59,0.21,10.1,13.2,-3.1,-0.26,0.16
Panagiotis Retsos,GRE,DF,23,1998,2,122,61,3.6,1.4,1,90,1,1,32,1,0.5,1,3,-2,-1.48,-0.77,2.0,1.5,0.5,0.37,0.76
Paweł Dawidowicz,POL,DF,27,1995,23,1632,71,47.7,18.1,20,78,14,3,26,6,1.08,16,27,-11,-0.61,0.25,16.8,20.9,-4.1,-0.23,0.27
Roberto Piccoli,ITA,FW,21,2001,7,192,27,5.6,2.1,2,45,0,5,20,5,0.57,2,3,-1,-0.47,0.28,1.6,3.4,-1.9,-0.88,-0.54
Simone Perilli,ITA,GK,27,1995,1,90,90,2.6,1.0,1,90,1,0,,35,1.0,0,0,0,0.0,0.76,1.2,1.2,0.0,0.0,0.38
Simone Verdi,ITA,"MF,FW",30,1992,24,1096,46,32.0,12.2,12,70,2,12,21,6,0.92,10,20,-10,-0.82,-0.12,13.0,16.2,-3.2,-0.27,0.15
Thomas Henry,FRA,FW,27,1994,16,1030,64,30.1,11.4,13,75,3,3,18,3,0.5,10,17,-7,-0.61,0.18,10.9,15.5,-4.6,-0.41,-0.05
Yayah Kallon,SLE,"MF,FW",21,2001,22,860,39,25.1,9.6,8,57,0,14,29,14,0.77,8,14,-6,-0.63,0.15,10.6,11.8,-1.1,-0.12,0.34
