General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Juan David Cabal,COL,DF,21,2001,4.9,166,223,74.4,3165,1118,63,73,86.3,79,91,86.8,20,46,43.5,0,0.3,0.1,-0.3,2,15,3,2,17
Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,157,258,60.9,2338,547,77,112,68.8,54,81,66.7,8,18,44.4,2,1.7,0.4,0.3,17,9,9,0,19
Koray Günter,GER,DF,27,1994,11.1,323,422,76.5,6871,3172,102,126,81.0,160,183,87.4,58,101,57.4,0,0.9,0.3,-0.9,8,31,1,1,36
Lorenzo Montipò,ITA,GK,26,1996,37.0,745,1192,62.5,29263,24967,75,76,98.7,246,251,98.0,421,859,49.0,0,0.0,0.2,0.0,0,65,1,0,0
Martin Hongla,CMR,MF,24,1998,5.8,166,212,78.3,3239,992,62,74,83.8,75,89,84.3,24,41,58.5,0,0.3,0.4,-0.3,3,18,2,1,24
Miguel Veloso,POR,MF,36,1986,12.9,429,599,71.6,8600,3315,161,191,84.3,188,224,83.9,72,153,47.1,0,2.1,1.8,-2.1,20,49,13,5,84
Milan Đurić,BIH,FW,32,1990,15.2,268,523,51.2,3119,740,186,336,55.4,54,119,45.4,5,13,38.5,1,1.3,0.9,-0.3,21,27,5,0,29
Oliver Abildgaard,DEN,MF,26,1996,6.6,115,195,59.0,1943,930,58,85,68.2,41,71,57.7,13,27,48.1,0,0.4,0.3,-0.4,6,17,3,2,15
Ondrej Duda,SVK,MF,27,1994,11.8,323,433,74.6,5654,1659,148,177,83.6,128,154,83.1,35,64,54.7,0,0.3,0.5,-0.3,5,42,5,1,44
Panagiotis Retsos,GRE,DF,23,1998,1.4,44,56,78.6,781,321,20,23,87.0,20,24,83.3,4,7,57.1,0,0.0,0.0,0.0,1,3,0,0,2
Paweł Dawidowicz,POL,DF,27,1995,18.1,613,827,74.1,11131,4374,258,296,87.2,277,354,78.2,69,146,47.3,1,0.8,0.3,0.2,5,47,2,0,60
Roberto Piccoli,ITA,FW,21,2001,2.1,13,25,52.0,178,55,8,12,66.7,3,6,50.0,1,4,25.0,0,0.2,0.0,-0.2,1,1,0,0,0
Simone Perilli,ITA,GK,27,1995,1.0,10,34,29.4,455,391,1,1,100.0,3,3,100.0,6,30,20.0,0,0.0,0.0,0.0,0,3,0,0,0
Simone Verdi,ITA,"MF,FW",30,1992,12.2,270,414,65.2,5101,1823,123,154,79.9,90,121,74.4,47,96,49.0,0,2.1,1.5,-2.1,20,38,12,5,46
Thomas Henry,FRA,FW,27,1994,11.4,115,226,50.9,1405,437,71,124,57.3,19,46,41.3,7,12,58.3,0,1.1,0.5,-1.1,13,14,6,0,18
Yayah Kallon,SLE,"MF,FW",21,2001,9.6,148,237,62.4,2179,653,79,106,74.5,51,83,61.4,8,17,47.1,1,1.5,0.9,-0.5,13,10,14,6,22
