General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Adolfo Gaich,ARG,FW,23,1999,8.1,94,165,57.0,1055,200,61,100,61.0,22,39,56.4,0,2,0.0,0,0.4,0.2,-0.4,6,8,0,0,11
Adrien Tameze,CMR,MF,28,1994,33.7,835,1092,76.5,14351,4390,376,468,80.3,363,430,84.4,73,116,62.9,0,0.9,1.2,-0.9,22,91,17,3,103
Ajdin Hrustic,AUS,MF,26,1996,2.5,75,94,79.8,1069,341,40,42,95.2,25,33,75.8,4,7,57.1,0,0.6,0.6,-0.6,3,1,5,1,8
Alessandro Cortinovis,ITA,MF,21,2001,0.1,5,6,83.3,77,35,3,3,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,2,1,2
Antonín Barák,CZE,MF,27,1994,0.3,11,14,78.6,140,24,7,10,70.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2
Bruno Amione,ARG,DF,20,2002,0.6,11,16,68.8,167,40,6,6,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Cyril Ngonge,BEL,"MF,FW",22,2000,8.3,98,175,56.0,1450,491,53,81,65.4,34,49,69.4,8,22,36.4,1,0.6,0.6,0.4,11,10,6,4,13
Darko Lazović,SRB,"MF,DF",31,1990,24.9,517,836,61.8,8845,3738,248,317,78.2,199,291,68.4,55,152,36.2,5,6.4,5.3,-1.4,45,49,34,15,81
Davide Faraoni,ITA,DF,30,1991,16.5,394,592,66.6,7297,3426,167,205,81.5,167,237,70.5,53,112,47.3,3,1.0,0.7,2.0,11,34,20,9,54
Deyovaisio Zeefuik,NED,DF,24,1998,0.1,5,7,71.4,83,14,2,2,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Diego Coppola,ITA,DF,18,2003,13.1,403,557,72.4,7562,3275,145,174,83.3,222,271,81.9,32,83,38.6,0,0.0,0.2,0.0,0,30,3,1,42
Fabio Depaoli,ITA,DF,25,1997,24.1,440,685,64.2,8131,4636,178,231,77.1,203,293,69.3,51,116,44.0,2,1.2,1.3,0.8,16,40,22,13,66
Federico Ceccherini,ITA,DF,30,1992,15.7,479,623,76.9,8667,3491,199,225,88.4,219,261,83.9,52,98,53.1,0,0.2,0.3,-0.2,5,43,7,2,53
Filippo Terracciano,ITA,"DF,MF",19,2003,9.1,235,343,68.5,4308,1770,88,113,77.9,115,148,77.7,21,53,39.6,1,1.2,1.5,-0.2,8,21,10,4,37
Giangiacomo Magnani,ITA,DF,26,1995,17.0,367,499,73.5,7603,2655,125,151,82.8,176,211,83.4,61,122,50.0,1,0.2,0.2,0.8,5,32,4,1,32
Ibrahim Sulemana,GHA,MF,19,2003,7.2,133,183,72.7,2479,777,53,60,88.3,64,78,82.1,13,26,50.0,0,0.2,0.1,-0.2,5,18,1,1,18
Isak Hien,SWE,DF,23,1999,29.0,775,1031,75.2,16071,6179,206,269,76.6,449,532,84.4,108,183,59.0,0,0.1,0.2,-0.1,2,41,3,1,54
Ivan Ilić,SRB,MF,21,2001,9.5,279,401,69.6,5107,1432,113,138,81.9,128,168,76.2,29,66,43.9,1,1.0,1.0,0.0,16,19,10,1,39
Jayden Braaf,NED,"MF,FW",19,2002,3.2,60,78,76.9,849,192,41,44,93.2,13,17,76.5,4,6,66.7,0,0.1,0.1,-0.1,2,5,0,0,5
Josh Doig,SCO,DF,20,2002,15.0,360,534,67.4,6111,2875,181,220,82.3,141,207,68.1,32,70,45.7,3,1.2,1.3,1.8,12,28,12,8,27
