General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adolfo Gaich,ARG,FW,23,1999,8.1,263,10,21,129,116,26,263,17,11,64.7,5,29.4,144,637,181,6,4,4,22,9,198,33
Adrien Tameze,CMR,MF,28,1994,33.7,1428,97,380,829,244,21,1428,53,26,49.1,22,41.5,713,3953,1618,32,34,4,39,34,739,58
Ajdin Hrustic,AUS,MF,26,1996,2.5,121,4,17,59,47,6,121,12,4,33.3,8,66.7,63,414,171,7,6,2,8,3,77,12
Alessandro Cortinovis,ITA,MF,21,2001,0.1,8,0,3,0,5,0,8,0,0,,0,,5,10,4,0,0,0,0,0,5,2
Antonín Barák,CZE,MF,27,1994,0.3,16,0,0,10,6,0,16,2,1,50.0,1,50.0,12,68,25,0,0,0,1,1,11,1
Bruno Amione,ARG,DF,20,2002,0.6,20,9,17,4,0,0,20,0,0,,0,,7,22,8,0,0,0,0,0,4,0
Cyril Ngonge,BEL,"MF,FW",22,2000,8.3,300,5,28,135,143,20,300,35,12,34.3,20,57.1,181,993,473,18,11,9,23,12,202,40
Darko Lazović,SRB,"MF,DF",31,1990,24.9,1052,26,197,411,461,67,1052,54,19,35.2,30,55.6,542,3366,1943,72,37,21,38,14,620,167
Davide Faraoni,ITA,DF,30,1991,16.5,770,55,226,335,213,27,770,16,7,43.8,9,56.3,322,1217,549,11,9,2,12,4,341,33
Deyovaisio Zeefuik,NED,DF,24,1998,0.1,10,0,2,6,3,2,10,1,0,0.0,1,100.0,6,24,4,1,0,1,0,0,5,1
Diego Coppola,ITA,DF,18,2003,13.1,693,66,337,302,61,9,693,4,2,50.0,2,50.0,312,1618,787,9,9,0,8,2,320,8
Fabio Depaoli,ITA,DF,25,1997,24.1,953,51,238,411,317,35,953,46,11,23.9,27,58.7,408,1989,972,28,14,4,38,18,422,76
