General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Federico Ceccherini,ITA,DF,30,1992,15.7,780,86,308,386,96,15,780,3,2,66.7,1,33.3,368,1928,1123,25,14,2,13,8,409,20
Filippo Terracciano,ITA,"DF,MF",19,2003,9.1,439,21,110,224,113,9,439,12,6,50.0,3,25.0,217,1267,618,16,13,0,17,4,242,24
Giangiacomo Magnani,ITA,DF,26,1995,17.0,683,102,341,323,27,7,683,5,3,60.0,2,40.0,316,1386,605,5,5,1,6,3,307,5
Ibrahim Sulemana,GHA,MF,19,2003,7.2,281,26,89,151,49,8,281,13,5,38.5,8,61.5,131,679,202,4,7,0,10,9,118,5
Isak Hien,SWE,DF,23,1999,29.0,1349,168,794,526,47,13,1349,31,16,51.6,11,35.5,606,2735,1294,17,10,0,26,10,576,2
Ivan Ilić,SRB,MF,21,2001,9.5,489,26,98,249,149,11,489,17,8,47.1,7,41.2,219,1427,609,18,13,4,17,5,238,20
Jayden Braaf,NED,"MF,FW",19,2002,3.2,129,1,16,63,54,16,129,24,15,62.5,8,33.3,89,694,294,10,9,5,13,15,91,29
Josh Doig,SCO,DF,20,2002,15.0,705,27,191,276,256,27,705,54,23,42.6,22,40.7,336,2325,1064,41,24,5,33,16,360,61
Juan David Cabal,COL,DF,21,2001,4.9,279,29,134,136,16,1,279,4,3,75.0,0,0.0,139,642,358,4,5,0,4,3,141,8
Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,482,15,62,182,249,67,482,38,13,34.2,18,47.4,267,1736,747,36,23,14,53,34,317,105
Koray Günter,GER,DF,27,1994,11.1,557,82,283,252,29,10,557,4,3,75.0,1,25.0,221,1219,733,7,6,0,3,1,230,3
Lorenzo Montipò,ITA,GK,26,1996,37.0,1309,1050,1297,14,0,0,1309,0,0,,0,,622,4073,2169,0,1,0,6,0,461,0
Martin Hongla,CMR,MF,24,1998,5.8,258,12,66,142,54,3,258,14,8,57.1,6,42.9,131,680,345,6,4,1,4,3,141,10
Miguel Veloso,POR,MF,36,1986,12.9,723,31,168,403,168,7,723,8,4,50.0,2,25.0,309,1883,880,17,13,1,7,7,328,22
Milan Đurić,BIH,FW,32,1990,15.2,644,32,62,314,270,60,644,6,2,33.3,3,50.0,262,869,211,2,5,3,26,15,551,72
Oliver Abildgaard,DEN,MF,26,1996,6.6,257,15,82,137,40,13,257,1,1,100.0,0,0.0,99,401,156,2,3,0,6,1,116,8
Ondrej Duda,SVK,MF,27,1994,11.8,573,20,86,363,131,11,573,34,20,58.8,8,23.5,311,1850,701,15,14,0,14,17,302,22
Panagiotis Retsos,GRE,DF,23,1998,1.4,76,8,31,38,7,1,76,1,1,100.0,0,0.0,35,249,125,2,0,0,0,1,33,0
Paweł Dawidowicz,POL,DF,27,1995,18.1,1019,91,484,450,96,17,1019,8,1,12.5,4,50.0,463,2270,1282,20,13,1,8,4,498,17
Roberto Piccoli,ITA,FW,21,2001,2.1,55,3,8,16,31,11,55,3,1,33.3,2,66.7,36,197,70,2,3,1,7,4,41,8
Simone Perilli,ITA,GK,27,1995,1.0,38,35,38,0,0,0,38,0,0,,0,,20,136,87,0,0,0,0,0,9,0
Simone Verdi,ITA,"MF,FW",30,1992,12.2,567,6,50,281,250,25,566,63,35,55.6,19,30.2,327,2251,1029,34,23,3,35,32,357,57
Thomas Henry,FRA,FW,27,1994,11.4,374,15,25,160,192,48,374,14,3,21.4,11,78.6,193,618,181,3,7,1,52,25,303,58
Yayah Kallon,SLE,"MF,FW",21,2001,9.6,356,7,31,127,207,43,356,30,8,26.7,14,46.7,233,1764,764,33,20,14,28,15,237,64
